CaseID	VehicleNumber	GVEMake	GVEModel	GVEYear	GVEBodyType	GVEVehicleClass	GVECurbWeight	GVEWeightSource	GVECargoWeight	GVECargoSource	GVEVIN	GVESpecialUse	GVEInspection	GVEInspectionDate	GVEPARSevCode	GVERESSevCode	VINMake	VINModel	VINYear	Series	VINBodyType	Roof1	Roof2	Roof3	FrontWheelDrive	FourWheelDrive	GVERestraintType	Carburetion	FuelType	VINWeight	VehicleType	WheelConfig	DayRunningLights	BaseWeight	GVEMotorcycleDisplacement	GVETravelSpeed	GVEPostedSpeed	DriverPresent	PARAlcoholPresent	PARAlcoholTest	PARAlcoholTestResult	PARTestDelay	PARTestSource	PARDrugsPresent	ZipCode	EthnicOrigin	CMVCrashes	CMVViolations	NonCMVCrashes	NonCMVViolations	TotalCrashes	GVETotalViolations	PrevViolations	UnkTypeCrashes	MCMIScrashes	MCMIScmvViolations	MCMIScmvNonViolations	PSU	PSUStrata	RATWeight
864004367	5	14	6	1984	4	3	1328	2	0	1	1MEBP8937E	0	3	2002-03-01	1	2	MERC	MAR	1984	888	4D	Unknown	Unknown	Unknown	8	8	Unknown	2	Gas	0	Passenger Vehicle	999	Unknown	2928	88888887	9999	89	1	0	96	9999	97:97	1	0	19136	3	98	98	98	98	98	98	98	98	98	98	98	6	1	29.901
864004367	6	86	881	1987	68	68	6804	99	22226	99	1M2T153Y8H	88	3	2002-03-01	0	0	MACK	600	1987	RS6	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	1	0	08055	1	88	0	88	5	88	5	0	88	1	5	1	6	1	29.901
864004407	1	82	881	1998	68	68	7258	99	17799	99	2FUYDDYB4W	88	3	2002-03-01	0	0	FRHT	CON	1998	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	114	80	1	0	96	9999	97:97	1	0	19144	1	88	0	88	0	88	1	4	88	0	4	1	6	1	0
864004408	1	52	37	2000	3	2	1280	2	0	1	4A3AC84L2Y	0	3	2002-04-01	4	4	MITS	ECG	2000	888	2H	Power sun/moon roof	Unknown	Unknown	Y	N	Dual front air bags/belt system unknown	F	Gas	0	Passenger Vehicle	999	Not available	3120	88888887	9999	56	1	9	99	9999	97:97	1	9	19115	1	98	98	98	98	98	98	98	98	98	98	98	6	1	19.812
864004408	2	98	898	2001	67	67	6350	8	0	1	4LMBB21151	88	3	2002-04-01	1	2	9999999999	9999999999	2001	888	9999999999	Unknown	Unknown	Unknown	8	8	Unknown	888	Unknown	0	Unknown	999	Unknown	9999	88888887	9999	56	1	9	99	9999	97:97	1	9	19012	1	98	98	98	98	98	98	98	98	98	98	98	6	1	19.812
864004427	1	37	33	1993	2	2	1330	2	0	1	JHMBB1175P	0	3	2002-04-01	1	2	HOND	PTS	1993	888	CP	Power sun/moon roof	Unknown	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	2932	88888887	9999	80	1	0	96	9999	97:97	0	0	19454	2	88	88	88	88	88	0	88	88	88	88	88	6	1	29.901
864004427	2	84	881	1998	68	68	7395	99	0	99	2HSFHAER5W	88	3	2002-04-01	0	0	INTL	90S	1998	940	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	80	1	0	96	9999	97:97	0	0	48060	1	88	0	88	1	88	2	0	88	98	98	98	6	1	29.901
864004427	3	82	881	1997	68	68	6332	99	0	99	2FUYDSEB9V	88	2	2002-04-01	0	0	FRHT	CON	1997	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	80	1	0	96	9999	97:97	0	0	08852	1	98	98	98	98	98	98	98	98	98	98	98	6	1	29.901
864004487	1	12	442	2000	20	20	1693	99	0	1	9999999999	0	3	2002-04-01	1	2	9999999999	9999999999	9999	999	9999999999	Unknown	Unknown	Unknown	9	9	Unknown	999	Unknown	0	Unknown	999	Unknown	9999	88888887	9999	80	1	0	96	9999	97:97	1	0	19128	1	88	88	88	88	88	0	88	88	88	88	88	6	1	29.901
864004487	2	51	42	1997	4	2	1513	2	0	1	YV1LS5826V	0	3	2002-04-01	0	0	VOLV	85R	1997	888	4D	None/not available	Power sun/moon roof	Unknown	Y	N	Dual air bags front and sides/active belts	T	Gas	0	Passenger Vehicle	999	Standard	3336	88888887	9999	80	1	0	96	9999	97:97	1	0	17543	1	88	88	88	88	88	0	88	88	88	88	88	6	1	29.901
864004487	3	82	881	1998	68	68	7258	99	0	99	2FUPCDYB1W	88	3	2002-04-01	0	0	FRHT	CON	1998	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	80	1	0	96	9999	97:97	1	0	45169	1	88	5	88	4	88	9	0	88	0	1	1	6	1	29.901
864004488	1	84	883	1995	68	68	8165	99	19868	99	1HSRKALR7S	88	3	2002-04-01	1	2	INTL	90S	1995	970	TL	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	40	1	0	96	9999	97:97	1	0	19124	1	88	0	88	2	88	2	4	88	2	11	1	6	1	29.901
864004587	1	99	399	9999	9	9	999999	0	999999	0	9999999999	9	0	8888-88-88	9	5	9999999999	9999999999	9999	999	9999999999	Unknown	Unknown	Unknown	9	9	Unknown	999	Unknown	0	Unknown	999	Unknown	9999	88888887	9999	80	1	9	99	9999	99:99	9	9	99999	9	98	98	98	98	98	98	98	98	98	98	98	6	1	29.901
864004587	2	82	881	1988	69	68	5897	99	14107	99	1FUW2RYB0J	88	3	2002-05-01	1	2	FRHT	CON	1988	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	42	Unknown	9999	88888887	9999	80	1	0	0	0	02:21	3	0	19020	1	88	0	88	0	88	0	0	88	1	7	0	6	1	29.901
864004627	1	12	401	1994	14	14	1756	2	0	1	1FMDU34X9R	0	2	2002-07-01	0	0	FORD	EPR	1994	EPR	4W	None/not available	Manual sun/ moon roof	Unknown	8	8	Unknown	888	Gas	1	Truck	44	Not available	9999	88888887	9999	64	1	0	96	9999	97:97	0	0	19082	1	88	88	88	88	88	0	88	88	88	88	88	6	1	29.901
864004627	2	20	441	1989	20	20	1409	2	0	1	1GNDM15Z0K	0	2	2002-07-01	0	0	CHEV	AST	1989	AST	SV	None/not available	Unknown	Unknown	8	8	Active (manual) belts	888	Gas	1	Truck	42	Not available	9999	88888887	9999	64	1	0	96	9999	97:97	0	0	19111	1	88	0	88	0	88	0	3	88	88	88	88	6	1	29.901
864004627	3	37	32	2000	4	3	1370	2	0	1	1HGCG1645Y	0	3	2002-07-01	1	2	HOND	ULX	2000	888	4D	None/not available	Unknown	Unknown	Y	N	Dual air bags front and sides/active belts	F	Gas	0	Passenger Vehicle	999	Not available	3241	88888887	9999	64	1	0	96	9999	97:97	0	0	08081	1	88	88	88	88	88	0	88	88	88	88	88	6	1	29.901
864004627	4	82	881	1995	68	68	7258	99	19505	99	1FUY3MDB8S	88	3	2002-07-01	0	0	FRHT	CON	1995	FD1	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	64	1	0	96	9999	97:97	0	0	21237	1	88	88	88	88	88	0	88	88	98	98	98	6	1	29.901
864004628	1	7	470	1999	21	21	2126	2	0	1	2B5WB35Y3X	0	3	2002-06-01	5	2	DODG	RMW	1999	35W	MP	None/not available	Unknown	Unknown	8	8	Dual front air bags/active belts	888	Gas	2	Truck	42	Not available	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	11003	6	88	0	88	0	88	5	4	88	88	88	88	6	1	29.901
864004628	2	84	881	1999	68	68	999999	0	999999	0	2HSFHAMR0X	88	0	8888-88-88	0	0	INTL	90S	1999	940	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	15801	9	98	98	98	98	98	98	98	98	98	98	98	6	1	29.901
864004628	3	82	881	2000	68	68	7258	99	999999	0	1FUYZCXB2Y	88	3	2002-09-01	0	0	FRHT	CON	2000	FC1	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	72	89	1	0	96	9999	97:97	0	0	19149	1	88	88	88	88	88	0	88	88	0	10	2	6	1	29.901
864004727	1	12	461	2000	21	21	2422	2	0	1	1FBSS31L4Y	0	3	2002-07-01	4	4	FORD	ECO	2000	WSD	BU	Unknown	Unknown	Unknown	8	8	Unknown	888	Gas	2	Truck	42	Unknown	9999	88888887	9999	56	1	0	0	0	14:50	4	1	19038	1	98	98	98	98	98	98	98	98	98	98	98	6	1	19.812
864004727	2	82	881	1999	68	68	7711	99	0	99	1FUYDSEB9X	88	3	2002-07-01	1	1	FRHT	CON	1999	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	56	1	0	96	9999	97:97	0	0	39520	1	88	0	88	3	88	3	0	88	0	6	1	6	1	19.812
864004728	1	35	39	2000	4	3	1451	2	0	1	JN1CA31D0Y	0	3	2002-06-01	4	4	NISS	MGS	2000	888	4D	None/not available	Power sun/moon roof	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	3071	88888887	9999	56	1	9	0	210	10:08	3	9	19013	2	98	98	98	98	98	98	98	98	98	98	98	6	1	19.812
864004728	2	82	881	1995	68	68	7258	99	3175	99	2FUYDDYB5S	88	3	2002-06-01	0	0	FRHT	CON	1995	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	56	1	0	96	9999	97:97	0	0	1	1	88	88	88	88	88	0	88	88	88	88	88	6	1	19.812
864004729	1	12	881	1985	68	68	5897	99	0	99	1FDXR90LXF	88	3	2002-06-01	1	2	9999999999	9999999999	9999	999	9999999999	Unknown	Unknown	Unknown	9	9	Unknown	999	Unknown	0	Unknown	999	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	08016	2	88	0	88	1	88	1	0	88	1	98	98	6	1	29.901
864004730	1	86	881	2000	68	68	7711	99	0	99	1M1AE07YXY	88	3	2002-06-01	1	2	MACK	600	2000	CX6	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	97	9999	99:99	0	0	19036	1	88	5	88	0	88	7	2	88	0	22	3	6	1	29.901
864004808	1	52	37	1990	3	1	1145	2	0	1	4A3CS44T4L	0	3	2002-07-01	2	2	MITS	EGS	1990	888	2H	None/not available	Manual sun/ moon roof	Unknown	Y	N	Passive (automatic) belts	F	Gas	0	Passenger Vehicle	999	Not available	2508	88888887	9999	89	1	0	96	9999	97:97	0	0	19145	6	88	88	88	88	88	0	88	88	88	88	88	6	1	29.901
864004808	2	84	881	2000	68	68	6311	99	35127	99	1HSCBAHR9Y	88	3	2002-07-01	0	0	INTL	910	2000	91I	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	19136	2	88	1	88	1	88	2	4	88	0	3	1	6	1	29.901
864004811	1	12	401	2000	14	14	1545	2	0	1	1FMZU72XXY	0	3	2002-08-01	1	2	FORD	EPR	2000	XLS	4W	None/not available	Unknown	Unknown	8	8	Unknown	888	Gas	1	Truck	44	Not available	9999	88888887	0	64	1	0	96	9999	97:97	0	0	19145	1	88	88	88	88	88	0	88	88	88	88	88	6	1	29.901
864004811	2	12	881	1997	61	60	10433	99	0	99	1FDZS96M1V	88	3	2002-08-01	1	2	FORD	COH	1997	L9T	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	64	1	0	96	9999	97:97	0	0	08215	1	88	0	88	6	88	6	1	88	0	0	1	6	1	29.901
864004811	3	82	881	2000	68	68	7711	99	1980	99	1FUYSDZB2Y	88	3	2002-08-01	1	2	FRHT	CON	2000	FC2	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	82	64	1	0	96	9999	97:97	0	0	04730	1	88	2	88	0	88	2	6	88	0	11	2	6	1	29.901
864004907	1	86	881	1998	68	68	6804	99	20094	99	1M1AA13Y4W	88	3	2002-08-01	2	2	MACK	600	1998	CH6	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	108	80	1	0	96	9999	97:97	0	0	19149	2	0	0	0	0	0	3	2	88	0	10	1	6	1	29.901
864005407	1	87	881	1996	68	68	7257	99	999999	0	1XPFDB9X1T	88	3	2003-02-01	0	0	PTRB	CON	1996	378	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	19001	2	88	1	88	1	88	2	0	88	98	98	98	6	1	29.901
864005408	1	49	38	1995	2	1	885	2	0	1	JT2EL56D4S	0	3	2003-05-01	4	4	TOYT	TTX	1995	888	2D	None/not available	Unknown	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	1975	88888887	9999	89	1	0	96	9999	97:97	0	0	08021	4	98	98	98	98	98	98	98	98	98	98	98	6	1	19.812
864005408	2	12	881	1994	68	68	6804	99	0	99	1FTYS95L6R	88	3	2003-02-01	9	0	FORD	COL	1994	9AS	CC	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	42	Unknown	9999	88888887	9999	89	0	8	98	8888	99:99	6	8	99998	8	97	97	97	97	97	97	97	97	97	97	97	6	1	19.812
870003250	1	12	35	1996	4	3	1256	2	0	1	3FALP6534T	0	3	2001-01-01	2	2	FORD	CGS	1996	888	4D	None/not available	Power sun/moon roof	Unknown	Y	N	Unknown	F	Gas	0	Passenger Vehicle	999	Not available	2773	88888887	9999	97	1	0	96	9999	99:99	1	0	75050	2	98	98	98	98	98	98	98	98	98	98	98	49	7	0
870003250	2	82	881	1996	68	68	999999	0	999999	0	1FUYDCXB0T	88	0	8888-88-88	0	0	FRHT	CON	1996	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	97	1	0	96	9999	97:97	1	0	77083	3	98	98	98	98	98	98	98	98	98	98	98	49	7	0
870003268	1	21	24	2000	2	3	1407	2	0	1	1G3NF12E8Y	0	3	2001-01-01	1	2	OLDS	AGS	2000	888	CP	None/not available	Power sun/moon roof	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Standard	2958	88888887	9999	97	1	0	96	9999	97:97	0	0	75243	1	98	98	98	98	98	98	98	98	98	98	98	49	7	0
870003268	2	37	32	1989	2	2	1134	2	0	1	1HGCA626XK	0	2	2001-01-01	2	5	HOND	UDX	1989	888	CP	None/not available	Unknown	Unknown	Y	N	Passive (automatic) belts	2	Gas	0	Passenger Vehicle	999	Not available	2399	88888887	9999	97	1	0	96	9999	97:97	0	0	75240	9	98	98	98	98	98	98	98	98	98	98	98	49	7	0
870003268	3	84	881	1997	68	68	7484	99	999999	0	2HSFHAMR3V	88	0	8888-88-88	0	0	INTL	90S	1997	940	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	74955	1	98	98	98	98	98	98	98	98	98	98	98	49	7	0
870004528	1	22	9	1994	2	2	1466	2	0	1	2G2FV22P9R	0	2	2002-02-01	4	4	PONT	FFT	1994	888	2H	None/not available	Removable roof	Unknown	N	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	3425	88888887	9999	105	1	0	0	0	99:99	4	0	76180	1	0	88	3	88	3	0	88	88	88	88	88	49	7	23.167
870004528	2	87	881	1995	68	68	7258	99	999999	0	1XP5DR9X6S	88	2	2002-02-01	3	2	PTRB	CON	1995	379	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	105	1	0	96	9999	97:97	0	0	39401	2	0	88	0	88	0	0	88	88	0	14	2	49	7	23.167
870004628	1	49	32	1993	4	1	1045	2	0	1	1NXAE04E0P	0	2	2002-02-01	2	2	TOYT	COA	1993	888	4D	None/not available	Power sun/moon roof	Unknown	Y	N	Driver front air bag/passenger side active belt	F	Gas	0	Passenger Vehicle	999	Not available	2304	88888887	9999	97	1	0	96	9999	97:97	0	0	75240	9	98	98	98	98	98	98	98	98	98	98	98	49	7	50.061
870004628	2	34	34	2001	1	3	1615	2	0	1	WBABS33401	0	2	2002-02-01	0	0	BMW	5CI	2001	888	CV	None/not available	Power sun/moon roof	Unknown	N	N	Dual air bags front and side/active belts w/automa	F	Gas	0	Passenger Vehicle	999	Optional	3560	88888887	9999	97	1	0	96	9999	97:97	0	0	75229	1	0	0	2	0	2	2	0	88	88	88	88	49	7	50.061
870004628	3	51	881	1998	68	68	7893	99	0	99	4VG7DEPG0W	88	3	2002-02-01	2	2	VOLV	VVN	1998	VVN	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	77073	2	1	0	1	0	2	3	0	88	98	98	98	49	7	50.061
870004673	1	41	37	1995	4	2	1244	2	0	1	1YVGE22D4S	0	2	2002-03-01	4	4	MAZD	U6X	1995	888	4D	None/not available	Power sun/moon roof	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	2906	88888887	9999	97	1	9	0	0	99:99	4	9	75238	1	98	98	98	98	98	98	98	98	98	98	98	49	7	23.167
870004673	2	82	881	1998	63	60	19573	99	9348	99	2FUYDZYB8W	88	3	2002-03-01	0	0	FRHT	CON	1998	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	76180	9	0	1	0	0	0	2	0	88	1	2	0	49	7	23.167
870004688	1	82	881	1998	68	68	8029	99	6840	99	1FUYDZYB2W	88	3	2002-03-01	3	3	FRHT	CON	1998	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	74547	1	0	1	0	1	0	2	3	88	1	15	0	49	7	80.73
870004733	1	82	881	1996	68	68	5992	99	999999	0	1FUY3MDB0T	88	2	2002-03-01	2	2	FRHT	CON	1996	FD1	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	96	9999	97:97	0	0	75141	9	98	98	98	98	98	98	98	98	98	98	98	49	7	50.061
870004748	1	82	881	1994	68	68	7258	99	9	99	1FUYDZYB9R	88	3	2002-03-01	2	3	FRHT	CON	1994	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	89	1	0	0	0	00:36	3	0	78251	1	1	1	0	0	1	1	0	88	98	98	98	49	7	80.73
870004788	1	12	461	1997	21	21	2167	3	227	1	1FTEE1466V	0	2	2002-03-01	2	2	FORD	VAN	1997	15V	CG	None/not available	Unknown	Unknown	8	8	Unknown	888	Gas	2	Truck	42	Not available	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	75217	1	0	0	0	1	0	1	0	88	88	88	88	49	7	50.061
870004788	2	82	881	2000	68	68	7884	99	4864	99	1FUPCSEB9Y	88	3	2002-03-01	1	1	FRHT	CON	2000	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	92129	1	0	88	0	88	0	0	88	88	1	4	0	49	7	50.061
870004828	1	35	471	1998	30	30	1366	4	9	1	1N6DD21S5W	0	2	2002-04-01	1	2	NISS	FRT	1998	F/X	PK	None/not available	None/not available	Unknown	8	8	Dual air bag front/active belts w/passenger side d	888	Gas	1	Truck	42	Unknown	9999	88888887	9999	105	1	0	96	9999	97:97	0	0	75137	2	0	0	2	0	2	0	1	88	88	88	88	49	7	50.061
870004828	2	82	881	1996	68	68	7258	99	999999	0	1FUYDSEB5T	88	3	2002-04-01	0	0	FRHT	CON	1996	FLD	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	105	1	0	96	9999	97:97	0	0	29560	2	0	4	0	1	0	5	1	88	98	98	98	49	7	50.061
870004828	3	51	881	2000	67	67	8845	99	0	99	4V4ND4GH1Y	88	3	2002-04-01	1	0	VOLV	VVN	2000	VVN	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	105	1	0	96	9999	97:97	0	0	76622	1	0	1	0	0	0	1	0	88	1	98	98	49	7	50.061
870004891	1	23	461	1994	21	21	999999	0	999999	0	1GDGG31Z4R	0	2	2002-04-01	4	4	GMC	CTV	1994	CUT	YY	None/not available	Unknown	Unknown	8	8	Active (manual) belts	888	Gas	2	Truck	42	Not available	9999	88888887	9999	80	1	9	0	0	99:99	4	9	76115	3	98	98	98	98	98	98	98	98	98	98	98	49	7	23.167
870004891	2	85	881	1994	68	68	8165	99	20085	99	1XKDDR9X9R	88	3	2002-04-01	0	0	KW	CON	1994	T80	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	80	1	9	97	9999	97:97	0	9	79110	1	0	1	0	0	0	1	0	88	98	98	98	49	7	23.167
870004968	1	38	405	2002	14	14	1823	3	0	1	4S2CE58X12	0	3	2002-05-01	2	3	ISU	AXM	2002	AXS	4W	None/not available	Power sun/moon roof	Unknown	8	8	Dual front air bags/active belts	888	Gas	1	Truck	42	Unknown	9999	88888887	9999	56	1	0	96	9999	97:97	0	0	75206	1	0	0	1	0	1	0	1	88	88	88	88	49	7	80.73
870004968	2	85	881	2000	68	68	7915	99	999999	0	1XKTDR9X6Y	88	3	2002-05-01	1	0	KW	CON	2000	T20	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	56	1	0	96	9999	97:97	0	0	66077	1	0	0	0	1	0	1	0	88	1	7	0	49	7	80.73
870005168	1	82	881	2000	68	68	5860	99	0	99	1FUW8HCA3Y	88	3	2002-07-01	0	2	FRHT	MCV	2000	F16	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	7	Truck	42	Unknown	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	75007	1	0	88	0	88	0	0	88	88	98	98	98	49	7	50.061
870005168	2	86	881	1991	68	68	6940	99	3969	99	1M2AA12Y3M	88	3	2002-07-01	2	2	MACK	600	1991	CH6	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	75070	1	1	88	0	88	1	0	88	88	98	98	98	49	7	50.061
870005188	1	12	471	1994	30	30	1497	3	0	1	1FTCR14X9R	0	3	2002-07-01	2	2	FORD	RNG	1994	RNS	PS	None/not available	Unknown	Unknown	8	8	Unknown	888	Gas	1	Truck	42	Not available	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	75208	3	0	0	0	0	0	0	1	88	88	88	88	49	7	50.061
870005188	2	87	881	2000	67	67	6096	99	0	99	1XPGA08X6Y	88	3	2002-07-01	0	0	PTRB	CON	2000	385	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	42	Unknown	9999	88888887	0	97	1	0	0	0	99:99	1	1	75241	2	1	88	0	88	1	2	88	88	98	98	98	49	7	50.061
870005232	1	23	881	1984	63	60	12678	99	1610	99	1GDM7D1G5E	88	3	2002-08-01	2	2	GMC	C6V	1984	C7D	CC	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	7	Truck	42	Unknown	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	75215	2	0	0	0	0	0	0	2	88	1	5	0	49	7	50.061
870005248	1	38	881	1995	61	60	3810	99	999999	0	JALB4B1K5S	88	2	2002-08-01	4	4	ISU	NPR	1995	NPR	TB	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	3	Truck	42	Unknown	9999	88888887	9999	72	1	0	0	0	99:99	4	0	75235	4	98	98	98	98	98	98	98	98	98	98	98	49	7	23.167
870005248	2	84	881	1999	62	60	5960	99	0	99	1HTSCAAM0X	88	2	2002-08-01	2	2	INTL	40S	1999	470	CC	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	6	Truck	42	Unknown	9999	88888887	9999	72	1	0	96	9999	97:97	0	0	75180	9	98	98	98	98	98	98	98	98	98	98	98	49	7	23.167
870005249	1	37	31	2002	4	2	1142	2	999999	0	2HGES15572	0	2	2002-08-01	1	2	HOND	UCL	2002	888	4D	None/not available	Unknown	Unknown	Y	N	Dual front air bags/active belts	F	Gas	0	Passenger Vehicle	999	Not available	2465	88888887	9999	97	1	0	96	9999	97:97	0	0	75115	2	0	0	0	2	0	2	0	88	88	88	88	49	7	50.061
870005249	2	86	881	1994	67	67	7448	99	0	99	1M1AA13YXR	88	3	2002-08-01	3	2	MACK	600	1994	CH6	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	75150	1	0	88	0	88	0	1	88	88	98	98	98	49	7	50.061
870005388	1	37	32	1990	4	3	1240	2	0	1	JHMCB7652L	0	2	2002-09-01	4	4	HOND	ALE	1990	888	4D	None/not available	Unknown	Unknown	Y	N	Passive (automatic) belts	F	Gas	0	Passenger Vehicle	999	Not available	2857	88888887	9999	97	1	9	0	0	17:50	4	1	75180	1	0	88	0	88	0	0	88	88	88	88	88	49	7	23.167
870005388	2	87	881	2000	68	68	7160	99	13343	99	1XP5DB9X4Y	88	3	2002-09-01	0	0	PTRB	CON	2000	379	DS	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	97	1	0	0	0	02:00	1	0	76471	1	1	1	0	0	1	1	0	88	0	12	1	49	7	23.167
870005508	1	49	472	2001	30	30	1622	3	45	1	5TEGN92N71	0	3	2002-10-01	2	2	TOYT	TAC	2001	DCP	CW	None/not available	Unknown	Unknown	8	8	Dual front air bags/active belts	888	Gas	1	Truck	42	Optional	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	75126	1	0	0	0	0	0	1	0	88	88	88	88	49	7	50.061
870005508	2	84	881	1999	68	68	8392	99	19239	99	2HSFMAER1X	88	3	2002-10-01	0	1	INTL	920	1999	920	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	70570	2	0	0	0	1	0	1	1	88	98	98	98	49	7	50.061
870005508	3	51	881	2001	68	68	8074	99	7507	99	4V4NC9RJ61	88	3	2002-10-01	0	0	VOLV	VVN	2001	VVN	TM	Unknown	Unknown	Unknown	8	8	Unknown	888	Diesel	8	Truck	64	Unknown	9999	88888887	9999	97	1	0	96	9999	97:97	0	0	42101	1	88	2	88	0	88	2	0	88	1	5	0	49	7	50.061
