CaseID	Stratum	EventSequence	VehicleNumber	ClassVehicle	DamageArea	EVEObjectContact	ClassVehicle2	DamageArea2	PSU	PSUStrata	RATWeight
813006030	S	1	1	68	F	2	68	F	48	9	688.372
813006030	S	2	1	68	N	34	0	N	48	9	688.372
813006030	S	3	2	68	F	51	0	0	48	9	688.372
813006030	S	4	2	68	N	38	0	N	48	9	688.372
813006119	S	1	1	68	L	31	0	N	48	9	426.863
813006120	S	1	2	68	L	31	0	N	48	9	426.863
813006120	S	2	2	68	L	56	0	0	48	9	426.863
813006120	S	3	1	15	F	79	0	0	48	9	426.863
813006166	S	1	1	1	B	3	60	F	48	9	197.543
813006166	S	2	3	60	F	56	0	0	48	9	197.543
813006166	S	3	3	60	F	56	0	0	48	9	197.543
813006166	S	4	1	1	F	4	60	F	48	9	197.543
813006166	S	5	4	60	F	64	0	0	48	9	197.543
813006166	S	6	4	60	R	5	68	F	48	9	197.543
813006166	S	7	4	60	L	31	0	N	48	9	197.543
813006166	S	8	4	60	N	33	0	N	48	9	197.543
813006166	S	9	5	68	L	31	0	N	48	9	197.543
813006166	S	10	5	68	R	4	60	T	48	9	197.543
813006166	S	11	6	68	F	64	0	0	48	9	197.543
813006166	S	12	2	20	B	6	68	F	48	9	197.543
813006166	S	13	6	68	F	56	0	0	48	9	197.543
813006166	S	14	6	68	F	7	68	L	48	9	197.543
813006166	S	15	6	68	F	56	0	0	48	9	197.543
813006250	S	1	1	3	B	4	60	F	48	9	426.863
813006250	S	2	1	3	F	5	60	L	48	9	426.863
813006250	S	3	4	60	R	5	60	L	48	9	426.863
813006250	S	4	1	3	R	4	60	F	48	9	426.863
813006250	S	5	1	3	L	2	20	B	48	9	426.863
813006250	S	6	1	3	L	3	5	B	48	9	426.863
813006250	S	7	3	5	R	6	60	B	48	9	426.863
813006250	S	8	1	3	F	3	5	L	48	9	426.863
813006272	S	1	1	60	F	2	60	R	48	9	426.863
813006272	S	2	1	60	R	31	0	N	48	9	426.863
813006312	K	1	1	14	F	2	2	F	48	9	197.543
813006312	K	2	2	2	R	4	68	B	48	9	197.543
813006312	K	3	2	2	F	3	80	F	48	9	197.543
813006312	K	4	3	80	L	31	0	N	48	9	197.543
813006312	K	5	1	14	L	31	0	N	48	9	197.543
813006314	S	1	1	3	R	2	68	L	48	9	426.863
813006314	S	2	1	3	R	2	68	L	48	9	426.863
813006332	S	1	1	4	F	2	68	L	48	9	426.863
813006332	S	2	1	4	F	68	0	0	48	9	426.863
814000041	S	1	1	68	F	72	0	0	49	7	0
814000061	S	1	1	4	F	2	68	R	49	7	0
814000061	S	2	1	4	L	2	68	U	49	7	0
814000081	S	1	1	14	L	54	0	0	49	7	0
814000081	S	2	1	14	R	2	68	L	49	7	0
814000081	S	3	1	14	F	54	0	0	49	7	0
814000101	S	1	1	31	F	2	68	B	49	7	0
814000161	S	1	1	14	F	2	68	F	49	7	50.061
814000181	S	1	1	68	F	72	0	0	49	7	23.167
814000201	S	1	2	68	F	1	58	B	49	7	50.061
814000221	S	1	1	68	F	56	0	0	49	7	23.167
814000221	S	2	1	68	N	35	0	N	49	7	23.167
814000241	S	1	1	31	T	79	0	0	49	7	80.73
814000241	S	2	3	60	N	38	0	N	49	7	80.73
814000241	S	3	1	31	B	3	60	T	49	7	80.73
814000241	S	4	1	31	F	2	3	B	49	7	80.73
814000261	S	1	5	68	R	4	60	L	49	7	50.061
814000261	S	2	5	68	R	1	31	L	49	7	50.061
814000261	S	3	4	60	F	1	31	B	49	7	50.061
814000261	S	4	5	68	F	2	3	L	49	7	50.061
814000261	S	5	5	68	F	1	31	F	49	7	50.061
814000261	S	6	5	68	L	3	15	B	49	7	50.061
814000281	S	1	2	68	V	1	2	R	49	7	0
814000281	S	2	1	2	L	31	0	N	49	7	0
814000301	S	1	1	30	F	56	0	0	49	7	23.167
814000301	S	2	1	30	F	2	68	R	49	7	23.167
814000301	S	3	1	30	F	3	68	B	49	7	23.167
814000301	S	4	1	30	R	56	0	0	49	7	23.167
814000321	K	1	1	3	F	63	0	0	49	7	80.73
814000321	K	2	1	3	F	2	68	L	49	7	80.73
814000341	S	1	1	30	B	2	68	F	49	7	50.061
814000341	S	2	2	68	F	56	0	0	49	7	50.061
814000341	S	3	2	68	L	31	0	N	49	7	50.061
814000341	S	4	2	68	T	64	0	0	49	7	50.061
814000361	S	1	1	68	F	45	0	0	49	7	23.167
814000361	S	2	1	68	R	56	0	0	49	7	23.167
814000361	S	3	1	68	R	31	0	N	49	7	23.167
814000381	S	1	1	3	F	2	68	B	49	7	23.167
814000401	J	1	1	2	F	2	67	D	49	7	80.73
814000401	J	2	1	2	F	54	0	0	49	7	80.73
814000401	J	3	1	2	N	33	0	N	49	7	80.73
814003448	S	1	1	68	F	44	0	0	49	7	0
814003448	S	2	1	68	N	34	0	N	49	7	0
814003448	S	3	1	68	R	44	0	0	49	7	0
814003494	S	1	3	68	F	1	20	B	49	7	50.061
814003494	S	2	1	20	F	2	3	B	49	7	50.061
814003548	S	1	1	68	U	56	0	0	49	7	50.061
814003548	S	2	1	68	F	54	0	0	49	7	50.061
814003574	S	1	1	14	B	4	68	F	49	7	50.061
814003574	S	2	2	31	R	4	68	L	49	7	50.061
814003574	S	3	3	5	B	4	68	F	49	7	50.061
814003588	S	1	1	4	R	2	68	F	49	7	50.061
814003588	S	2	1	4	L	2	68	F	49	7	50.061
814003588	S	3	1	4	F	54	0	0	49	7	50.061
814003588	S	4	1	4	L	2	68	L	49	7	50.061
814003588	S	5	1	4	R	54	0	0	49	7	50.061
814003608	S	1	3	68	F	2	68	B	49	7	50.061
814003608	S	2	2	68	F	1	31	B	49	7	50.061
814003648	S	1	2	68	B	1	58	F	49	7	50.061
814003708	S	1	1	31	F	2	68	L	49	7	50.061
814003708	S	2	1	31	R	2	68	L	49	7	50.061
814003908	S	1	1	3	F	2	68	R	49	7	50.061
814004493	S	1	2	68	R	1	2	F	49	7	50.061
814004493	S	2	2	68	R	1	2	L	49	7	50.061
814004494	S	1	2	60	B	1	2	F	49	7	50.061
814005052	S	1	1	4	F	2	68	B	49	7	80.73
815003535	S	1	2	68	F	1	20	B	72	4	0
815003535	S	2	1	20	F	54	0	0	72	4	0
815003673	S	1	1	14	B	2	68	F	72	4	0
815003673	S	2	1	14	F	58	0	0	72	4	0
815003673	S	3	1	14	T	31	0	N	72	4	0
815003753	S	1	2	68	F	1	20	B	72	4	0
815003754	S	1	1	3	L	2	68	R	72	4	0
815003754	S	2	1	3	L	2	68	R	72	4	0
815003754	S	3	1	3	L	2	68	R	72	4	0
815003755	S	1	1	68	F	2	68	D	72	4	0
815003756	S	1	4	68	F	1	3	B	72	4	0
815003756	S	2	1	3	F	2	4	B	72	4	0
815003756	S	3	2	4	F	3	31	B	72	4	0
815003795	S	1	2	68	F	3	68	B	72	4	0
815003795	S	2	3	68	F	4	68	B	72	4	0
815003795	S	3	4	68	F	1	31	B	72	4	0
815003795	S	4	1	31	F	5	68	B	72	4	0
815003857	S	1	5	68	F	3	2	B	72	4	58.657
815003857	S	2	3	2	F	58	0	0	72	4	58.657
815003857	S	3	3	2	L	31	0	N	72	4	58.657
815003857	S	4	5	68	F	1	4	B	72	4	58.657
815003857	S	5	3	2	T	5	68	R	72	4	58.657
815003857	S	6	1	4	F	2	3	B	72	4	58.657
815003857	S	7	2	3	F	4	79	B	72	4	58.657
815004072	S	1	2	60	F	1	45	B	72	4	58.657
815004072	S	2	1	45	F	3	68	B	72	4	58.657
815004092	S	1	1	3	F	2	68	B	72	4	0
815004092	S	2	2	68	N	38	0	N	72	4	0
815004092	S	3	1	3	R	78	0	0	72	4	0
815004092	S	4	1	3	L	58	0	0	72	4	0
815004096	S	1	2	60	F	1	1	R	72	4	58.657
815004096	S	2	2	60	F	3	68	B	72	4	58.657
815004097	S	1	1	21	F	2	68	B	72	4	32.201
815004112	S	1	1	60	L	31	0	N	72	4	58.657
815004212	S	1	5	68	D	98	0	0	72	4	58.657
815004212	S	2	1	14	F	79	0	0	72	4	58.657
815004212	S	3	3	2	F	79	0	0	72	4	58.657
815004212	S	4	3	2	F	1	14	B	72	4	58.657
815004212	S	5	1	14	L	54	0	0	72	4	58.657
815004212	S	6	2	3	F	79	0	0	72	4	58.657
815004212	S	7	4	2	F	79	0	0	72	4	58.657
815004232	S	1	2	68	L	31	0	N	72	4	58.657
815004232	S	2	2	68	T	56	0	0	72	4	58.657
815004232	S	3	1	1	F	2	68	T	72	4	58.657
815004252	S	1	1	68	L	31	0	N	72	4	58.657
815004252	S	2	1	68	T	2	68	R	72	4	58.657
815004312	S	1	1	68	L	31	0	N	72	4	58.657
815004312	S	2	1	68	T	54	0	0	72	4	58.657
815004312	S	3	1	68	T	51	0	0	72	4	58.657
815005812	S	1	1	5	R	2	68	F	72	4	58.657
815005813	S	1	1	68	F	2	68	B	72	4	58.657
815005814	S	1	2	68	F	50	0	0	72	4	58.657
815005814	S	2	2	68	L	63	0	0	72	4	58.657
815005814	S	3	2	68	L	31	0	N	72	4	58.657
815005814	S	4	1	2	F	2	68	U	72	4	58.657
815005814	S	5	1	2	R	79	0	0	72	4	58.657
815005912	S	1	1	68	F	2	68	B	72	4	58.657
815005912	S	2	1	68	F	3	68	L	72	4	58.657
815005992	S	1	2	60	F	3	60	B	72	4	58.657
815005992	S	2	3	60	F	1	5	B	72	4	58.657
815006052	S	1	1	2	L	2	68	L	72	4	9.937
815006052	S	2	1	2	F	3	68	F	72	4	9.937
815006255	S	1	1	20	F	2	68	L	72	4	32.201
815006256	S	1	1	4	F	2	68	F	72	4	9.937
815006256	S	2	1	4	F	54	0	0	72	4	9.937
815006256	S	3	2	68	L	53	0	0	72	4	9.937
815006256	S	4	2	68	L	31	0	N	72	4	9.937
815006294	S	1	1	2	B	2	60	F	72	4	58.657
815006352	S	1	3	68	R	1	1	L	72	4	58.657
815006352	S	2	1	1	B	54	0	0	72	4	58.657
815006352	S	3	1	1	R	2	3	L	72	4	58.657
816000021	S	1	3	68	F	2	28	B	73	5	60.371
816000021	S	2	3	68	F	5	68	B	73	5	60.371
816000021	S	3	3	68	F	6	68	R	73	5	60.371
816000021	S	4	2	28	L	54	0	0	73	5	60.371
816000021	S	5	2	28	R	4	68	L	73	5	60.371
816000021	S	6	1	2	N	38	0	N	73	5	60.371
816003502	S	1	1	4	F	54	0	0	73	5	0
816003502	S	2	1	4	F	2	68	L	73	5	0
816003625	S	1	1	3	F	2	68	F	73	5	0
816003625	S	2	2	68	U	44	0	0	73	5	0
816003625	S	3	2	68	F	57	0	0	73	5	0
816003626	S	1	1	20	F	2	68	L	73	5	0
816003661	S	1	1	21	F	2	68	B	73	5	0
816003745	S	1	1	68	F	2	68	B	73	5	195.635
816003745	S	2	1	68	F	54	0	0	73	5	195.635
816003745	S	3	1	68	N	34	0	N	73	5	195.635
816003745	S	4	1	68	V	98	0	0	73	5	195.635
816003785	S	1	1	45	F	2	60	B	73	5	195.635
816003785	S	2	1	45	F	51	0	0	73	5	195.635
816003785	S	3	1	45	R	31	0	N	73	5	195.635
816003785	S	4	1	45	F	41	0	0	73	5	195.635
816003801	S	1	1	68	F	72	0	0	73	5	195.635
816003841	S	1	4	68	F	1	14	B	73	5	60.371
816003841	S	2	4	68	F	2	14	B	73	5	60.371
816003841	S	3	2	14	F	3	4	B	73	5	60.371
816003841	S	4	1	14	F	50	0	0	73	5	60.371
816003941	S	1	2	68	F	1	3	B	73	5	356.366
816003941	S	2	2	68	R	3	68	B	73	5	356.366
816003981	S	1	1	78	R	73	0	0	73	5	356.366
816003982	S	1	2	14	F	1	3	B	73	5	356.366
816003982	S	2	1	3	F	3	60	B	73	5	356.366
816004021	S	1	1	60	F	2	68	B	73	5	60.371
816004041	S	1	1	68	L	31	0	N	73	5	356.366
816004201	S	1	1	68	L	31	0	N	73	5	356.366
816004261	S	1	1	68	L	31	0	N	73	5	356.366
816004261	S	2	1	68	L	63	0	0	73	5	356.366
816004281	S	1	1	20	F	2	60	R	73	5	195.635
816004281	S	2	1	20	F	51	0	0	73	5	195.635
816004381	S	1	1	3	R	2	68	F	73	5	356.366
816004381	S	2	2	68	L	1	3	R	73	5	356.366
816004381	S	3	2	68	R	31	0	N	73	5	356.366
816004381	S	4	2	68	T	57	0	0	73	5	356.366
816004381	S	5	2	68	9	50	0	0	73	5	356.366
816004381	S	6	2	68	9	50	0	0	73	5	356.366
816004381	S	7	2	68	F	51	0	0	73	5	356.366
816004425	S	1	1	68	F	54	0	0	73	5	356.366
816004425	S	2	1	68	L	31	0	N	73	5	356.366
816004441	S	1	1	68	F	2	68	B	73	5	195.635
816004441	S	2	2	68	F	3	68	B	73	5	195.635
816004441	S	3	1	68	V	79	0	0	73	5	195.635
816004441	S	4	1	68	C	79	0	0	73	5	195.635
816004441	S	5	2	68	N	35	0	N	73	5	195.635
816004442	S	1	1	31	F	3	78	L	73	5	60.371
816004442	S	2	1	31	F	2	60	F	73	5	60.371
816004561	S	1	1	68	R	77	0	0	73	5	356.366
816004561	S	2	1	68	L	51	0	0	73	5	356.366
816004561	S	3	1	68	R	77	0	0	73	5	356.366
816004561	S	4	1	68	N	33	0	N	73	5	356.366
816004701	B	1	1	5	F	2	60	F	73	5	60.371
816004701	B	2	1	5	R	2	60	L	73	5	60.371
816004741	B	1	1	3	F	4	68	F	73	5	60.371
816004741	B	2	4	68	N	34	0	N	73	5	60.371
816004741	B	3	2	21	F	4	68	R	73	5	60.371
816004741	B	4	3	2	F	4	68	R	73	5	60.371
816004806	A	1	1	14	L	2	60	F	73	5	60.371
816004806	A	2	1	14	L	31	0	N	73	5	60.371
816004806	A	3	2	60	R	31	0	N	73	5	60.371
816004821	S	1	1	2	F	54	0	0	73	5	60.371
816004821	S	2	1	2	L	54	0	0	73	5	60.371
816004821	S	3	1	2	R	2	60	L	73	5	60.371
816004821	S	4	2	60	R	31	0	N	73	5	60.371
816004861	S	1	1	31	F	2	68	L	73	5	60.371
816004901	C	1	2	68	F	1	2	B	73	5	195.635
816004901	C	2	1	2	F	2	68	L	73	5	195.635
816004901	C	3	1	2	B	3	68	B	73	5	195.635
816004902	S	1	1	68	F	5	68	B	73	5	60.371
816004902	S	2	5	68	F	4	68	B	73	5	60.371
816004902	S	3	4	68	F	3	68	B	73	5	60.371
816004902	S	4	3	68	F	2	68	B	73	5	60.371
816004941	B	1	1	31	F	2	60	B	73	5	60.371
816004941	B	2	2	60	F	3	68	B	73	5	60.371
816005021	S	1	1	14	F	2	60	B	73	5	0
816005022	S	1	1	4	R	2	60	F	73	5	356.366
816005042	S	1	1	68	L	68	0	0	73	5	356.366
816005042	S	2	1	68	L	31	0	N	73	5	356.366
816005101	S	1	1	68	F	2	60	B	73	5	356.366
816005101	S	2	2	60	F	56	0	0	73	5	356.366
816005101	S	3	1	68	F	3	60	B	73	5	356.366
816005101	S	4	3	60	F	4	68	B	73	5	356.366
816005101	S	5	4	68	F	5	68	B	73	5	356.366
816005101	S	6	2	60	F	44	0	0	73	5	356.366
816005101	S	7	1	68	N	35	0	N	73	5	356.366
816005121	S	1	1	68	F	2	60	B	73	5	356.366
816005121	S	2	2	60	F	3	68	B	73	5	356.366
816005121	S	3	3	68	F	4	78	B	73	5	356.366
816005261	K	1	1	31	F	2	60	F	73	5	195.635
816005261	K	2	1	31	N	33	0	N	73	5	195.635
816005261	K	3	1	31	L	2	60	R	73	5	195.635
816005262	A	1	1	30	R	2	68	F	73	5	60.371
816005321	S	1	3	68	F	1	3	B	73	5	195.635
816005321	S	2	1	3	F	2	20	B	73	5	195.635
816005321	S	3	2	20	F	54	0	0	73	5	195.635
816005341	S	1	1	68	L	2	68	F	73	5	356.366
816005341	S	2	2	68	F	51	0	0	73	5	356.366
816005341	S	3	2	68	F	51	0	0	73	5	356.366
816005341	S	4	2	68	U	51	0	0	73	5	356.366
816005445	B	1	1	30	L	2	68	R	73	5	60.371
816005521	S	1	1	2	L	2	68	F	73	5	60.371
816005521	S	2	1	2	R	31	0	N	73	5	60.371
816005521	S	3	2	68	R	31	0	N	73	5	60.371
816005585	B	1	1	30	F	2	4	B	73	5	60.371
816005585	B	2	2	4	R	3	68	F	73	5	60.371
816005585	B	3	2	4	R	3	68	L	73	5	60.371
816005606	S	1	2	68	F	3	68	B	73	5	60.371
816005606	S	2	2	68	N	35	0	N	73	5	60.371
816005606	S	3	1	14	B	88	0	0	73	5	60.371
816005681	S	1	1	68	F	2	68	B	73	5	356.366
816006081	B	1	1	21	F	56	0	0	73	5	60.371
816006081	B	2	1	21	F	2	14	L	73	5	60.371
816006081	B	3	3	68	F	1	21	R	73	5	60.371
816006081	B	4	1	21	R	3	68	L	73	5	60.371
816006081	B	5	3	68	F	2	14	L	73	5	60.371
816006105	S	1	1	4	F	2	68	B	73	5	195.635
816006121	K	1	1	30	F	54	0	0	73	5	195.635
816006121	K	2	1	30	L	2	68	F	73	5	195.635
816006121	K	3	2	68	N	34	0	N	73	5	195.635
816006121	K	4	2	68	V	45	0	0	73	5	195.635
816006121	K	5	2	68	L	58	0	0	73	5	195.635
816006121	K	6	2	68	N	35	0	N	73	5	195.635
816006121	K	7	2	68	T	88	0	0	73	5	195.635
816006201	S	1	1	68	L	31	0	N	73	5	356.366
816006281	S	1	2	68	F	3	68	B	73	5	195.635
816006281	S	2	3	68	F	1	14	B	73	5	195.635
816006281	S	3	1	14	F	4	68	B	73	5	195.635
816006281	S	4	3	68	F	4	68	B	73	5	195.635
816006281	S	5	1	14	T	31	0	N	73	5	195.635
816006281	S	6	2	68	N	38	0	N	73	5	195.635
817003568	S	1	2	78	F	1	5	F	74	4	0
817003629	B	1	1	3	L	3	68	R	74	4	0
817003629	B	2	1	3	F	54	0	0	74	4	0
817003629	B	3	1	3	L	2	68	F	74	4	0
817003629	B	4	1	3	R	54	0	0	74	4	0
817003629	B	5	1	3	R	45	0	0	74	4	0
817003708	S	1	1	3	L	2	68	F	74	4	0
817003708	S	2	1	3	B	68	0	0	74	4	0
817003708	S	3	1	3	F	54	0	0	74	4	0
817003733	S	1	1	60	T	31	0	N	74	4	0
817003748	S	1	1	68	L	31	0	N	74	4	0
817003812	S	1	1	1	F	2	68	R	74	4	0
817003812	S	2	2	68	L	68	0	0	74	4	0
817003812	S	3	2	68	L	70	0	0	74	4	0
817003812	S	4	2	68	L	42	0	0	74	4	0
817003812	S	5	2	68	V	70	0	0	74	4	0
817003812	S	6	2	68	F	58	0	0	74	4	0
817003848	S	1	2	14	R	3	60	F	74	4	18.891
817003848	S	2	2	14	R	1	30	L	74	4	18.891
817003873	S	1	1	3	F	2	68	R	74	4	34.412
817003873	S	2	1	3	L	2	68	R	74	4	34.412
817003873	S	3	2	68	L	54	0	0	74	4	34.412
817003912	S	1	1	1	F	2	60	R	74	4	18.891
817003933	S	1	1	68	R	31	0	N	74	4	34.412
817003988	S	1	1	60	F	56	0	0	74	4	34.412
817003988	S	2	1	60	L	31	0	N	74	4	34.412
817004028	S	1	1	3	F	2	60	R	74	4	34.412
817004108	S	1	2	60	R	1	31	L	74	4	34.412
817004268	S	1	2	2	B	3	60	F	74	4	34.412
817004268	S	2	3	60	F	1	16	B	74	4	34.412
817004268	S	3	1	16	F	4	60	B	74	4	34.412
817004368	S	1	1	80	L	2	60	F	74	4	5.83
817004368	S	2	2	60	R	31	0	N	74	4	5.83
817004368	S	3	1	80	R	61	0	0	74	4	5.83
817004428	S	1	4	68	F	3	31	B	74	4	34.412
817004428	S	2	2	30	B	3	31	F	74	4	34.412
817004428	S	3	1	30	B	2	30	F	74	4	34.412
817004428	S	4	2	30	F	64	0	0	74	4	34.412
817004429	S	1	1	60	F	54	0	0	74	4	5.83
817004429	S	2	1	60	L	53	0	0	74	4	5.83
817004429	S	3	1	60	L	53	0	0	74	4	5.83
817004429	S	4	1	60	L	31	0	N	74	4	5.83
817004468	S	1	1	31	B	2	60	F	74	4	34.412
817004510	S	1	1	68	R	31	0	N	74	4	34.412
817004528	S	1	1	20	B	2	60	F	74	4	34.412
817004529	S	1	1	60	F	63	0	0	74	4	34.412
817004529	S	2	1	60	L	31	0	N	74	4	34.412
817004548	S	1	1	1	F	2	60	L	74	4	18.891
817004568	S	1	4	68	F	1	14	B	74	4	34.412
817004568	S	2	1	14	F	2	1	B	74	4	34.412
817004568	S	3	2	1	F	3	30	B	74	4	34.412
817004569	S	1	1	20	B	2	60	F	74	4	5.83
817004569	S	2	2	60	F	79	0	0	74	4	5.83
817004588	S	1	2	68	L	1	5	F	74	4	18.891
817004589	S	1	1	4	L	2	60	F	74	4	34.412
817004589	S	2	1	4	R	51	0	0	74	4	34.412
817004589	S	3	1	4	L	2	60	F	74	4	34.412
817004608	S	1	1	20	F	2	68	L	74	4	5.83
817004609	B	1	1	31	R	3	68	F	74	4	5.83
817004609	B	2	1	31	F	2	3	L	74	4	5.83
817004792	S	1	1	30	F	2	60	B	74	4	18.891
817004988	C	1	1	2	L	2	68	R	74	4	34.412
817004988	C	2	1	2	F	54	0	0	74	4	34.412
817004988	C	3	1	2	L	54	0	0	74	4	34.412
817004988	C	4	1	2	F	56	0	0	74	4	34.412
817005008	S	1	1	31	R	2	68	F	74	4	34.412
817005068	S	1	1	3	F	2	60	B	74	4	0
817005288	K	1	1	14	L	2	60	F	74	4	18.891
817005288	K	2	1	14	R	31	0	N	74	4	18.891
817005308	S	1	1	60	R	73	0	0	74	4	5.83
817005348	S	1	1	1	B	2	60	F	74	4	34.412
817005348	S	2	3	60	F	1	1	B	74	4	34.412
817005348	S	3	1	1	B	3	60	R	74	4	34.412
817005348	S	4	2	60	T	56	0	0	74	4	34.412
817005348	S	5	2	60	R	31	0	N	74	4	34.412
817005349	S	1	1	14	F	2	60	F	74	4	18.891
817005433	S	1	1	3	F	2	60	R	74	4	34.412
817005433	S	2	1	3	F	63	0	0	74	4	34.412
817005433	S	3	1	3	F	57	0	0	74	4	34.412
817005448	S	1	1	31	F	2	60	F	74	4	34.412
817005508	S	1	1	60	L	31	0	N	74	4	34.412
817005608	S	1	1	14	B	2	60	F	74	4	34.412
817005608	S	2	2	60	F	41	0	0	74	4	34.412
817005608	S	3	2	60	R	41	0	0	74	4	34.412
817005608	S	4	2	60	F	45	0	0	74	4	34.412
817005608	S	5	2	60	F	42	0	0	74	4	34.412
817005608	S	6	2	60	F	42	0	0	74	4	34.412
817005609	B	1	1	3	L	2	68	R	74	4	5.83
817005609	B	2	1	3	N	33	0	N	74	4	5.83
817005648	S	1	1	31	B	2	68	F	74	4	34.412
817005688	S	1	1	1	F	2	68	B	74	4	34.412
817005748	S	1	1	68	R	56	0	0	74	4	5.83
817005748	S	2	1	68	N	34	0	N	74	4	5.83
817005868	S	1	1	2	F	2	60	L	74	4	34.412
817005868	S	2	1	2	F	3	60	L	74	4	34.412
817005868	S	3	1	2	B	2	60	F	74	4	34.412
817005908	S	1	1	68	R	31	0	N	74	4	18.891
817005908	S	2	1	68	T	56	0	0	74	4	18.891
817005909	S	1	1	3	R	2	60	L	74	4	34.412
817005948	S	1	1	1	L	2	60	F	74	4	18.891
817005948	S	2	1	1	B	62	0	0	74	4	18.891
817005948	S	3	2	60	F	70	0	0	74	4	18.891
817005948	S	4	2	60	F	45	0	0	74	4	18.891
817005948	S	5	2	60	F	59	0	0	74	4	18.891
817006028	S	1	1	2	B	2	68	L	74	4	34.412
817006088	S	1	1	15	F	2	68	F	74	4	34.412
817006168	S	1	1	4	R	2	2	L	74	4	18.891
817006168	S	2	2	2	F	56	0	0	74	4	18.891
817006168	S	3	2	2	F	3	68	R	74	4	18.891
817006188	S	1	1	3	R	2	60	F	74	4	34.412
817006248	S	1	1	3	R	2	68	F	74	4	34.412
817006354	K	1	1	1	F	3	68	F	74	4	18.891
817006354	K	2	2	2	F	3	68	F	74	4	18.891
817006354	K	3	1	1	L	68	0	0	74	4	18.891
817006508	S	1	2	60	F	1	90	B	74	4	18.891
817006508	S	2	2	60	R	1	90	L	74	4	18.891
817006509	S	1	1	68	L	54	0	0	74	4	34.412
817006509	S	2	1	68	F	70	0	0	74	4	34.412
817006509	S	3	1	68	L	31	0	N	74	4	34.412
818003374	S	1	2	60	F	54	0	0	75	11	0
818003374	S	2	1	20	F	88	0	0	75	11	0
818003452	S	1	1	2	F	88	0	0	75	11	0
818003452	S	2	1	2	F	88	0	0	75	11	0
818003452	S	3	1	2	R	4	68	F	75	11	0
818003452	S	4	1	2	L	2	31	F	75	11	0
818003452	S	5	1	2	R	3	31	F	75	11	0
818003512	S	1	4	60	F	1	45	B	75	11	0
818003512	S	2	4	60	F	72	0	0	75	11	0
818003512	S	3	4	60	F	1	45	L	75	11	0
818003512	S	4	4	60	F	2	1	9	75	11	0
818003512	S	5	4	60	9	72	0	0	75	11	0
818003512	S	6	4	60	R	72	0	0	75	11	0
818003512	S	7	4	60	R	72	0	0	75	11	0
818003512	S	8	4	60	R	72	0	0	75	11	0
818003512	S	9	4	60	R	72	0	0	75	11	0
818003512	S	10	4	60	R	72	0	0	75	11	0
818003512	S	11	4	60	F	44	0	0	75	11	0
818003512	S	12	4	60	R	3	3	B	75	11	0
818003672	S	1	2	60	F	1	60	B	75	11	67.552
818003692	S	1	1	68	R	56	0	0	75	11	127.287
818003757	S	1	2	60	R	50	0	0	75	11	24.292
818003757	S	2	2	60	R	45	0	0	75	11	24.292
818003757	S	3	1	31	F	2	60	F	75	11	24.292
818003757	S	4	1	31	B	56	0	0	75	11	24.292
818003812	S	1	1	80	B	2	60	F	75	11	127.287
818003812	S	2	1	80	L	31	0	N	75	11	127.287
818003832	S	1	1	1	F	2	68	B	75	11	24.292
818003852	S	1	1	14	B	2	60	R	75	11	67.552
818003852	S	2	2	60	R	31	0	N	75	11	67.552
818003852	S	3	2	60	F	50	0	0	75	11	67.552
818003892	S	1	1	20	F	2	68	B	75	11	127.287
818003892	S	2	1	20	T	31	0	N	75	11	127.287
818003914	S	1	1	60	T	31	0	N	75	11	24.292
818003992	S	1	1	60	F	2	68	B	75	11	67.552
818004012	S	1	1	68	T	31	0	N	75	11	127.287
818004012	S	2	1	68	L	57	0	0	75	11	127.287
818004112	S	1	1	68	L	52	0	0	75	11	127.287
818004112	S	2	1	68	L	52	0	0	75	11	127.287
818004112	S	3	1	68	L	52	0	0	75	11	127.287
818004112	S	4	1	68	L	52	0	0	75	11	127.287
818004112	S	5	1	68	L	31	0	N	75	11	127.287
818004112	S	6	1	68	F	50	0	0	75	11	127.287
818004136	S	1	1	31	F	2	68	B	75	11	67.552
818004292	S	1	1	2	F	3	68	B	75	11	67.552
818004292	S	2	1	2	F	2	45	R	75	11	67.552
818004312	S	1	1	3	F	2	68	F	75	11	24.292
818004312	S	2	1	3	L	3	68	F	75	11	24.292
818004312	S	3	2	68	R	56	0	0	75	11	24.292
818004312	S	4	2	68	N	34	0	N	75	11	24.292
818004312	S	5	3	68	F	44	0	0	75	11	24.292
818004356	S	1	1	1	L	3	68	F	75	11	127.287
818004356	S	2	2	1	F	3	68	R	75	11	127.287
818004356	S	3	1	1	F	3	68	L	75	11	127.287
818004592	S	1	1	15	L	2	68	F	75	11	24.292
818004593	S	1	1	14	B	2	60	F	75	11	127.287
818004593	S	2	1	14	R	56	0	0	75	11	127.287
818004692	S	1	1	60	F	54	0	0	75	11	0
818004692	S	2	1	60	L	31	0	N	75	11	0
818004792	S	1	3	68	L	31	0	N	75	11	127.287
818004792	S	2	1	3	L	79	0	0	75	11	127.287
818004792	S	3	2	1	L	79	0	0	75	11	127.287
818004792	S	4	2	1	B	3	68	T	75	11	127.287
818004840	B	1	1	20	F	2	60	B	75	11	24.292
818004912	S	1	1	68	R	31	0	N	75	11	67.552
818004912	S	2	1	68	F	54	0	0	75	11	67.552
818005032	J	1	1	30	R	3	68	L	75	11	67.552
