CaseID	Stratum	EventSequence	VehicleNumber	ClassVehicle	DamageArea	EVEObjectContact	ClassVehicle2	DamageArea2	PSU	PSUStrata	RATWeight
350007220	S	7	2	60	F	3	68	L	79	10	12.701
350007220	S	8	1	1	F	3	68	F	79	10	12.701
350007221	S	1	1	68	F	2	68	B	79	10	12.701
350007221	S	2	2	68	F	3	68	B	79	10	12.701
350007242	S	1	1	2	F	2	60	U	79	10	6.74
350007302	S	1	1	2	F	56	0	0	79	10	6.74
350007302	S	2	1	2	L	2	68	R	79	10	6.74
350007322	S	1	1	3	F	2	68	B	79	10	12.701
350007388	S	1	1	2	F	2	68	B	79	10	6.74
350007389	S	1	4	60	F	1	2	B	79	10	12.701
350007389	S	2	1	2	F	2	4	B	79	10	12.701
350007389	S	3	2	4	F	3	4	B	79	10	12.701
351006365	S	1	1	68	F	2	68	B	81	11	38.971
351006367	S	1	1	30	F	3	60	F	81	11	38.971
351006367	S	2	1	30	T	31	0	N	81	11	38.971
351006367	S	3	3	60	F	2	31	L	81	11	38.971
351006367	S	4	2	31	R	60	0	0	81	11	38.971
352006122	S	1	1	2	L	2	68	R	82	10	62.628
352006122	S	2	1	2	F	60	0	0	82	10	62.628
352006122	S	3	1	2	T	31	0	N	82	10	62.628
352006482	S	1	1	68	F	64	0	0	82	10	33.237
352006482	S	2	1	68	L	64	0	0	82	10	33.237
352006482	S	3	1	68	L	64	0	0	82	10	33.237
352006482	S	4	1	68	9	31	0	N	82	10	33.237
495004725	B	1	1	15	F	3	68	L	13	6	133.902
495004725	B	2	2	21	F	1	15	R	13	6	133.902
495004725	B	3	1	15	N	33	0	N	13	6	133.902
495004746	E	1	1	3	F	2	60	F	13	6	243.914
495004841	S	1	1	2	B	2	60	F	13	6	243.914
495005661	S	1	1	68	F	56	0	0	13	6	133.902
495005661	S	2	1	68	R	56	0	0	13	6	133.902
495005661	S	3	1	68	N	34	0	N	13	6	133.902
495005661	S	4	1	68	F	56	0	0	13	6	133.902
495005681	S	1	2	60	N	38	0	N	13	6	133.902
495005681	S	2	1	2	F	79	0	0	13	6	133.902
495005681	S	3	1	2	F	51	0	0	13	6	133.902
495005681	S	4	1	2	F	57	0	0	13	6	133.902
495005681	S	5	1	2	F	43	0	0	13	6	133.902
495005684	D	1	1	30	L	2	68	F	13	6	243.914
495005684	D	2	1	30	L	2	68	R	13	6	243.914
495005701	K	1	1	2	F	2	68	R	13	6	133.902
495005781	S	1	1	68	F	72	0	0	13	6	133.902
495005824	S	1	1	2	F	2	60	B	13	6	243.914
610006141	S	1	4	60	R	1	48	9	4	3	53.409
610006141	S	2	4	60	L	2	2	R	4	3	53.409
610006141	S	3	4	60	F	3	4	B	4	3	53.409
610006141	S	4	3	4	F	5	68	L	4	3	53.409
615003515	S	1	3	60	F	2	14	B	72	4	0
615003515	S	2	1	30	R	2	14	L	72	4	0
615003515	S	3	2	14	L	31	0	N	72	4	0
620006445	S	1	1	14	R	2	68	F	81	11	14.014
620006446	S	1	1	3	F	2	31	F	81	11	38.971
620006446	S	2	1	3	R	2	31	L	81	11	38.971
620006446	S	3	2	31	F	50	0	0	81	11	38.971
620006446	S	4	3	60	R	1	3	F	81	11	38.971
620006446	S	5	2	31	L	31	0	N	81	11	38.971
620006446	S	6	1	3	F	44	0	0	81	11	38.971
620006485	S	1	1	14	F	2	68	B	81	11	73.431
620006525	S	1	1	68	L	31	0	N	81	11	38.971
620006545	S	1	1	60	B	72	0	0	81	11	14.014
620006546	S	1	1	60	L	31	0	N	81	11	73.431
620006625	S	1	1	2	F	2	68	L	81	11	73.431
620006685	S	1	1	2	F	2	67	F	81	11	14.014
620006785	S	1	1	20	F	2	1	L	81	11	38.971
620006785	S	2	1	20	F	3	60	F	81	11	38.971
620006786	S	1	1	68	R	56	0	0	81	11	0
620006786	S	2	1	68	L	31	0	N	81	11	0
620006787	S	1	1	1	F	2	1	B	81	11	73.431
620006787	S	2	1	1	R	3	68	L	81	11	73.431
620006787	S	3	1	1	B	3	68	L	81	11	73.431
620006805	S	1	1	68	L	31	0	N	81	11	73.431
620006827	S	1	2	60	F	1	68	R	81	11	38.971
620006827	S	2	1	68	N	34	0	N	81	11	38.971
620006827	S	3	1	68	R	68	0	0	81	11	38.971
620006827	S	4	1	68	R	70	0	0	81	11	38.971
620007065	S	1	1	2	F	2	68	L	81	11	38.971
620007065	S	2	1	2	F	56	0	0	81	11	38.971
620007066	S	1	1	68	F	72	0	0	81	11	38.971
636004850	S	1	4	60	F	1	5	L	79	10	6.74
636004850	S	2	4	60	F	2	20	L	79	10	6.74
636004850	S	3	4	60	F	3	31	B	79	10	6.74
657004725	S	1	1	14	L	2	68	L	4	3	34.364
657004725	S	2	1	14	L	2	68	L	4	3	34.364
657004726	S	1	1	3	L	2	68	F	4	3	34.364
657004881	S	1	3	60	F	1	60	F	4	3	34.364
657004881	S	2	2	68	L	3	60	F	4	3	34.364
657005006	S	1	1	60	R	31	0	N	4	3	34.364
658004281	S	1	2	60	F	1	1	L	4	3	53.409
800003784	S	1	1	1	L	2	60	F	2	3	93.511
800003784	S	2	1	1	F	53	0	0	2	3	93.511
800003927	S	1	2	68	L	31	0	N	2	3	93.511
800003927	S	2	1	1	F	79	0	0	2	3	93.511
800004204	S	1	1	68	R	77	0	0	2	3	145.338
800004204	S	2	1	68	R	51	0	0	2	3	145.338
800004246	S	1	1	68	R	31	0	N	2	3	93.511
800004246	S	2	1	68	F	56	0	0	2	3	93.511
800004246	S	3	1	68	F	44	0	0	2	3	93.511
800004246	S	4	1	68	F	51	0	0	2	3	93.511
800004246	S	5	1	68	F	51	0	0	2	3	93.511
800004407	S	1	1	1	F	2	60	L	2	3	93.511
800004604	B	1	1	1	L	2	68	F	2	3	61.96
800004604	B	2	1	1	R	56	0	0	2	3	61.96
800004604	B	3	2	68	F	56	0	0	2	3	61.96
800004604	B	4	1	1	R	88	0	0	2	3	61.96
800004604	B	5	1	1	R	56	0	0	2	3	61.96
800004604	B	6	2	68	N	34	0	N	2	3	61.96
800004684	S	1	1	60	F	51	0	0	2	3	93.511
800004684	S	2	1	60	F	51	0	0	2	3	93.511
800004684	S	3	1	60	R	31	0	N	2	3	93.511
800004684	S	4	1	60	F	42	0	0	2	3	93.511
800004865	S	1	1	68	L	31	0	N	2	3	93.511
800004865	S	2	1	68	L	45	0	0	2	3	93.511
800004865	S	3	1	68	L	63	0	0	2	3	93.511
800004866	S	1	1	68	L	77	0	0	2	3	61.96
800004866	S	2	1	68	L	31	0	N	2	3	61.96
800005124	S	1	1	60	F	42	0	0	2	3	93.511
800005124	S	2	1	60	F	56	0	0	2	3	93.511
800005124	S	3	1	60	L	31	0	N	2	3	93.511
800005124	S	4	1	60	F	51	0	0	2	3	93.511
800005307	S	1	1	68	L	77	0	0	2	3	93.511
800005764	S	1	1	68	F	56	0	0	2	3	93.511
800005764	S	2	1	68	N	33	0	N	2	3	93.511
800005991	S	1	1	68	F	44	0	0	2	3	93.511
800006228	S	1	1	68	R	77	0	0	2	3	0
800006228	S	2	1	68	N	34	0	N	2	3	0
800006228	S	3	1	68	L	68	0	0	2	3	0
800006415	S	1	2	68	L	1	20	F	2	3	145.338
800006416	S	1	1	68	L	42	0	0	2	3	61.96
800006416	S	2	1	68	L	31	0	N	2	3	61.96
800006416	S	3	1	68	F	41	0	0	2	3	61.96
800006416	S	4	1	68	F	42	0	0	2	3	61.96
800006431	S	1	1	60	F	56	0	0	2	3	93.511
800006431	S	2	1	60	L	31	0	N	2	3	93.511
800006471	S	1	1	1	B	2	15	F	2	3	145.338
800006471	S	2	1	1	R	3	60	F	2	3	145.338
800006471	S	3	2	15	F	57	0	0	2	3	145.338
801003829	K	1	2	60	R	1	2	F	3	1	148.42
801003890	S	1	1	68	F	56	0	0	3	1	148.42
801003890	S	2	1	68	N	34	0	N	3	1	148.42
801003890	S	3	1	68	L	56	0	0	3	1	148.42
801005488	S	1	2	68	N	34	0	N	3	1	63.274
801005488	S	2	2	68	B	3	68	F	3	1	63.274
801005488	S	3	1	3	T	3	68	U	3	1	63.274
801005488	S	4	3	68	B	4	68	L	3	1	63.274
801005488	S	5	4	68	N	34	0	N	3	1	63.274
801005488	S	6	1	3	9	56	0	0	3	1	63.274
801005489	S	1	1	68	U	72	0	0	3	1	63.274
801006172	S	1	1	60	F	72	0	0	3	1	63.274
802003421	S	1	1	3	B	2	68	L	4	3	0
802003421	S	2	2	68	N	34	0	N	4	3	0
802003421	S	3	2	68	L	42	0	0	4	3	0
802003504	S	1	1	2	F	2	60	L	4	3	0
802003524	S	1	1	21	L	2	60	F	4	3	0
802003524	S	2	1	21	T	31	0	N	4	3	0
802003601	S	1	1	1	B	3	60	F	4	3	0
802003601	S	2	1	1	R	2	2	F	4	3	0
802003601	S	3	2	2	F	50	0	0	4	3	0
802003601	S	4	2	2	F	52	0	0	4	3	0
802003681	S	1	1	30	F	2	67	D	4	3	34.364
802004021	S	1	1	3	L	2	60	F	4	3	34.364
802004022	S	1	1	1	B	2	60	L	4	3	34.364
802004022	S	2	2	60	F	42	0	0	4	3	34.364
802004062	S	1	1	2	L	2	60	F	4	3	34.364
802004063	S	1	1	2	L	2	60	F	4	3	22.769
802004063	S	2	2	60	F	56	0	0	4	3	22.769
802004264	S	1	1	3	R	2	60	F	4	3	22.769
802004523	S	1	2	60	F	1	3	B	4	3	53.409
802004523	S	2	1	3	F	3	50	B	4	3	53.409
802004663	S	1	2	60	F	1	1	B	4	3	34.364
802004663	S	2	2	60	R	63	0	0	4	3	34.364
802004663	S	3	2	60	R	50	0	0	4	3	34.364
802004663	S	4	2	60	F	51	0	0	4	3	34.364
802004664	S	1	2	60	F	1	78	L	4	3	34.364
802004781	S	1	1	9	F	2	60	R	4	3	53.409
802004781	S	2	2	60	R	53	0	0	4	3	53.409
802004781	S	3	2	60	R	31	0	N	4	3	53.409
802004803	S	1	1	2	F	2	60	L	4	3	53.409
802004803	S	2	2	60	R	31	0	N	4	3	53.409
802004803	S	3	2	60	F	45	0	0	4	3	53.409
802005024	S	1	1	60	B	2	60	L	4	3	34.364
802005024	S	2	1	60	R	31	0	N	4	3	34.364
802005024	S	3	2	60	F	88	0	0	4	3	34.364
802005024	S	4	2	60	N	33	0	N	4	3	34.364
802005084	A	1	1	2	F	2	60	F	4	3	22.769
802005383	S	1	1	68	L	31	0	N	4	3	53.409
802005441	S	1	1	5	L	2	60	F	4	3	34.364
802005442	S	1	1	3	L	3	68	F	4	3	53.409
802005442	S	2	1	3	R	45	0	0	4	3	53.409
802005442	S	3	1	3	U	54	0	0	4	3	53.409
802005442	S	4	2	21	T	45	0	0	4	3	53.409
802005443	S	1	1	2	F	2	67	L	4	3	53.409
802005443	S	2	1	2	R	2	67	L	4	3	53.409
802005443	S	3	2	67	R	63	0	0	4	3	53.409
802005443	S	4	2	67	R	31	0	N	4	3	53.409
802005542	S	1	1	30	F	2	21	L	4	3	34.364
802005542	S	2	2	21	R	4	68	F	4	3	34.364
802005542	S	3	2	21	R	3	5	F	4	3	34.364
802005681	S	1	2	60	N	38	0	N	4	3	34.364
802005681	S	2	1	14	F	79	0	0	4	3	34.364
803003592	S	1	2	68	F	3	68	R	72	4	0
803003592	S	2	2	68	L	3	68	R	72	4	0
803003592	S	3	3	68	L	58	0	0	72	4	0
803003592	S	4	3	68	F	1	14	L	72	4	0
803003592	S	5	2	68	N	34	0	N	72	4	0
803003616	S	1	1	68	R	31	0	N	72	4	0
803003617	S	1	1	3	F	2	68	B	72	4	0
803003618	S	1	2	68	F	3	68	B	72	4	0
803003618	S	2	1	3	F	2	68	L	72	4	0
803003952	S	1	1	3	L	2	68	R	72	4	58.657
803003952	S	2	1	3	L	2	68	F	72	4	58.657
803003952	S	3	1	3	F	54	0	0	72	4	58.657
803004276	S	1	1	68	L	31	0	N	72	4	58.657
803004276	S	2	1	68	T	54	0	0	72	4	58.657
803004276	S	3	1	68	N	33	0	N	72	4	58.657
803004432	S	1	1	68	R	2	60	L	72	4	58.657
803004432	S	2	2	60	F	56	0	0	72	4	58.657
803004432	S	3	2	60	D	56	0	0	72	4	58.657
803004433	S	1	3	68	V	64	0	0	72	4	58.657
803004433	S	2	3	68	L	31	0	N	72	4	58.657
803004433	S	3	3	68	L	1	2	T	72	4	58.657
803004433	S	4	2	14	R	3	68	B	72	4	58.657
803004492	S	1	1	68	L	31	0	N	72	4	32.201
803004492	S	2	1	68	T	56	0	0	72	4	32.201
803004572	S	1	1	68	F	72	0	0	72	4	9.937
803004573	S	1	1	4	R	2	68	F	72	4	9.937
803004573	S	2	1	4	L	57	0	0	72	4	9.937
803004573	S	3	2	68	F	57	0	0	72	4	9.937
803004573	S	4	2	68	L	51	0	0	72	4	9.937
803004652	S	1	1	68	R	31	0	N	72	4	58.657
803004653	S	1	1	2	R	4	68	L	72	4	58.657
803004653	S	2	1	2	F	2	2	L	72	4	58.657
803004653	S	3	1	2	R	3	2	B	72	4	58.657
803004792	S	1	1	60	R	72	0	0	72	4	9.937
803004794	A	1	2	68	N	34	0	N	72	4	9.937
803004794	A	2	2	68	L	3	24	R	72	4	9.937
803004794	A	3	2	68	F	54	0	0	72	4	9.937
803004794	A	4	2	68	L	1	20	B	72	4	9.937
803004794	A	5	1	20	L	4	68	B	72	4	9.937
803004875	S	1	1	3	L	2	68	R	72	4	32.201
803004875	S	2	1	3	L	2	68	F	72	4	32.201
803004875	S	3	1	3	B	54	0	0	72	4	32.201
803004876	S	1	1	15	B	3	68	F	72	4	58.657
803004876	S	2	1	15	F	2	20	B	72	4	58.657
803004932	A	1	1	1	F	54	0	0	72	4	9.937
803004932	A	2	1	1	F	68	0	0	72	4	9.937
803004932	A	3	1	1	F	57	0	0	72	4	9.937
803004932	A	4	1	1	U	4	60	T	72	4	9.937
803004932	A	5	1	1	U	2	2	T	72	4	9.937
803004932	A	6	3	4	F	79	0	0	72	4	9.937
803004932	A	7	1	1	T	31	0	N	72	4	9.937
803004932	A	8	1	1	T	61	0	0	72	4	9.937
803004952	S	1	3	68	F	1	3	B	72	4	32.201
803004952	S	2	1	3	F	4	68	B	72	4	32.201
803004952	S	3	3	68	R	2	20	L	72	4	32.201
803005012	S	1	1	2	L	2	68	R	72	4	58.657
803005012	S	2	1	2	F	3	68	L	72	4	58.657
803005012	S	3	1	2	R	3	68	V	72	4	58.657
803005052	S	1	1	4	F	3	68	R	72	4	58.657
803005052	S	2	2	31	9	3	68	R	72	4	58.657
803005076	S	1	6	68	R	5	58	L	72	4	58.657
803005076	S	2	5	58	R	1	1	L	72	4	58.657
803005076	S	3	6	68	L	2	14	F	72	4	58.657
803005076	S	4	6	68	F	54	0	0	72	4	58.657
803005076	S	5	6	68	R	3	3	F	72	4	58.657
803005076	S	6	4	20	F	3	3	B	72	4	58.657
803005076	S	7	6	68	F	54	0	0	72	4	58.657
803005172	S	1	1	4	F	2	4	B	72	4	32.201
803005172	S	2	2	4	L	3	68	V	72	4	32.201
803005173	S	1	1	2	R	2	67	F	72	4	58.657
803005173	S	2	1	2	L	64	0	0	72	4	58.657
803005173	S	3	2	67	L	31	0	N	72	4	58.657
803005174	B	1	1	2	F	4	60	U	72	4	9.937
803005174	B	2	2	3	T	4	60	U	72	4	9.937
803005174	B	3	2	3	L	3	1	R	72	4	9.937
803005175	S	1	1	14	F	2	60	L	72	4	9.937
803005175	S	2	1	14	F	3	60	B	72	4	9.937
803005232	S	1	1	21	L	2	2	R	72	4	32.201
803005232	S	2	1	21	F	3	68	B	72	4	32.201
803005295	S	1	1	2	L	3	60	F	72	4	32.201
803005295	S	2	1	2	F	2	3	F	72	4	32.201
803005295	S	3	1	2	L	54	0	0	72	4	32.201
803005295	S	4	1	2	F	4	68	R	72	4	32.201
803005332	S	1	1	68	F	2	68	B	72	4	9.937
803005332	S	2	2	68	F	3	68	B	72	4	9.937
803005332	S	3	1	68	N	35	0	N	72	4	9.937
803005377	S	1	1	3	R	2	21	L	72	4	32.201
803005377	S	2	2	21	F	3	2	B	72	4	32.201
803005377	S	3	1	3	F	54	0	0	72	4	32.201
803005377	S	4	2	21	F	54	0	0	72	4	32.201
803005377	S	5	2	21	T	31	0	N	72	4	32.201
803005377	S	6	4	68	U	79	0	0	72	4	32.201
803005392	S	1	1	60	T	31	0	N	72	4	58.657
803005392	S	2	2	60	L	31	0	N	72	4	58.657
803005393	S	1	1	21	F	79	0	0	72	4	58.657
803005393	S	2	2	80	F	79	0	0	72	4	58.657
803005393	S	3	2	80	9	32	0	N	72	4	58.657
803005412	S	1	2	60	R	1	58	L	72	4	58.657
803005413	S	1	1	2	B	2	68	F	72	4	58.657
803005413	S	2	1	2	F	3	68	B	72	4	58.657
803005612	J	1	2	68	F	64	0	0	72	4	32.201
803005612	J	2	1	1	F	79	0	0	72	4	32.201
803006053	S	1	1	68	F	72	0	0	72	4	9.937
803006432	S	1	1	3	R	3	67	F	72	4	58.657
803006432	S	2	1	3	R	55	0	0	72	4	58.657
803006432	S	3	1	3	B	64	0	0	72	4	58.657
803006432	S	4	4	68	L	3	67	R	72	4	58.657
803006432	S	5	3	67	L	55	0	0	72	4	58.657
803006432	S	6	3	67	L	64	0	0	72	4	58.657
803006432	S	7	4	68	L	2	14	R	72	4	58.657
803006432	S	8	4	68	F	64	0	0	72	4	58.657
803006432	S	9	2	14	F	64	0	0	72	4	58.657
803006512	S	1	3	68	F	1	14	B	72	4	32.201
803006512	S	2	1	14	F	2	4	B	72	4	32.201
803006512	S	3	3	68	F	2	4	B	72	4	32.201
803006512	S	4	1	14	F	2	4	L	72	4	32.201
803006512	S	5	1	14	F	54	0	0	72	4	32.201
803006532	S	1	1	3	F	2	68	B	72	4	0
804003948	S	1	1	1	L	2	68	R	6	1	29.901
804003987	S	1	1	67	L	45	0	0	6	1	29.901
804003987	S	2	1	67	R	31	0	N	6	1	29.901
805004211	S	1	2	60	F	1	31	B	8	2	206.963
805004212	S	1	3	60	F	1	15	R	8	2	0
805004212	S	2	2	3	F	3	60	L	8	2	0
805004751	S	1	2	68	B	1	31	F	8	2	321.67
805004831	S	1	1	3	L	2	60	F	8	2	0
805004931	S	1	1	68	R	51	0	0	8	2	0
805004931	S	2	1	68	R	31	0	N	8	2	0
805004956	K	1	1	1	L	4	68	F	8	2	321.67
805004956	K	2	1	1	R	2	2	L	8	2	321.67
805004956	K	3	2	2	B	3	2	F	8	2	321.67
805004956	K	4	1	1	R	3	2	L	8	2	321.67
805005055	S	1	1	68	R	31	0	N	8	2	206.963
805005055	S	2	1	68	R	42	0	0	8	2	206.963
805005276	S	1	1	60	R	31	0	N	8	2	321.67
805005276	S	2	1	60	T	50	0	0	8	2	321.67
805005515	S	1	1	21	F	2	67	R	8	2	321.67
805005515	S	2	1	21	R	51	0	0	8	2	321.67
805005515	S	3	1	21	F	50	0	0	8	2	321.67
805005951	S	1	1	21	B	2	60	F	8	2	206.963
806003634	S	1	1	68	L	31	0	N	9	8	0
806003794	S	1	1	3	L	54	0	0	9	8	216.96
806003794	S	2	1	3	R	2	68	U	9	8	216.96
806004155	S	1	1	1	L	3	68	R	9	8	468.821
806004155	S	2	3	68	N	34	0	N	9	8	468.821
806004155	S	3	2	2	F	3	68	U	9	8	468.821
806004155	S	4	3	68	R	56	0	0	9	8	468.821
806004155	S	5	1	1	T	31	0	N	9	8	468.821
806004294	S	1	1	31	U	63	0	0	9	8	756.035
806004294	S	2	1	31	F	2	60	F	9	8	756.035
806004734	B	1	1	1	F	2	68	R	9	8	216.96
806004774	A	1	1	1	F	2	4	B	9	8	0
806004774	A	2	2	4	F	3	68	B	9	8	0
806005559	S	1	4	60	R	5	60	L	9	8	468.821
806005559	S	2	5	60	R	31	0	N	9	8	468.821
806005559	S	3	4	60	R	31	0	N	9	8	468.821
806005559	S	4	4	60	T	1	2	B	9	8	468.821
806005559	S	5	1	2	F	2	14	B	9	8	468.821
806005559	S	6	2	14	F	3	20	B	9	8	468.821
806005615	J	1	4	68	R	1	2	L	9	8	756.035
806005615	J	2	4	68	F	2	2	B	9	8	756.035
806005615	J	3	4	68	F	3	20	L	9	8	756.035
806005694	S	1	1	2	F	45	0	0	9	8	756.035
806005694	S	2	1	2	F	2	68	F	9	8	756.035
806005694	S	3	2	68	N	33	0	N	9	8	756.035
806005695	S	1	1	2	R	2	68	F	9	8	216.96
806005695	S	2	1	2	B	56	0	0	9	8	216.96
806005720	S	1	1	21	B	2	60	F	9	8	756.035
806005720	S	2	1	21	R	31	0	N	9	8	756.035
806005720	S	3	2	60	F	42	0	0	9	8	756.035
806005720	S	4	2	60	F	42	0	0	9	8	756.035
806005734	S	1	1	68	R	68	0	0	9	8	756.035
806005734	S	2	1	68	R	31	0	N	9	8	756.035
806005734	S	3	1	68	B	56	0	0	9	8	756.035
806005814	S	1	2	68	F	3	60	B	9	8	468.821
806005814	S	2	3	60	F	1	5	B	9	8	468.821
806005874	A	1	1	3	L	3	68	L	9	8	216.96
806005874	A	2	1	3	R	2	1	F	9	8	216.96
806005874	A	3	1	3	R	2	1	R	9	8	216.96
806005979	B	1	1	20	F	2	68	B	9	8	0
806006034	S	1	1	2	L	56	0	0	9	8	468.821
806006034	S	2	1	2	T	2	68	U	9	8	468.821
806006134	S	1	1	60	R	2	67	F	9	8	756.035
806006134	S	2	1	60	R	2	67	L	9	8	756.035
806006134	S	3	2	67	F	50	0	0	9	8	756.035
806006134	S	4	2	67	F	51	0	0	9	8	756.035
806006194	S	1	1	60	F	42	0	0	9	8	756.035
806006194	S	2	1	60	F	42	0	0	9	8	756.035
806006194	S	3	1	60	F	42	0	0	9	8	756.035
806006194	S	4	1	60	F	31	0	N	9	8	756.035
807004025	S	1	1	68	F	56	0	0	11	6	0
807004125	S	1	1	5	F	2	60	F	11	6	21.198
807004125	S	2	2	60	F	70	0	0	11	6	21.198
807004125	S	3	2	60	F	41	0	0	11	6	21.198
807004126	S	1	2	60	R	1	1	F	11	6	125.127
807004126	S	2	2	60	R	1	1	L	11	6	125.127
807004209	S	1	1	1	R	2	68	F	11	6	68.691
807004209	S	2	1	1	R	2	68	L	11	6	68.691
807004325	S	1	1	68	R	73	0	0	11	6	21.198
807004325	S	2	1	68	F	68	0	0	11	6	21.198
807004325	S	3	1	68	N	34	0	N	11	6	21.198
807004390	S	1	1	2	L	3	68	F	11	6	21.198
807004390	S	2	1	2	R	2	2	F	11	6	21.198
807004390	S	3	1	2	R	2	2	L	11	6	21.198
807004589	S	1	1	4	F	4	68	B	11	6	125.127
807004589	S	2	2	3	F	1	4	B	11	6	125.127
807004589	S	3	1	4	F	56	0	0	11	6	125.127
807004589	S	4	3	1	F	2	3	B	11	6	125.127
807004645	S	1	1	3	L	2	68	F	11	6	68.691
807004645	S	2	1	3	L	2	68	R	11	6	68.691
807004685	S	1	1	1	L	2	60	F	11	6	125.127
807004809	S	1	1	21	F	2	68	R	11	6	68.691
807004845	S	1	1	68	F	72	0	0	11	6	21.198
807004925	S	1	1	2	F	79	0	0	11	6	125.127
807004925	S	2	1	2	R	2	68	F	11	6	125.127
807004925	S	3	2	68	R	31	0	N	11	6	125.127
807004985	S	1	4	68	F	56	0	0	11	6	68.691
807004985	S	2	4	68	F	2	2	B	11	6	68.691
807004985	S	3	2	2	F	3	14	R	11	6	68.691
807004985	S	4	4	68	F	1	2	L	11	6	68.691
807005025	S	1	1	68	F	72	0	0	11	6	68.691
807005026	S	1	1	60	T	31	0	N	11	6	125.127
807005026	S	2	1	60	F	42	0	0	11	6	125.127
807005027	A	1	1	3	L	2	60	B	11	6	0
807005129	K	1	2	68	R	1	31	F	11	6	68.691
807005165	J	1	2	68	N	38	0	N	11	6	21.198
807005165	J	2	1	14	F	79	0	0	11	6	21.198
807005165	J	3	1	14	F	50	0	0	11	6	21.198
807005165	J	4	1	14	F	88	0	0	11	6	21.198
807005185	E	1	1	3	F	2	68	B	11	6	125.127
807005185	E	2	1	3	F	57	0	0	11	6	125.127
807005185	E	3	1	3	F	41	0	0	11	6	125.127
807005185	E	4	1	3	F	50	0	0	11	6	125.127
807005329	A	1	1	4	B	3	68	F	11	6	21.198
807005329	A	2	1	4	R	56	0	0	11	6	21.198
807005329	A	3	1	4	T	2	68	R	11	6	21.198
807005329	A	4	1	4	B	54	0	0	11	6	21.198
807005330	A	1	1	15	R	2	68	F	11	6	21.198
807005465	S	1	1	68	F	88	0	0	11	6	68.691
807005525	S	1	1	60	F	59	0	0	11	6	68.691
807005605	S	1	1	60	R	70	0	0	11	6	125.127
807005605	S	2	1	60	L	31	0	N	11	6	125.127
807005605	S	3	1	60	F	44	0	0	11	6	125.127
807005605	S	4	1	60	T	31	0	N	11	6	125.127
807005649	S	1	1	20	F	2	68	B	11	6	68.691
807005712	S	1	1	68	R	31	0	N	11	6	125.127
807005712	S	2	1	68	F	56	0	0	11	6	125.127
807005712	S	3	1	68	D	98	0	0	11	6	125.127
807005713	S	1	1	68	L	31	0	N	11	6	125.127
807005714	G	1	1	30	R	2	68	F	11	6	125.127
807005714	G	2	1	30	R	2	68	R	11	6	125.127
807005785	S	1	1	3	F	2	68	F	11	6	125.127
807005785	S	2	1	3	R	2	68	F	11	6	125.127
807005786	S	1	1	68	F	41	0	0	11	6	125.127
807005786	S	2	1	68	F	42	0	0	11	6	125.127
807005786	S	3	1	68	F	42	0	0	11	6	125.127
807005786	S	4	1	68	F	57	0	0	11	6	125.127
807005786	S	5	1	68	R	31	0	N	11	6	125.127
807005786	S	6	1	68	F	61	0	0	11	6	125.127
807005831	F	1	1	2	R	2	68	L	11	6	125.127
807005831	F	2	1	2	F	56	0	0	11	6	125.127
807005831	F	3	1	2	R	56	0	0	11	6	125.127
807005946	S	1	1	68	F	56	0	0	11	6	125.127
807005946	S	2	1	68	B	61	0	0	11	6	125.127
807005947	S	1	1	3	F	3	67	R	11	6	68.691
807005947	S	2	1	3	F	79	0	0	11	6	68.691
807005947	S	3	1	3	L	3	67	R	11	6	68.691
807005947	S	4	1	3	B	3	67	D	11	6	68.691
807005947	S	5	1	3	R	2	31	R	11	6	68.691
807005948	K	1	1	1	R	2	60	F	11	6	21.198
807005948	K	2	1	1	R	2	60	R	11	6	21.198
807005948	K	3	1	1	B	50	0	0	11	6	21.198
807005948	K	4	2	60	F	51	0	0	11	6	21.198
807005948	K	5	1	1	R	68	0	0	11	6	21.198
807005948	K	6	1	1	R	43	0	0	11	6	21.198
807005948	K	7	2	60	L	43	0	0	11	6	21.198
807005948	K	8	2	60	L	57	0	0	11	6	21.198
807005948	K	9	2	60	N	34	0	N	11	6	21.198
807005948	K	10	2	60	L	50	0	0	11	6	21.198
807006248	D	1	1	1	F	2	31	B	11	6	125.127
807006248	D	2	1	1	B	56	0	0	11	6	125.127
807006248	D	3	1	1	R	56	0	0	11	6	125.127
807006248	D	4	2	31	R	3	68	F	11	6	125.127
807006248	D	5	2	31	L	41	0	0	11	6	125.127
807006265	S	1	1	2	L	2	68	F	11	6	68.691
807006265	S	2	1	2	L	2	68	L	11	6	68.691
807006265	S	3	1	2	F	2	68	L	11	6	68.691
807006325	S	1	1	14	L	2	68	F	11	6	125.127
807006325	S	2	1	14	L	50	0	0	11	6	125.127
808004021	S	1	1	30	F	2	60	L	12	5	0
808004226	S	1	1	68	L	31	0	N	12	5	292.312
808004227	S	1	1	14	F	2	60	B	12	5	160.472
808004228	S	1	1	4	R	2	60	F	12	5	292.312
808004228	S	2	1	4	B	63	0	0	12	5	292.312
808004228	S	3	1	4	B	52	0	0	12	5	292.312
808004228	S	4	2	60	F	62	0	0	12	5	292.312
808004228	S	5	2	60	L	31	0	N	12	5	292.312
808004361	S	1	1	4	R	56	0	0	12	5	160.472
808004361	S	2	1	4	L	2	14	R	12	5	160.472
808004361	S	3	2	14	F	3	60	B	12	5	160.472
808004361	S	4	2	14	B	3	60	L	12	5	160.472
