CaseID	VehicleNumber	Speeding	Tailgating	Misjudgment	Approach	ADATravelSpeed	ADAPostedSpeed	Assumption	Evasion	ADAOtherFactor	ManeuverCount	CrossedLine	Undertaking	WrongTurnLane	IllegalUTurn	RanLights	WrongWay	OtherManeuver	AggressionCount	SpeedingBehavior	TailgatingBehavior	Weaving	LightViolations	RapidAcceleration	Honking	Flashing	ObsceneGestures	BlockingOthers	OtherAggression	AggressionReason	PSU	PSUStrata	RATWeight
803004876	3	1	1	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803004932	1	9	0	0	0	9999	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	9.937
803004932	2	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	9.937
803004932	3	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	72	4	9.937
803004932	4	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	9.937
803004952	1	0	0	0	0	9999	89	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803004952	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803004952	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803004952	4	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803005012	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005012	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005012	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005052	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005052	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005052	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005076	1	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005076	2	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005076	3	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005076	4	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005076	5	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005076	6	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005172	1	9	9	9	9	9999	89	9	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	99	72	4	32.201
803005172	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803005172	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803005173	1	9	0	0	0	9999	89	0	0	9	9	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	99	72	4	58.657
803005173	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005174	1	0	8	9	3	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	9.937
803005174	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	9.937
803005174	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	9.937
803005174	4	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	9.937
803005175	1	0	0	0	0	9999	89	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	9.937
803005175	2	0	0	0	0	9999	89	0	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	72	4	9.937
803005175	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	9.937
803005232	1	0	2	9	9	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803005232	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803005232	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803005295	1	0	0	0	0	9999	72	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803005295	2	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803005295	3	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803005295	4	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803005332	1	0	9	9	9	9999	89	9	2	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	99	72	4	9.937
803005332	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	9.937
803005332	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	9.937
803005377	1	9	0	0	0	9999	89	9	9	9	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	99	72	4	32.201
803005377	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803005377	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803005377	4	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803005392	1	0	0	0	0	9999	89	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005392	2	7	7	7	7	9999	89	7	4	7	7	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	77	72	4	58.657
803005393	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005393	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005393	3	0	0	0	0	9999	89	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005412	1	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005412	2	0	0	9	9	9999	72	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005413	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005413	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005413	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803005612	1	0	9	9	0	9999	89	9	0	9	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	99	72	4	32.201
803005612	2	0	0	0	0	9999	89	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803006053	1	0	0	0	0	9999	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	9.937
803006432	1	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803006432	2	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803006432	3	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803006432	4	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	58.657
803006512	1	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803006512	2	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	32.201
803006512	3	2	9	9	9	9999	72	3	9	9	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	99	72	4	32.201
803006532	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	0
803006532	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	4	0
804003948	1	2	0	3	6	106	89	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	29.901
804003948	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	29.901
804003987	1	2	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	29.901
805004211	1	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	206.963
805004211	2	0	0	0	0	9999	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	206.963
805004212	1	0	0	3	3	9999	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0
805004212	2	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0
805004212	3	3	0	0	0	9999	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0
805004751	1	3	0	2	3	9999	64	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	88	8	2	321.67
805004751	2	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	321.67
805004831	1	0	0	0	0	9999	56	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0
805004831	2	3	0	0	0	56	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0
805004931	1	3	0	0	0	9999	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0
805004956	1	0	0	9	1	9999	56	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	321.67
805004956	2	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	321.67
805004956	3	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	321.67
805004956	4	0	0	0	0	48	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	321.67
805005055	1	0	0	0	0	9999	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	206.963
805005276	1	3	0	0	0	9999	64	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	321.67
805005515	1	0	0	0	0	9999	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	321.67
805005515	2	3	0	0	0	9999	64	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	99	8	2	321.67
805005951	1	0	0	0	0	9999	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	206.963
805005951	2	0	0	0	0	9999	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	206.963
806003634	1	3	0	0	0	9999	9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0
806003794	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	216.96
806003794	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	216.96
806004155	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	468.821
806004155	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	468.821
806004155	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	468.821
806004294	1	0	0	0	0	9999	89	0	0	9	1	0	0	0	0	0	1	0	99	0	0	0	0	0	0	0	0	0	0	99	9	8	756.035
806004294	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	756.035
806004734	1	9	0	0	0	9999	89	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	216.96
806004734	2	0	0	0	0	9999	89	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	216.96
806004774	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0
806004774	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0
806004774	3	7	7	7	7	0	89	7	4	7	7	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	77	9	8	0
806005559	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	468.821
806005559	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	468.821
806005559	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	468.821
806005559	4	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	468.821
806005559	5	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	468.821
806005615	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	756.035
806005615	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	756.035
806005615	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	756.035
806005615	4	2	1	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	756.035
806005694	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	756.035
806005694	2	0	0	0	0	9999	89	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	756.035
806005695	1	3	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	216.96
806005695	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	216.96
806005720	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	756.035
806005720	2	0	0	0	0	9999	89	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	756.035
806005734	1	9	0	0	0	9999	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	756.035
806005814	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	468.821
806005814	2	0	8	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	468.821
806005814	3	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	468.821
806005874	1	9	0	0	0	9999	89	0	0	9	1	0	0	0	0	0	1	0	99	0	0	0	0	0	0	0	0	0	0	99	9	8	216.96
806005874	2	9	9	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	216.96
806005874	3	3	9	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	99	9	8	216.96
806005979	1	0	0	9	3	9999	105	9	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	8	0
806005979	2	7	7	7	7	9999	105	7	4	7	7	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	77	9	8	0
806006034	1	3	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	99	9	8	468.821
806006034	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	468.821
806006134	1	0	0	0	0	9999	89	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	756.035
806006134	2	3	0	0	0	9999	89	4	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	99	9	8	756.035
806006194	1	0	0	0	0	9999	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	756.035
807004025	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0
807004125	1	0	0	0	0	9999	89	0	9	9	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807004125	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807004126	1	0	0	0	0	9999	72	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807004126	2	0	0	3	2	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807004209	1	3	0	0	0	9999	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807004209	2	0	0	0	0	9999	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807004325	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807004390	1	0	0	3	1	9999	56	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807004390	2	0	0	0	0	9999	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807004390	3	0	0	0	0	9999	72	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807004589	1	2	0	0	0	9999	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807004589	2	9	8	0	0	9999	113	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807004589	3	9	8	0	0	9999	113	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807004589	4	2	0	0	0	9999	89	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807004645	1	3	0	0	0	9999	113	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807004645	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807004685	1	0	0	0	0	9999	72	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807004685	2	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807004809	1	3	0	0	0	9999	72	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807004809	2	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807004845	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807004925	1	0	0	0	0	9999	113	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807004925	2	3	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807004985	1	0	0	0	0	9999	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807004985	2	0	0	0	0	9999	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807004985	3	0	0	0	0	9999	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807004985	4	9	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807005025	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807005026	1	3	0	0	0	9999	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807005027	1	2	0	0	0	9999	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0
807005027	2	7	7	7	7	0	89	7	4	7	7	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	77	11	6	0
807005129	1	0	0	0	0	9999	72	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807005129	2	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807005165	1	0	0	0	0	9999	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807005165	2	0	0	0	0	9999	89	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807005185	1	0	0	0	0	9999	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807005185	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807005329	1	0	0	9	6	9999	105	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807005329	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807005329	3	0	8	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807005330	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807005330	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	21.198
807005465	1	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807005525	1	0	0	0	0	9999	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807005605	1	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807005649	1	0	0	0	0	9999	113	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807005649	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	68.691
807005712	1	0	0	0	0	9999	89	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807005713	1	2	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807005714	1	2	0	0	0	9999	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807005714	2	0	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807005785	1	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807005785	2	0	0	0	0	9999	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
807005786	1	3	0	0	0	9999	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	125.127
