CaseID	VehicleNumber	EventNumber	PositionNumber	DCType	ObjectContactClass	CDCObjectContact	ForceDirection	ClockForce	OverrideDesc	DeformLocation	DeformLong	DeformVertical	DeformDistribution	DeformExtent	DeformCode	ImpactNumber	DamageLocation	FieldLocation	MaxCrushLocation	CDCCategory	CDCWidth	PSU	PSUStrata	RATWeight
821006149	1	1	1	T	1	1	170	6	11	B	D Distributed - side or end	E Everything below belt line	W	Three	06BDEW03	1	BC to BC	Not Applicable	LRBC	2	170	79	10	12.701
821006149	2	1	1	T	1	1	0	12	14	F	D Distributed - side or end	E belt line and below	W	Two	12FDEW02	1	Beg. RF BC	Not Applicable	RF BC	2	103	79	10	12.701
821006149	2	2	1	T	3	54	340	11	1	F	L Left - front or rear	E belt line and below	W	Two	11FLEW02	2	Beg. LF BC	Not Applicable	LF BC	2	64	79	10	12.701
821006209	1	1	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Two	00RDAO02	1	entire right plane	N/A	20 cm fwd of RF axle	2	979	79	10	6.74
821006210	1	1	1	T	1	4	280	9	1	L	D Distributed - side or end	A All	W	Three	09LDAW03	1	Begins at LF BC goes 410 cm rearward	Begins at LF BC goes 410 cm rearward	43CM BHND LT FRT AXL	1	410	79	10	6.74
821006210	1	2	1	T	3	61	888	0	1	R	F Side Front - left or right	W Below undercarriage level ( wheels and tires onl	N	One	00RFWN01	2	Wheel impact, RF wheel	Wheel Impact, RF wheel	RF Wheel	1	9999	79	10	6.74
821006210	1	3	1	T	1	1	270	9	1	L	B Side Rear - left or right	E Everything below belt line	9	Unknown	09LBE999	3	Back left corner	Back left corner	Back left corner	1	9999	79	10	6.74
821006210	2	4	1	T	1	2	80	3	1	R	Y Side (F + P) OR End (L + C)	M Middle -- top of frame to belt line or hood	W	One	03RYMW01	1	BGNS 36CM FRT RT FRTN AXL EXTNDS 287CM REARWARD	BGNS 45CM FRNT RT FRT AXL EXTNDS 297CM REARWARD	155CM BHND RT FRT AXL	1	287	79	10	6.74
821006210	2	5	1	T	1	2	999	99	1	R	B Side Rear - left or right	E Everything below belt line	9	Unknown	99RBE999	2	Begins around RR axle	Unknown	unknown	1	9999	79	10	6.74
821006210	3	6	1	T	5	79	888	0	1	T	D Distributed - (F+P+B)	L Left	W	Two	00TDLW02	2	Beg LF BC	N/A	on hood 96 cm fwd of LF axle	3	379	79	10	6.74
821006210	3	7	1	T	1	4	340	11	1	F	L Left - front or rear	E Everything below belt line	W	Three	11FLEW03	1	Beg LF BC	BC to BC	LF BC	2	50	79	10	6.74
821006210	4	1	1	T	1	4	10	12	1	F	D Distributed - side or end	E belt line and below	W	Six	12FDEW06	1	Beg. RF BC	BC to BC	RFBC	2	9999	79	10	6.74
821006210	4	3	1	T	1	1	90	3	1	R	B Side rear of cab to rear of trailer/cargo area	M Middle -- top of frame to belt line or hood	9	Unknown	03RBM999	2	overlapping damage	overlapping damage	overlapping damage	1	9999	79	10	6.74
821006210	4	4	1	T	1	2	190	6	1	L	P Side cab	E belt line and below	9	Unknown	06LPE999	4	Right front corner of the Cargo box	Right front corner of cargo box	Right front corner of cargo box	1	9999	79	10	6.74
821006210	4	5	1	T	1	2	999	99	1	L	9 Unknown	E belt line and below	9	Unknown	99L9E999	5	Unknow Overlapping	Unknown Overlapping	Unknown Overlapping	1	9999	79	10	6.74
821006210	4	7	1	T	1	4	0	12	14	F	R Right - front or rear	E belt line and below	N	Unknown	12FREN99	3	Overlapping damage	Overlapping damage	Overlapping damage	2	9999	79	10	6.74
821006309	1	1	1	T	1	1	30	1	1	F	D Distributed - side or end	E Everything below belt line	W	Three	01FDEW03	1	BC to BC- overlapping	BC to BC	RF BC	2	154	79	10	6.74
821006309	1	2	1	T	1	1	999	99	1	F	9 Unknown	9 Unknown	9	Unknown	99F99999	2	overlapping	overlapping	overlapping	2	9999	79	10	6.74
821006309	2	7	1	T	1	2	0	12	1	F	D Distributed - side or end	E Everything below belt line	W	Three	12FDEW03	1	BC to BC	BC to BC	28 cm left of RBC	2	124	79	10	6.74
821006309	3	6	1	T	1	3	0	12	1	F	D Distributed - side or end	E Everything below belt line	W	Two	12FDEW02	1	BC to BC	BC to BC	RF BC	2	154	79	10	6.74
821006309	4	5	1	T	1	4	0	12	1	F	D Distributed - side or end	A All	W	Eight	12FDAW08	1	BC to BC	BC to BC	LF BC	2	160	79	10	6.74
821006309	5	1	1	T	1	1	999	99	1	L	9 Unknown	9 Unknown	9	Unknown	99L99999	1	unknown due to overlapping	unknown	unknown	1	9999	79	10	6.74
821006309	5	2	1	T	1	1	999	99	1	L	9 Unknown	9 Unknown	9	Unknown	99L99999	2	unknown due to overlapping	unknown	unknown	1	9999	79	10	6.74
821006309	5	3	1	T	3	54	340	11	1	F	Y Side (F + P) OR End (L + C)	E belt line and below	W	Unknown	11FYEW99	3	Beg. LF BC	N/A	LFBC	2	50	79	10	6.74
821006309	5	4	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Three	00LDAO03	4	entire left plane	entire left plane	rollover scratches	1	9999	79	10	6.74
821006309	5	5	2	T	1	4	888	0	1	T	T Trailer	Y Left and Center (L+C)	W	0C	00TTYW0C	5	top of trailer	N/A	top of trailer	3	9999	79	10	6.74
821006309	5	6	2	T	1	3	888	0	1	T	T Trailer	Y Left and Center (L+C)	W	0C	00TTYW0C	6	top of trailer	N/A	top of trailer	3	9999	79	10	6.74
821006309	5	7	2	T	1	2	888	0	1	T	D Distributed - (F+P+B)	Y Left and Center (L+C)	W	0C	00TDYW0C	7	top of trailer	N/A	top of trailer	3	9999	79	10	6.74
821006389	1	1	1	T	1	1	200	7	1	B	L Left - front or rear	E Everything below belt line	E	Six	07BLEE06	1	Beg. LR BC	BC to BC	LR BC	2	30	79	10	12.701
821006389	1	3	1	T	1	1	150	5	1	R	D Distributed - side or end	E Everything below belt line	W	Two	05RDEW02	2	Beg. RR BC	N/A	70 cm rear RR axle	1	463	79	10	12.701
821006389	1	4	1	T	1	1	999	99	1	R	9 Unknown	9 Unknown	9	Unknown	99R99999	3	overlapping	overlapping	overlapping	1	9999	79	10	12.701
821006389	1	5	1	T	3	54	20	1	1	F	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Three	01FYEW03	4	Beg. LF BC	BC to BC	LF BC	2	88	79	10	12.701
821006389	2	1	1	T	1	1	50	2	1	R	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	Two	02RZEW02	1	Beg. 80 cm rear of LF axle	N/A	354 cm rear of RF axle	1	455	79	10	12.701
821006389	2	2	1	T	3	54	10	12	1	F	R Right - front or rear	L Frame -- top of frame,frame, bottom of frame	E	One	12FRLE01	2	Beg. RF BC	BC to BC	RF BC	2	54	79	10	12.701
821006389	5	3	1	T	1	1	210	7	1	L	P Side cab	L Low - top of frame, frame, and bottom of frame	W	Two	07LPLW02	1	Beg. 37 cm fwd LF axle 1	N/A	130 cm rear LF axle 1	1	210	79	10	12.701
821006389	5	4	2	T	1	1	180	6	1	L	T Trailer	F Belt line/below on trailer	S	0A	06LTFS0A	2	Beg. 70 cm fwd left axle 2	N/A	paint transfers on landing gear	1	510	79	10	12.701
821006389	5	6	1	T	3	54	330	11	1	F	Y Side (F + P) OR End (L + C)	E belt line and below	W	Two	11FYEW02	3	Beg. 70 cm left of RF BC	BC to BC	LF BC	2	160	79	10	12.701
821006429	1	1	1	T	3	63	888	0	1	F	R Right - front or rear	W Below undercarriage level ( wheels and tires onl	U	One	00FRWU01	4	right front tire	right front tire	right front tire	2	9999	79	10	12.701
821006429	1	2	1	T	2	31	888	0	1	R	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Two	00RDAO02	1	Entire right side	Entire right side	0.9 m rear of axle 2	1	456	79	10	12.701
821006429	1	3	1	T	3	54	888	0	1	F	Z Side (P + B) OR End (C + R)	E belt line and below	W	One	00FZEW01	2	Beg. RF BC	BC to BC	RF BC	2	62	79	10	12.701
821006429	1	4	1	T	3	54	888	0	1	U	9 Unknown	9 Unknown	9	Unknown	00U99999	3	undercarriage	undercarriage	undercarriage	4	9999	79	10	12.701
822006286	1	1	1	T	1	1	0	12	1	F	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	Seven	12FDAW07	3	Begins Left front bumper corner inward	Entire Front Plane BC to BC.	UNKNOWN	2	9999	81	11	38.971
822006286	1	2	1	T	3	54	999	99	1	F	9 Unknown	9 Unknown	9	Unknown	99F99999	1	BUMPER CORNER TO CORNER	Entire Front Plane BC to BC.	UNKNOWN	2	148	81	11	38.971
822006286	1	3	2	T	1	1	0	12	1	R	T Trailer	A Top to Bottom of vehicle / no wheels	S	0A	12RTAS0A	2	STARTS 302 CM BEHIND FRONT OF TRAILER	N/A (Right side of trailer)	UNKNOWN	1	997	81	11	38.971
822006286	2	1	1	T	1	1	180	6	1	B	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	0A	06BDAW0A	1	Entire rear	SAME	UNKNOWN	2	9999	81	11	38.971
822006286	2	3	1	T	1	1	20	1	1	R	B Side rear of cab to rear of trailer/cargo area	A Top to Bottom of vehicle / no wheels	S	One	01RBAS01	2	Right side sideswipe.	N/A	unknown	1	9999	81	11	38.971
822006325	3	2	1	T	1	3	350	12	1	F	L Left - front or rear	E belt line and below	E	Three	12FLEE03	1	STARTS AT LF BUMPER CORNER	SAME	UNKNOWN	2	6	81	11	73.431
822006325	3	3	1	T	1	3	20	1	1	R	Y Side (F + P) OR End (L + C)	E belt line and below	W	Two	01RYEW02	2	STARTS 97 CM BEHIND RF AXLE	SAME	UNKNOWN	1	390	81	11	73.431
822006325	4	2	2	T	1	3	170	6	1	R	T Trailer	F Belt line/below on trailer	W	0A	06RTFW0A	1	STARTS 93 CM FORWARD THE LAST AXLE ON RR TRAILER	SAME	UNKNOWN	1	9999	81	11	73.431
822006347	1	1	1	T	1	1	30	1	1	R	P Side center section L or R	E Everything below belt line	W	One	01RPEW01	1	STARTS 78 CM FORWARD RR AXLE	SAME	UNKNOWN	1	148	81	11	38.971
822006347	1	2	1	T	1	1	270	9	1	L	D Distributed - side or end	A All	W	Three	09LDAW03	2	STARTS 12 CM BEHIND LF BUMPER CORNER	SAME	UNKNOWN	1	516	81	11	38.971
822006347	1	3	1	T	3	56	30	1	1	R	F Side Front - left or right	E Everything below belt line	E	One	01RFEE01	3	STARTS AT RF BUMPER CORNER	SAME	UNKNOWN	1	29	81	11	38.971
822006347	2	1	1	T	1	1	30	1	1	F	R Right - front or rear	E Everything below belt line	E	Three	01FREE03	1	STARTS AT RF BUMPER CORNER	CORNER TO CORNER	UNKNOWN	2	35	81	11	38.971
822006347	3	2	1	T	1	1	340	11	1	F	D Distributed - side or end	E belt line and below	W	Two	11FDEW02	1	STARTS AT LF BUMPER CORNER	CORNER TO CORNER	UNKNOWN	2	222	81	11	38.971
823003603	1	1	1	T	1	1	0	12	1	F	L Left - front or rear	A All	W	Six	12FLAW06	1	Begins 31cms Left of CP to left	N/A	76cms Left of CP	2	45	82	10	0
823003603	1	2	1	T	1	1	350	12	1	L	B Side Rear - left or right	L Frame -- top of frame,frame, bottom of frame	S	One	12LBLS01	2	Begins 62cms aft of LR axle-rearward	N/A	72cms aft of LR axle	1	53	82	10	0
823003603	1	3	1	T	1	1	0	12	1	F	9 Unknown	9 Unknown	9	Unknown	12F99999	3	Overlapping damage with Event #1	N/A	N/A - overlapping damage	2	45	82	10	0
823003603	2	3	1	T	1	1	170	6	1	R	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	Two	06RZEW02	1	Begins 218cms aft of RF axle - rwd	N/A	308cms aft of RF axle	1	131	82	10	0
823003603	3	1	1	T	1	1	190	6	1	B	R Right - front or rear	M Middle -- top of frame to belt line or hood	W	0A	06BRMW0A	1	Begins 78cms Right of CP to Right	Not Applicable	RRBC - 121cms Right of CP	2	48	82	10	0
823003603	3	2	1	T	1	1	170	6	1	B	R Right - front or rear	L Low - top of frame, frame, and bottom of frame	9	Unknown	06BRL999	2	Unknown-overlapping with Event #1	Not Applicable	RRBC - 121cms Right of CP	2	9999	82	10	0
823003604	1	1	1	T	1	1	0	12	11	F	Z Side (P + B) OR End (C + R)	A All	W	Seven	12FZAW07	1	Begins 21cms Left of CP to Right	N/A	23cms Right of CP	2	69	82	10	0
823003604	2	1	2	T	1	1	190	6	14	B	L Left - front or rear	F Belt line/below on trailer	W	0A	06BLFW0A	1	To rear guard: Begins 36cms Left of CP to left	Not Applicable	83cms Left of CP	2	45	82	10	0
823003844	1	1	1	T	1	1	180	6	12	B	D Distributed - side or end	E Everything below belt line	W	Three	06BDEW03	1	LFBC TO RFBC	BC to BC	36 cms right of CP	2	150	82	10	62.628
823003844	2	1	1	T	1	1	0	12	14	F	D Distributed - side or end	L Low - top of frame, frame, and bottom of frame	W	One	12FDLW01	1	DD too sporadic to measure; DD very light	BC to BC	RFBC	2	173	82	10	62.628
823003882	1	1	1	T	1	1	10	12	1	F	R Right - front or rear	E Everything below belt line	E	Four	12FREE04	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	33.237
823003882	1	2	1	T	2	31	888	0	1	T	Y Side Front/Center Section (F+P)	D Distributed	O	Six	00TYDO06	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	33.237
823003882	1	3	1	T	3	54	888	0	1	R	B Side Rear - left or right	E Everything below belt line	E	One	00RBEE01	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	33.237
823003882	2	1	3	T	1	1	190	6	1	B	Y Side (F + P) OR End (L + C)	L Low - top of frame, frame, and bottom of frame	W	0A	06BYLW0A	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	33.237
823003886	1	1	1	T	1	5	180	6	12	B	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	Two	06BZEW02	1	begins 15 cms left of CP to right	BC to BC	38 cms right of CP	2	87	82	10	62.628
823003886	1	2	1	T	1	1	0	12	1	F	R Right - front or rear	L Frame -- top of frame,frame, bottom of frame	E	One	12FRLE01	2	Begins RFBC left 21cm	BC to BC	63 cms right of CP	2	21	82	10	62.628
823003886	2	2	1	T	1	1	160	5	1	B	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Two	05BYEW02	1	begins 3 cms right of cp to left	BC to BC	42 cms left of cp	2	78	82	10	62.628
823003886	2	5	1	T	1	5	170	6	1	R	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	One	06RZEW01	2	begins 17cms fwd RR axle - aft	n/a	46 cms aft of RR axle	1	76	82	10	62.628
823003886	3	3	1	T	1	5	180	6	1	B	L Left - front or rear	A All	E	Three	06BLAE03	1	begins 50 cms left of cp to left	BC to BC	80 cms left of cp LRBC	2	30	82	10	62.628
823003886	3	4	1	T	1	3	0	12	1	F	D Distributed - side or end	L Frame -- top of frame,frame, bottom of frame	W	One	12FDLW01	2	begins 59 cms left of cp to right	BC to BC	38 cms left of cp	2	111	82	10	62.628
823003886	5	1	1	T	1	5	0	12	1	F	Y Side (F + P) OR End (L + C)	E belt line and below	W	Two	12FYEW02	2	Begins 21cms Left of CP to left	N/A	52cms Left of CP	2	86	82	10	62.628
823003886	5	3	1	T	1	5	0	12	1	F	R Right - front or rear	E belt line and below	W	Two	12FREW02	1	Begins 43cms Right of CP to right	N/A	RFBC-101cms Right of CP	2	68	82	10	62.628
823003886	5	5	1	T	1	5	0	12	1	F	R Right - front or rear	9 Unknown	9	Unknown	12FR9999	3	Begins 21cms Left of CP to left	N/A	52cms Left of CP	2	9999	82	10	62.628
823004062	1	1	1	T	1	1	310	10	1	L	Z Side (P + B) OR End (C + R)	A All	W	Two	10LZAW02	1	begins 36 cms fwd of LR axle  - rwd	N/A	23 cms aft of LR axle	1	134	82	10	62.628
823004062	1	2	1	T	3	54	20	1	1	F	D Distributed - side or end	E Everything below belt line	W	One	01FDEW01	2	begins 69 cms left of cp to right	N/A	39 cms right of cp	2	143	82	10	62.628
823004062	2	1	1	T	1	1	80	3	1	R	F Side Front - frontof windshield	L Low - top of frame, frame, and bottom of frame	W	One	03RFLW01	1	No measurable DD-only scuffs to RF tire	N/A	N/A - no crush/scuffs only	1	9999	82	10	62.628
823004105	1	1	1	T	5	72	180	6	1	D	R Right - front or rear	W Below undercarriage level ( wheels and tires onl	U	One	06DRWU01	1	N/A - see sketches	N/A	N/A - see sketches	99	9999	82	10	11.952
823004105	1	2	1	T	5	72	180	6	1	D	R Right - front or rear	W Below undercarriage level ( wheels and tires onl	U	One	06DRWU01	2	N/A - see sketches	N/A	N/A - see sketches	99	9999	82	10	11.952
823004125	1	1	1	T	1	1	0	12	1	F	R Right - front or rear	A Top to Bottom of vehicle / no wheels	E	Nine	12FRAE09	1	N/A - Outside tire on right Axle 4 impacted	Not Applicable	N/A	99	9999	82	10	62.628
823004125	1	2	2	T	1	1	0	12	1	V	R Right - front or rear	A Top to Bottom of vehicle / no wheels	S	0A	12VRAS0A	2	Begins 113cms right of CP to right	Not Applicable	118cms Right of CP	2	7	82	10	62.628
823004125	1	3	1	T	1	1	0	12	1	F	R Right - front or rear	A Top to Bottom of vehicle / no wheels	E	Unknown	12FRAE99	3	Begins 44cms Right of CP to right	Not Applicable	Overlapping damage	2	34	82	10	62.628
823004125	1	4	1	T	1	1	0	12	1	F	R Right - front or rear	A Top to Bottom of vehicle / no wheels	E	Unknown	12FRAE99	4	Begins 44cms Right of CP to right	Not Applicable	Overlapping damage	2	34	82	10	62.628
823004125	1	5	1	T	2	34	999	13	1	C	R Right - front or rear	H Top of frame to top of vehicle	N	Seven	13CRHN07	5	Intraunit damage	Not Applicable	Could not measure/estimate	99	9999	82	10	62.628
823004125	1	5	2	T	2	34	999	13	1	R	T Trailer	A Top to Bottom of vehicle / no wheels	N	0A	13RTAN0A	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823004125	2	1	2	T	1	1	170	6	1	B	L Left - front or rear	A Top to Bottom of vehicle / no wheels	E	0A	06BLAE0A	1	Begins 115 cms Left of Center Point - left	Not applicable	130cms Left of Center Point	2	14	82	10	62.628
823004125	2	2	2	T	1	1	180	6	1	L	T Trailer	A Top to Bottom of vehicle / no wheels	S	0A	06LTAS0A	2	Begins 381cms aft of 3rd axle - fwd to 253cms aft	Not applicable	No crush/swipes only	1	127	82	10	62.628
823004125	2	3	1	T	1	1	180	6	1	D	L Left - front or rear	A Top to Bottom of vehicle / no wheels	S	Nine	06DLAS09	3	Begins 128cms aft of 3rd axle	Not applicable	N/A - see profile	2	20	82	10	62.628
823004125	2	4	1	T	1	1	190	6	1	L	K Side(P + W)	A Top to Bottom of vehicle / no wheels	W	One	06LKAW01	4	Begins 284cms aft of axle 1 - fwd	Not applicable	unknown	1	94	82	10	62.628
823004582	1	1	1	T	1	1	999	99	1	R	9 Unknown	9 Unknown	9	Unknown	99R99999	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823004582	1	5	1	T	1	1	90	3	1	R	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	Unknown	03RZEW99	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823004582	1	6	1	T	1	1	20	1	11	F	D Distributed - side or end	G Belt line and above	W	Eight	01FDGW08	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823004582	2	1	1	T	1	1	190	6	1	L	F Side Front - left or right	E Everything below belt line	S	Two	06LFES02	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823004582	2	2	1	T	1	2	100	3	1	R	Y Side (F + P) OR End (L + C)	A All	W	Two	03RYAW02	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823004582	2	3	1	T	1	2	110	4	1	R	Z Side (P + B) OR End (C + R)	G Belt line and above	N	Three	04RZGN03	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823004582	2	4	1	T	1	2	190	6	11	B	C Center - front or rear	E Everything below belt line	W	Two	06BCEW02	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823004582	3	2	2	T	1	2	270	9	1	L	T Trailer	T Trailer	U	0A	09LTTU0A	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823004582	3	3	2	T	1	2	290	10	1	L	T Trailer	F Belt line/below on trailer	W	0A	10LTFW0A	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823004582	3	4	2	T	1	2	340	11	1	L	T Trailer	F Belt line/below on trailer	W	0A	11LTFW0A	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823004582	3	5	2	T	1	1	230	8	1	L	T Trailer	T Trailer	U	0A	08LTTU0A	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823004582	3	6	2	T	1	1	350	12	1	L	T Trailer	F Belt line/below on trailer	W	0A	12LTFW0A	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823004705	1	1	1	T	1	1	170	6	11	B	D Distributed - side or end	E Everything below belt line	W	Five	06BDEW05	1	LRBC to RRBC	Rear plane (Bumper corner to bumper corner.	LRBC	2	160	82	10	62.628
823004705	2	1	1	T	1	1	0	12	14	F	Z Side (P + B) OR End (C + R)	E belt line and below	W	One	12FZEW01	1	Begins 5cms Right of CP to right	N/A	RFBC - 110cms right of CP	2	115	82	10	62.628
823004762	1	1	1	T	1	1	0	12	1	F	9 Unknown	9 Unknown	9	Unknown	12F99999	1	unknown--bumper cover not with vehicle	Not Applicable	RFBC-due to overlapping damage	2	9999	82	10	33.237
823004762	1	4	1	T	1	1	130	4	1	R	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Four	04RYEW04	3	Begins 194cms fwd of RR axle - fwd	Not Applicable	206cms fwd of RR axle	1	9999	82	10	33.237
823004762	2	1	1	T	1	1	180	6	1	B	D Distributed - side or end	E Everything below belt line	W	Two	06BDEW02	1	begins 19 cms right of cp to right	Not Applicable	68 cms right of cp	2	70	82	10	33.237
823004762	2	2	1	T	1	2	10	12	1	F	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	Three	12FZEW03	2	unknown--bumper cover missing	Not Applicable	RFBC estimate	2	9999	82	10	33.237
823004762	2	3	1	T	1	2	350	12	11	F	L Left - front or rear	A All	E	Nine	12FLAE09	3	D.D. to entire left side--no undamaged ref. point	Not Applicable	left A pillar	2	9999	82	10	33.237
823004762	3	2	1	T	1	2	170	6	1	B	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Five	06BYEW05	1	begins 20 cms left of CP to LRBC	Not Applicable	LRBC-73 cms left of CP	2	58	82	10	33.237
823004762	4	3	1	T	1	2	350	12	1	L	B Side rear of cab to rear of trailer/cargo area	E belt line and below	W	Two	12LBEW02	2	Begins 84cms fwd of Left Axle 2 - fwd	N/A	177cms fwd of Left Axle 2	1	426	82	10	33.237
823004762	4	4	1	T	1	1	350	12	1	F	Y Side (F + P) OR End (L + C)	E belt line and below	W	One	12FYEW01	1	Begins 37cms Right of CP to Left	N/A	23cms Left of CP	2	136	82	10	33.237
823004922	1	1	1	T	3	56	350	12	1	L	Y Side (F + P) OR End (L + C)	L Low - top of frame, frame, and bottom of frame	W	Unknown	12LYLW99	1	Begins 78cms fwd of LF axle - aft	N/A	N/A - see sketch pg.	1	118	82	10	11.952
823004922	1	2	1	T	3	58	350	12	1	L	D Distributed - side or end	L Low - top of frame, frame, and bottom of frame	W	Unknown	12LDLW99	2	LR tire and axle	N/A	overlapping damage	1	9999	82	10	11.952
823004922	1	3	1	T	2	31	888	0	1	T	D Distributed - (F+P+B)	D Distributed	O	Unknown	00TDDO99	3	top plane	N/A	could not measure on scene	3	9999	82	10	11.952
823005424	1	1	1	T	3	56	10	12	1	F	D Distributed - side or end	L Low - top of frame, frame, and bottom of frame	W	One	12FDLW01	2	Begins 46cms Right of CP to Left	Not Applicable	RFBC	2	153	82	10	62.628
823005424	1	2	1	T	2	34	999	13	1	L	Z Side (P + B) OR End (C + R)	A Top to Bottom of vehicle / no wheels	W	Three	13LZAW03	1	Begins 168cms aft of LF axle - rwd	Not Applicable	339cms aft of LF axle	1	171	82	10	62.628
823005424	1	2	2	T	2	34	999	13	1	L	T Trailer	A Top to Bottom of vehicle / no wheels	W	0A	13LTAW0A	9	Not Collected	Not Collected	Not Collected	97	9997	82	10	62.628
823005424	1	3	1	T	3	56	70	2	1	R	S Side(F + P + W)	L Low - top of frame, frame, and bottom of frame	W	One	02RSLW01	3	Begins 463cms aft of LF axle - rwd	Not Applicable	465cms aft of RF axle	1	9999	82	10	62.628
823005566	1	1	1	T	3	64	0	12	1	F	R Right - front or rear	A Top to Bottom of vehicle / no wheels	W	Six	12FRAW06	1	Begins 59cms Right of CP to right	Not Applicable	87cms Right of CP	2	58	82	10	33.237
823005982	1	1	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	Three	00LDAO03	1	Entire left side of tractor & trailer	Not Applicable	94cms aft of LF axle	1	9999	82	10	62.628
823005982	1	2	2	T	3	63	888	0	1	L	T Trailer	G Belt line and above	W	0A	00LTGW0A	2	Top left of trailer	Top Left of trailer	Unknown	1	9999	82	10	62.628
828004080	1	1	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	One	00LDAO01	1	left ft.axle to lt. rear axle	left ft.axle to lt. rear axle	C3	1	244	5	2	790.707
828004080	1	2	2	T	3	68	888	0	1	T	T Trailer	L Left	N	0A	00TTLN0A	9	Not Collected	Not Collected	Not Collected	97	9997	5	2	790.707
828004158	1	1	1	T	1	1	350	12	12	F	L Left - front or rear	A All	W	Seven	12FLAW07	9	Not Collected	Not Collected	Not Collected	97	9997	5	2	790.707
828004158	2	1	1	T	1	1	330	11	12	U	T Trailer	L Left	W	0A	11UTLW0A	1	rt. #4 axle trl.	rt. #4 axle of trl.	unk	4	9999	5	2	790.707
828004178	2	2	1	T	1	1	180	6	1	B	D Distributed - side or end	E Everything below belt line	W	Two	06BDEW02	9	Not Collected	Not Collected	Not Collected	97	9997	5	2	790.707
828004178	2	3	1	T	1	2	0	12	1	F	D Distributed - side or end	E Everything below belt line	W	One	12FDEW01	9	Not Collected	Not Collected	Not Collected	97	9997	5	2	790.707
828004178	3	1	1	T	1	1	0	12	1	F	D Distributed - side or end	E belt line and below	W	One	12FDEW01	9	Not Collected	Not Collected	Not Collected	97	9997	5	2	790.707
828004178	4	3	1	T	1	2	999	99	1	9	9 Unknown	Z Right and Center(R+C)	9	Unknown	9999Z999	9	Not Collected	Not Collected	Not Collected	97	9997	5	2	790.707
864004188	1	1	1	T	1	1	350	12	1	F	L Left - front or rear	E Everything below belt line	E	Two	12FLEE02	9	Not Collected	Not Collected	Not Collected	97	9997	6	1	29.901
864004188	1	2	1	T	1	1	340	11	1	L	B Side Rear - left or right	E Everything below belt line	W	One	11LBEW01	2	left side	begin 43cm after rear axle	C2	1	126	6	1	29.901
864004188	1	3	1	T	3	56	30	1	1	F	D Distributed - side or end	E Everything below belt line	W	One	01FDEW01	3	front	bc (to) bc	C6	2	140	6	1	29.901
864004188	2	1	1	T	1	1	150	5	1	R	Y Side (F + P) OR End (L + C)	E belt line and below	W	One	05RYEW01	1	Right front tractor fender	begins 51cm rear of front axle	24	1	152	6	1	29.901
864004188	2	2	1	T	1	1	150	5	1	R	Y Side (F + P) OR End (L + C)	E belt line and below	W	One	05RYEW01	9	Not Collected	Not Collected	Not Collected	97	9997	6	1	29.901
864004188	2	4	1	T	3	56	350	12	1	F	D Distributed - side or end	L Low - top of frame, frame, and bottom of frame	W	One	12FDLW01	9	Not Collected	Not Collected	Not Collected	97	9997	6	1	29.901
864004189	1	1	1	T	1	1	0	12	1	F	D Distributed - side or end	E Everything below belt line	W	Three	12FDEW03	1	begins 90cm left of center	bmp corner to bmp corner	xxx	2	140	6	1	29.901
