CaseID	VehicleNumber	EventNumber	PositionNumber	DCType	ObjectContactClass	CDCObjectContact	ForceDirection	ClockForce	OverrideDesc	DeformLocation	DeformLong	DeformVertical	DeformDistribution	DeformExtent	DeformCode	ImpactNumber	DamageLocation	FieldLocation	MaxCrushLocation	CDCCategory	CDCWidth	PSU	PSUStrata	RATWeight
342006545	6	10	1	T	3	54	0	12	1	F	D Distributed - side or end	E belt line and below	W	Unknown	12FDEW99	4	FRONT B/C TO B/C	UNK	UNK	2	244	73	5	356.366
342006565	1	1	1	T	1	1	0	32	4	F	D Distributed - side or end	A All	W	Seven	32FDAW07	1	Frt BC to BC	Frt BC to BC	C3	2	115	73	5	60.371
342006565	2	1	2	T	1	1	180	6	14	B	Y Side (F + P) OR End (L + C)	L Low - top of frame, frame, and bottom of frame	W	0B	06BYLW0B	1	BEG L/R TRAILER TO 198CM	Entire back plane of trailer	LR corner of trailer	2	198	73	5	60.371
342006605	1	1	1	T	1	1	190	6	1	L	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Three	06LYEW03	1	starts 166 cm fwd aft end fwd 245	starts 166 fwd aft end fwd 245	C1	1	245	73	5	195.635
342006605	1	2	1	T	1	1	270	9	1	L	B Side Rear - left or right	A All	W	Three	09LBAW03	2	starts 9 cm fwd aft end fwd 114	starts 9 cm fwd aft end fwd 126	C4	1	114	73	5	195.635
342006605	1	3	1	T	3	45	10	12	1	R	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	One	12RYEW01	3	starts 251 cm fwd aft end fwd 87	starts 226 cm fwd aft end fwd 149	C3	1	87	73	5	195.635
342006605	2	1	1	T	1	1	10	12	14	F	R Right - front or rear	E belt line and below	W	One	12FREW01	1	BEG R/F B/C	UNK	UNK	2	63	73	5	195.635
342006605	2	2	1	T	1	1	90	3	1	R	Y Side (F + P) OR End (L + C)	E belt line and below	W	One	03RYEW01	2	BEG R/F B/C TO 503CM	UNK	UNK	1	9999	73	5	195.635
342006605	2	4	1	T	3	45	0	12	1	F	9 Unknown	9 Unknown	9	Unknown	12F99999	3	MASKED	MASKED	MASKED	2	9999	73	5	195.635
342006605	2	5	1	T	2	31	888	0	1	L	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	O	One	00LDAO01	4	ROLLOVER	ROLLOVER	ROLLOVER	1	9999	73	5	195.635
342006805	1	1	1	T	3	64	888	0	1	F	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	Nine	00FDAW09	1	FRONT B/C TO B/C	Not Applicable	Unknown	2	230	73	5	60.371
343007095	1	1	1	T	1	1	190	6	1	L	Z Side (P + B) OR End (C + R)	E Everything below belt line	S	One	06LZES01	1	LRBC to 75 cm fwd	LRBC to 75 cm fwd	35 cm fwd of LRBC	1	75	72	4	58.657
343007095	1	2	1	T	3	63	270	9	1	L	B Side Rear - left or right	W Below undercarriage level ( wheels and tires onl	N	One	09LBWN01	2	left rear wheel	na	unknown	1	9999	72	4	58.657
343007095	1	3	1	T	2	31	888	0	1	T	Z Side Center/Rear Section(P+B)	D Distributed	O	Two	00TZDO02	3	front bumper to 405 cm aft	overall length	110 cm fwd of RR axle	3	405	72	4	58.657
343007095	2	1	1	T	1	1	10	12	1	R	F Side Front - frontof windshield	L Low - top of frame, frame, and bottom of frame	S	One	12RFLS01	1	RFBC to 140 cm aft	RFBC to 140 cm aft	RFBC	1	140	72	4	58.657
344006655	1	1	1	T	5	72	0	12	1	F	9 Unknown	9 Unknown	9	Unknown	12F99999	1	Unknown	Uknown	Unknown	2	9999	72	4	32.201
344006775	1	1	1	T	5	73	0	12	1	F	R Right - front or rear	E belt line and below	W	One	12FREW01	1	FRBC to 55 cm left	BC to BC	FRBC	2	55	72	4	9.937
344006835	1	1	1	T	1	1	0	12	1	F	D Distributed - side or end	E belt line and below	W	One	12FDEW01	1	RFBC to 180 cm left	BC to BC	65 cm left of RFBC	2	180	72	4	58.657
344006835	2	1	1	T	1	1	180	6	1	B	D Distributed - side or end	F Belt line/below on trailer	W	0A	06BDFW0A	1	LRBC  to 170 cm right	BC to BC	LRBC	2	170	72	4	58.657
344006835	2	2	1	T	1	2	0	12	1	F	D Distributed - side or end	E belt line and below	W	Two	12FDEW02	2	FLBC to 140 cm right	BC to BC	FLBC	2	140	72	4	58.657
344006835	3	2	2	T	1	2	180	6	1	B	Z Side (P + B) OR End (C + R)	F Belt line/below on trailer	W	0A	06BZFW0A	1	RRBC TO 130 CM LEFT	BC TO BC	RRBC	2	130	72	4	58.657
344006835	3	3	1	T	1	3	0	12	1	F	D Distributed - side or end	E belt line and below	W	One	12FDEW01	2	LFBC TO 190 CM RIGHT	BC TO BC	LFBC	2	190	72	4	58.657
344006835	4	3	2	T	1	3	180	6	1	B	D Distributed - side or end	F Belt line/below on trailer	W	0A	06BDFW0A	1	BC TO BC	BC TO BC	LRBC	2	240	72	4	58.657
344006915	1	1	1	T	1	3	180	6	4	B	Y Side (F + P) OR End (L + C)	A All	W	Unknown	06BYAW99	1	RRBC left unknown	Rear BC to BC	65 cm right of LRBC	2	9999	72	4	9.937
344006915	1	3	1	T	1	1	350	12	1	L	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Unknown	12LYEW99	2	unknown	unknown	unknown	1	9999	72	4	9.937
344006915	1	4	1	T	3	64	20	1	1	R	D Distributed - side or end	E Everything below belt line	W	One	01RDEW01	3	RFBC to 10 cm aft of RR axle	RFBC to 10 cm aft of RR axle	95 cm aft of RFBC	1	375	72	4	9.937
344006915	1	5	1	T	1	1	999	99	1	L	9 Unknown	9 Unknown	9	Unknown	99L99999	4	unknown	unknown	unknown	1	9999	72	4	9.937
344006915	2	2	1	T	1	3	170	6	4	B	L Left - front or rear	A All	E	Three	06BLAE03	3	LRBC to 40 cm right	BC to BC	LRBC	2	40	72	4	9.937
344006915	2	3	1	T	1	1	190	6	1	B	R Right - front or rear	A All	E	Two	06BRAE02	1	RRBC to 30 cm left	BC to BC	RRBC	2	30	72	4	9.937
344006915	3	1	1	T	1	3	0	12	14	F	Z Side (P + B) OR End (C + R)	E belt line and below	W	Three	12FZEW03	1	frbc to 130 cm left	bc to bc	appears to be RFBC, but have masking damage there	2	130	72	4	9.937
344006915	3	2	1	T	1	3	10	12	1	F	R Right - front or rear	E belt line and below	9	Unknown	12FRE999	2	Front masked	Front masked	Unknown	2	9999	72	4	9.937
344006915	4	5	1	T	1	1	20	1	1	F	R Right - front or rear	E belt line and below	W	One	01FREW01	1	RFBC to 55 cm left	BC to BC	RFBC	2	55	72	4	9.937
344006999	1	1	1	T	1	1	0	12	1	F	D Distributed - side or end	E belt line and below	W	One	12FDEW01	1	BC to BC	BC to BC	65 cm right of FLBC	2	210	72	4	58.657
344006999	2	1	2	T	1	1	180	6	1	B	D Distributed - side or end	A Top to Bottom of vehicle / no wheels	W	0A	06BDAW0A	1	BC to BC	BC to BC	Unknown	2	9999	72	4	58.657
344007015	1	1	1	T	3	54	999	99	1	9	9 Unknown	9 Unknown	9	Unknown	99999999	3	BC to BC	BC to BC	Unknown	99	9999	72	4	9.937
344007015	1	2	1	T	2	34	999	13	1	L	9 Unknown	9 Unknown	9	Unknown	13L99999	1	unknown/tractor damage from jackknife	na	Unknown	1	9999	72	4	9.937
344007015	1	2	2	T	2	34	999	13	1	L	T Trailer	B Belt Line and above	W	0A	13LTBW0A	2	jackknife damage to trailer	na	560cm rear of LFC	1	450	72	4	9.937
344007355	1	1	1	T	1	2	180	6	1	B	D Distributed - side or end	E Everything below belt line	W	Two	06BDEW02	1	Rear BC to BC	Rear BC to BC	40 cm left of RRBC	2	150	72	4	58.657
344007355	2	1	1	T	1	2	0	12	1	F	D Distributed - side or end	E belt line and below	W	One	12FDEW01	1	RFBC to 170 cm left	BC to BC	RFBC	2	170	72	4	58.657
345006548	1	1	1	T	1	1	350	12	1	F	Y Side (F + P) OR End (L + C)	A All	A	Seven	12FYAA07	1	100CM FROM LEFT CORNER	WHOLE FRONT END	underide	2	43	74	4	34.412
345006548	2	1	2	T	1	1	160	5	1	R	T Trailer	F Belt line/below on trailer	A	0A	05RTFA0A	1	260 BEHIND REAR TRACTOR WHEELS	260 BEHIND REAR TRACTOR WHEELS	UNK	1	260	74	4	34.412
345006608	1	1	1	T	1	1	290	10	1	L	Y Side (F + P) OR End (L + C)	A All	W	Two	10LYAW02	1	106 FRONT OF LEFT REAR AXLE	106 FRONT OF LEFT REAR AXLE	273 FRONT OF LEFT RAR AXEL	1	9999	74	4	34.412
345006608	1	2	1	T	3	57	0	12	1	F	D Distributed - side or end	E Everything below belt line	W	One	12FDEW01	2	WHOLE FRONT END	WHOLE FRONT END	UNK	2	160	74	4	34.412
345006608	1	2	1	T	3	57	0	12	1	R	D Distributed - side or end	E Everything below belt line	S	One	12RDES01	9	Not Collected	Not Collected	Not Collected	97	9997	74	4	34.412
345006608	1	2	1	T	3	57	0	12	1	L	D Distributed - side or end	E Everything below belt line	S	One	12LDES01	9	Not Collected	Not Collected	Not Collected	97	9997	74	4	34.412
345006608	2	1	1	T	1	1	30	1	1	F	Z Side (P + B) OR End (C + R)	E belt line and below	W	One	01FZEW01	1	164 from right front bumper corner	whole front bumper	right corner	2	9999	74	4	34.412
345006609	1	1	1	T	1	1	30	1	4	F	D Distributed - side or end	E Everything below belt line	W	Four	01FDEW04	4	110 cm across hood line	entire front plane	C6	2	110	74	4	18.891
345006609	1	2	1	T	3	50	888	0	1	L	B Side Rear - left or right	E Everything below belt line	N	One	00LBEN01	3	47CM FROM LEFT REAR BUMPER CORNER	47CM FROM LEFT REAR BUMPER CORNER	50CM FROM LEFT REAR BUMPER CORNER	1	43	74	4	18.891
345006609	1	3	1	T	1	1	90	3	1	R	Y Side (F + P) OR End (L + C)	A All	W	Three	03RYAW03	2	right front door	unknown	unknown	1	9999	74	4	18.891
345006609	2	1	1	T	1	1	0	12	1	F	D Distributed - side or end	E belt line and below	W	One	12FDEW01	1	175cm from left bumper corner	whole front bumper	162 from left bumper corner	2	175	74	4	18.891
345006609	2	3	2	T	1	1	270	9	1	L	W Side rear of cab to rear of tractor	L Low - top of frame, frame, and bottom of frame	9	Unknown	09LWL999	2	unk	unk	unk	1	9999	74	4	18.891
345006610	1	1	1	T	1	1	270	9	1	L	Z Side (P + B) OR End (C + R)	A All	W	Three	09LZAW03	1	Beg 25cm fwd LR BC down side	Beg LR BC down side	C3	1	238	74	4	18.891
345006610	1	2	1	T	1	1	10	12	1	F	L Left - front or rear	E Everything below belt line	E	One	12FLEE01	2	Beg LF BC across end	Front BC to BC	UNK	2	34	74	4	18.891
345006610	2	1	1	T	1	1	0	12	1	F	D Distributed - side or end	E belt line and below	W	One	12FDEW01	1	WHOLE BUMPER	WHOLE BUMPER	RIGHT FRONT BUMPER CORNER	2	210	74	4	18.891
345006610	2	2	1	T	1	1	320	11	1	L	P Side cab	L Low - top of frame, frame, and bottom of frame	N	One	11LPLN01	2	160 BEHIND FRONT AXLE	160 BEHIND LEFT FRONT AXLE	1600 BEHIND LEF FRONT AXEL	1	14	74	4	18.891
345006648	1	1	1	T	1	1	90	3	1	R	Y Side (F + P) OR End (L + C)	A All	W	Six	03RYAW06	1	Begins at right front door hinge post	na	right front fender	1	135	74	4	34.412
345006648	1	2	1	T	1	1	90	3	1	R	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	Two	03RZEW02	2	12 BEHIND RIGHT REAR AXEL	21 FRONT RIGHT REAR AXEL	22 BEHIND RIGHT RERAR AXEL	1	74	74	4	34.412
345006648	2	1	2	T	1	1	0	12	1	V	L Left - front or rear	W Below undercarriage level ( wheels and tires onl	W	0C	12VLWW0C	2	First axle of trailer	na	NONE	2	9999	74	4	34.412
345006648	2	2	2	T	1	1	270	9	1	L	T Trailer	W Below undercarriage level ( wheels and tires onl	W	0A	09LTWW0A	1	third axle of trailer	na	NONE	1	9999	74	4	34.412
345006708	1	1	1	T	1	1	40	1	1	F	D Distributed - side or end	E Everything below belt line	W	One	01FDEW01	1	WHOLE FRONT BUMPER	WHOLE FRONT BUMPER	25 FROM RIGHT CORNER	2	178	74	4	5.83
345006708	2	1	1	T	1	1	350	12	1	F	Y Side (F + P) OR End (L + C)	E belt line and below	W	Four	12FYEW04	9	Not Collected	Not Collected	Not Collected	97	9997	74	4	5.83
345006708	2	2	1	T	3	45	0	12	1	F	L Left - front or rear	A Top to Bottom of vehicle / no wheels	N	Six	12FLAN06	2	30 FROM LEFT CORNER	WHOLE FRONT BUMPER	UNK	2	9999	74	4	5.83
345006708	2	3	1	T	3	57	0	12	1	F	D Distributed - side or end	E belt line and below	W	Unknown	12FDEW99	3	WHOLE FRONT BUMPER	WHOLE FRONT BUMPER	UNK	2	9999	74	4	5.83
345006709	1	1	1	T	1	1	999	99	1	L	9 Unknown	9 Unknown	9	Unknown	99L99999	1	UNK AREA LEFT SIDE	UNK AREA LEFT SIDE	UNK	1	9999	74	4	5.83
345006709	1	2	1	T	1	1	999	99	1	L	Y Side (F + P) OR End (L + C)	9 Unknown	W	Unknown	99LY9W99	2	UNK AREA LEFT SIDE	UNK AREA LEFT SIDE	UNK	1	9999	74	4	5.83
345006709	1	3	1	T	3	50	90	3	1	R	B Side Rear - left or right	9 Unknown	9	Unknown	03RB9999	3	UNK AREA RIGHT SIDE	UNK AREA RIGHT SIDE	UNK	1	9999	74	4	5.83
345006709	1	4	1	T	3	50	90	3	1	R	B Side Rear - left or right	9 Unknown	9	Unknown	03RB9999	4	UNK AREA RIGHT SIDE	UNK AREA RIGHT SIDE	UNK	1	9999	74	4	5.83
345006709	1	5	1	T	3	50	90	3	1	R	B Side Rear - left or right	9 Unknown	9	Unknown	03RB9999	5	UNK AREA RIGHT REAR	UNK AREA RIGHT REAR	UNK	1	9999	74	4	5.83
345006709	1	6	1	T	3	56	90	3	1	R	F Side Front - left or right	9 Unknown	9	Unknown	03RF9999	6	UNK AREA RIGHT FRONT	UNK AREA RIGHT FRONT	UNK	1	9999	74	4	5.83
345006709	1	7	1	T	2	31	888	0	1	T	D Distributed - (F+P+B)	D Distributed	O	Three	00TDDO03	7	top	NA	ROOF	3	9999	74	4	5.83
345006709	1	8	1	T	3	57	999	99	1	9	9 Unknown	9 Unknown	9	Unknown	99999999	8	UNK	UNK	UNK	99	9999	74	4	5.83
345006709	1	9	1	T	3	63	888	0	1	T	9 Unknown	9 Unknown	9	Unknown	00T99999	9	ROOF	NA	ROOF	3	9999	74	4	5.83
345006709	1	10	1	T	3	51	90	3	1	R	B Side Rear - left or right	A All	N	Two	03RBAN02	1	right rear	UNK	UNK	1	9999	74	4	5.83
345006709	1	11	1	T	3	63	888	0	1	T	9 Unknown	9 Unknown	9	Unknown	00T99999	1	ROOF	NA	UNK	3	9999	74	4	5.83
345006709	1	13	1	T	1	1	220	7	1	B	9 Unknown	L Frame -- top of frame,frame, bottom of frame	N	One	07B9LN01	1	UNK AREA REAR	UNK AREA REAR	UNK	2	9999	74	4	5.83
345006709	2	13	1	T	1	1	220	7	1	L	F Side Front - left or right	E Everything below belt line	W	One	07LFEW01	2	40 FRONT OF LEFT FRONT AXLE	NA	UNK	1	70	74	4	5.83
345006709	2	14	1	T	1	3	220	7	1	L	Z Side (P + B) OR End (C + R)	E Everything below belt line	W	One	07LZEW01	1	50 FRONT OF LEFT REAR  AXLE	NA	UNK	1	52	74	4	5.83
345006709	3	1	1	T	1	1	999	99	1	F	9 Unknown	9 Unknown	9	One	99F99901	1	WHOLE FRONT END	WHOLE FRONT END	RIGHT FRONT BUMPER	2	9999	74	4	5.83
345006709	3	2	1	T	1	1	999	99	1	F	D Distributed - side or end	E belt line and below	W	Three	99FDEW03	2	WHOLE FRONT BUMPER	WHOLE FRONT BUMPER	LEFT FRONT BUMPER CORNER	2	218	74	4	5.83
345006709	3	12	2	T	3	61	888	0	1	U	T Trailer	D Distributed	W	0D	00UTDW0D	3	UNK UNDERCARRIAGE	UNK UNDERCARRIAGE	UNK	4	9999	74	4	5.83
345006709	3	14	1	T	1	3	0	12	1	F	R Right - front or rear	L Low - top of frame, frame, and bottom of frame	W	One	12FRLW01	4	UNK AREA ACROSS FRONT	UNK AREA ACROSS FRONT	UNK	2	9999	74	4	5.83
345006748	1	1	1	T	1	1	80	3	4	F	D Distributed - side or end	E Everything below belt line	W	Two	03FDEW02	1	Entire front end	Front BC to BC	C4	2	129	74	4	34.412
345006748	1	2	1	T	1	1	80	3	1	R	Y Side (F + P) OR End (L + C)	E Everything below belt line	W	Three	03RYEW03	2	Beg RF BC down side	Beg RF BC	C2	1	150	74	4	34.412
345006748	2	1	1	T	1	1	350	12	1	L	B Side rear of cab to rear of trailer/cargo area	L Low - top of frame, frame, and bottom of frame	W	Three	12LBLW03	1	80 CM	80 CM	UNK	1	80	74	4	34.412
345006748	2	2	1	T	1	1	350	12	1	L	B Side rear of cab to rear of trailer/cargo area	W Below undercarriage level ( wheels and tires onl	W	Three	12LBWW03	2	UNK	UNK	UNK	1	9999	74	4	34.412
