CaseID	VehicleNumber	LastSleepHours	LastSleepStart	LastSleepEnd	HoursSinceSleep	MainSleepHours	MainSleepStart	MainSleepEnd	HoursDriving	ADSHoursOnDuty	WeekLongest	WeekShortest	WeekAverage	Rotation	HoursWorked	ADSLongestDay	ADSShortestDay	ADSAverageDay	LastWeekHours	LastWeekMoonlight	PSU	PSUStrata	RATWeight
495005824	2	07:30	22:30	06:00	02:07	98:98	98:98	98:98	01:07	01:07	10:00	05:00	07:00	2	01:07	12:00	07:30	10:00	45:00	98:98	13	6	243.914
610006141	1	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	4	3	53.409
610006141	2	08:00	22:00	06:00	01:54	98:98	98:98	98:98	98:98	98:98	08:30	08:00	08:00	2	98:98	98:98	98:98	98:98	98:98	98:98	4	3	53.409
610006141	3	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	4	3	53.409
610006141	4	07:00	23:00	06:00	01:54	98:98	98:98	98:98	00:54	00:54	11:00	05:00	07:00	2	00:54	10:30	08:00	09:00	45:00	98:98	4	3	53.409
610006141	5	06:50	21:10	04:00	03:54	98:98	98:98	98:98	03:00	03:00	09:00	06:30	06:30	2	03:00	12:00	07:00	10:00	48:00	98:98	4	3	53.409
615003515	1	08:00	23:00	07:00	02:10	98:98	98:98	98:98	98:98	98:98	09:00	09:00	09:00	2	99:99	99:99	99:99	99:99	99:99	99:99	72	4	0
615003515	2	08:00	22:30	06:30	02:40	98:98	98:98	98:98	98:98	98:98	08:00	08:00	08:00	2	99:99	99:99	99:99	99:99	99:99	98:98	72	4	0
615003515	3	08:00	23:00	07:00	02:10	98:98	98:98	98:98	99:99	02:10	08:00	08:00	08:00	2	02:10	99:99	99:99	99:99	99:99	98:98	72	4	0
620006445	1	99:99	99:99	99:99	99:99	99:99	99:99	99:99	98:98	98:98	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	81	11	14.014
620006445	2	03:30	14:30	22:30	05:47	08:00	22:30	14:30	08:47	99:99	12:00	03:00	10:00	2	08:47	12:30	05:45	11:15	28:00	98:98	81	11	14.014
620006446	1	12:00	21:00	09:00	03:52	98:98	98:98	98:98	98:98	98:98	12:00	08:00	08:00	2	98:98	98:98	98:98	98:98	98:98	98:98	81	11	38.971
620006446	2	09:00	22:00	07:00	05:52	98:98	98:98	98:98	99:99	99:99	09:00	07:30	07:30	2	99:99	12:00	11:00	11:00	56:00	98:98	81	11	38.971
620006446	3	07:00	21:30	04:30	08:22	98:98	98:98	98:98	05:22	00:00	08:00	07:00	07:00	2	05:22	09:00	05:22	09:00	47:20	98:98	81	11	38.971
620006485	1	08:15	22:30	06:45	02:51	98:98	98:98	98:98	98:98	98:98	08:30	07:00	08:00	2	00:00	99:99	99:99	99:99	20:00	20:00	81	11	73.431
620006485	2	08:00	14:00	22:00	11:36	98:98	98:98	98:98	09:21	09:21	07:30	06:00	06:00	2	09:21	11:00	01:21	10:00	40:51	98:98	81	11	73.431
620006525	1	08:00	21:30	05:30	09:19	98:98	98:98	98:98	07:49	08:00	08:00	08:00	08:00	2	08:00	10:00	08:00	08:00	40:00	98:98	81	11	38.971
620006545	1	07:30	21:00	04:30	03:10	98:98	98:98	98:98	00:10	00:40	08:00	08:00	08:00	2	00:40	08:00	04:00	08:00	34:40	98:98	81	11	14.014
620006546	1	08:00	23:00	07:00	04:19	98:98	98:98	98:98	01:19	01:19	08:00	08:00	08:00	2	01:19	10:00	08:00	08:00	50:00	98:98	81	11	73.431
620006625	1	99:99	99:99	99:99	99:99	99:99	99:99	99:99	98:98	98:98	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	81	11	73.431
620006625	2	06:45	21:30	04:15	04:30	98:98	98:98	98:98	03:30	03:30	07:00	05:00	06:00	2	03:30	08:00	04:00	05:30	32:00	98:98	81	11	73.431
620006685	1	99:99	99:99	99:99	99:99	99:99	99:99	99:99	98:98	98:98	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	81	11	14.014
620006685	2	03:30	15:30	19:00	08:18	03:00	03:30	06:30	06:18	06:18	07:00	03:00	07:00	2	06:18	06:30	06:18	06:30	34:18	98:98	81	11	14.014
620006785	1	99:99	99:99	99:99	99:99	99:99	99:99	99:99	98:98	98:98	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	81	11	38.971
620006785	2	06:30	23:00	05:30	09:51	98:98	98:98	98:98	98:98	98:98	10:00	05:00	06:30	2	00:00	09:00	09:00	09:00	45:00	98:98	81	11	38.971
620006785	3	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	06:18	99:99	99:99	99:99	9	06:18	18:18	06:00	10:00	55:30	98:98	81	11	38.971
620006786	1	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	81	11	0
620006787	1	99:99	99:99	99:99	99:99	99:99	99:99	99:99	98:98	98:98	09:00	06:00	07:00	2	00:00	10:00	10:00	10:00	99:99	98:98	81	11	73.431
620006787	2	09:30	22:00	07:30	01:27	98:98	98:98	98:98	98:98	98:98	09:30	08:00	09:00	2	00:00	10:00	10:00	10:00	50:00	98:98	81	11	73.431
620006787	3	08:30	10:00	18:30	14:27	98:98	98:98	98:98	05:15	05:15	10:00	08:30	08:30	2	05:15	13:08	13:00	13:00	51:00	98:98	81	11	73.431
620006805	1	08:30	18:00	02:30	03:50	98:98	98:98	98:98	03:20	03:20	08:30	07:00	07:00	2	03:20	10:48	05:48	07:00	48:18	98:98	81	11	73.431
620006827	1	08:00	22:00	06:00	02:24	98:98	98:98	98:98	01:00	01:56	08:00	05:00	08:00	2	01:56	12:00	02:30	08:09	40:45	98:98	81	11	38.971
620006827	2	08:30	21:00	05:30	02:56	98:98	98:98	98:98	00:24	00:24	08:30	07:30	08:00	2	00:24	14:00	10:00	10:00	55:30	98:98	81	11	38.971
620007065	1	99:99	99:99	99:99	99:99	99:99	99:99	99:99	98:98	98:98	07:00	07:00	07:00	2	00:00	99:99	99:99	99:99	30:00	98:98	81	11	38.971
620007065	2	08:30	17:00	01:30	06:11	98:98	98:98	98:98	04:00	04:00	08:30	08:00	08:00	2	04:00	11:25	09:25	10:00	52:00	98:98	81	11	38.971
620007066	1	05:00	20:00	01:00	08:45	98:98	98:98	98:98	03:30	03:30	10:00	03:00	08:30	2	03:30	09:30	03:30	09:00	22:00	98:98	81	11	38.971
636004850	1	08:00	22:00	06:00	04:00	98:98	98:98	98:98	98:98	98:98	08:00	08:00	08:00	2	99:99	99:99	99:99	99:99	99:99	98:98	79	10	6.74
636004850	2	07:00	23:00	06:00	04:00	98:98	98:98	98:98	98:98	98:98	07:00	07:00	07:00	2	99:99	08:00	02:00	08:00	40:00	98:98	79	10	6.74
636004850	3	99:99	99:99	99:99	99:99	99:99	99:99	99:99	98:98	98:98	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	79	10	6.74
636004850	4	09:00	21:00	06:00	04:00	98:98	98:98	98:98	02:00	02:00	09:00	08:00	08:00	2	01:55	07:00	07:00	07:00	24:00	98:98	79	10	6.74
657004725	1	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	4	3	34.364
657004725	2	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	4	3	34.364
657004726	1	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	4	3	34.364
657004726	2	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	4	3	34.364
657004881	1	08:00	22:00	06:00	07:00	98:98	98:98	98:98	06:00	06:00	08:00	08:00	08:00	2	06:00	08:00	08:00	08:00	40:00	98:98	4	3	34.364
657004881	2	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	07:00	9	99:99	99:99	99:99	99:99	99:99	98:98	4	3	34.364
657004881	3	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	4	3	34.364
657005006	1	07:30	21:30	05:00	05:30	98:98	98:98	98:98	05:30	04:30	07:30	07:30	07:30	2	04:30	08:00	08:00	08:00	40:00	98:98	4	3	34.364
658004281	1	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	4	3	53.409
658004281	2	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	4	3	53.409
800003784	1	08:00	22:00	06:00	06:55	98:98	98:98	98:98	98:98	98:98	09:00	99:99	99:99	2	00:00	09:00	04:00	06:30	13:00	98:98	2	3	93.511
800003784	2	08:30	20:00	04:30	08:25	98:98	98:98	98:98	06:40	06:40	08:30	08:30	08:30	2	06:40	08:00	08:00	08:00	40:00	98:98	2	3	93.511
800003927	1	08:00	22:00	06:00	09:00	98:98	98:98	98:98	98:98	98:98	99:99	99:99	08:00	2	00:00	99:99	99:99	99:99	99:99	98:98	2	3	93.511
800003927	2	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	9	99:99	11:00	06:00	08:30	99:99	99:99	2	3	93.511
800004204	1	05:30	20:00	01:30	05:50	98:98	98:98	98:98	03:45	04:45	99:99	99:99	99:99	2	04:45	10:30	10:00	10:20	53:00	98:98	2	3	145.338
800004246	1	08:00	20:00	04:00	11:00	98:98	98:98	98:98	99:99	09:00	12:00	07:00	07:30	2	09:00	09:00	09:00	09:00	45:00	98:98	2	3	93.511
800004407	1	08:00	22:00	06:00	11:30	98:98	98:98	98:98	98:98	08:00	08:00	06:00	07:30	2	08:00	08:00	08:00	08:00	40:00	98:98	2	3	93.511
800004407	2	06:30	23:00	05:30	12:00	98:98	98:98	98:98	99:99	99:99	09:00	06:30	07:21	2	99:99	10:30	10:30	10:30	51:30	98:98	2	3	93.511
800004604	1	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	99:99	9	99:99	99:99	99:99	99:99	99:99	99:99	2	3	61.96
800004604	2	08:00	21:30	05:30	11:25	98:98	98:98	98:98	99:99	09:25	08:00	99:99	08:00	2	09:25	09:25	09:25	98:98	09:25	98:98	2	3	61.96
800004684	1	08:30	22:30	07:00	01:10	98:98	98:98	98:98	00:10	00:10	10:00	08:00	08:30	2	00:10	08:00	06:00	08:00	40:00	00:00	2	3	93.511
800004865	1	05:45	20:00	01:45	05:25	98:98	98:98	98:98	03:10	03:55	09:30	05:00	99:99	2	03:55	14:00	04:00	08:00	44:40	98:98	2	3	93.511
800004866	1	99:99	99:99	99:99	99:99	99:99	99:99	99:99	00:20	00:20	99:99	99:99	99:99	9	00:20	13:00	10:15	12:00	48:00	98:98	2	3	61.96
800005124	1	06:40	23:00	05:40	03:35	98:98	98:98	98:98	03:00	03:00	10:30	05:00	07:30	2	03:00	09:30	07:00	08:00	48:30	98:98	2	3	93.511
800005307	1	99:99	99:99	06:00	08:00	99:99	99:99	99:99	99:99	99:99	09:00	06:00	08:00	2	99:99	13:45	03:30	08:50	62:30	98:98	2	3	93.511
800005764	1	08:30	99:99	99:99	99:99	98:98	98:98	98:98	08:00	99:99	12:00	01:30	99:99	9	99:99	10:00	07:00	10:00	99:99	98:98	2	3	93.511
800005991	1	05:30	20:00	01:30	11:30	98:98	98:98	98:98	07:00	10:30	08:00	05:00	06:00	2	10:30	10:30	05:45	07:30	29:45	98:98	2	3	93.511
