CaseID	VehicleNumber	Axle	BrakeType	BRAPosition	ABSInstalled	ABSFunctional	AdjustorType	ChamberSize	ChamberType	StrokeType	LeftLength	RightLength	PSU	PSUStrata	RATWeight
813004086	1	2	1	1	1	1	2	20.56	14	2	4.44	4.44	48	9	426.863
813004086	1	3	1	1	1	1	2	20.56	14	2	3.81	4.44	48	9	426.863
813004086	1	4	1	2	0	0	2	20.56	14	2	4.44	4.44	48	9	426.863
813004086	1	5	1	2	0	0	2	20.56	14	2	4.12	4.12	48	9	426.863
813004190	2	1	1	1	0	0	2	17.22	12	2	3.81	3.81	48	9	426.863
813004190	2	2	1	1	0	0	2	20.56	14	2	3.17	3.17	48	9	426.863
813004190	2	3	1	1	0	0	2	20.56	14	2	3.49	3.49	48	9	426.863
813004190	2	4	1	2	0	0	2	20.56	14	2	3.81	3.81	48	9	426.863
813004190	2	5	1	2	0	0	2	20.56	14	2	3.81	3.81	48	9	426.863
813004191	1	1	1	1	0	0	1	17.22	12	2	9994	9994	48	9	426.863
813004191	1	2	1	1	0	0	1	20.56	14	2	9994	9994	48	9	426.863
813004191	1	3	1	1	0	0	1	20.56	14	2	9994	9994	48	9	426.863
813004191	1	4	1	2	0	0	1	20.56	14	2	9994	9994	48	9	426.863
813004191	1	5	1	2	0	0	1	20.56	14	2	9994	9994	48	9	426.863
813004267	3	1	1	1	1	1	2	17.22	12	2	2.54	2.54	48	9	426.863
813004267	3	2	1	1	1	1	2	20.56	14	2	3.17	3.17	48	9	426.863
813004267	3	3	1	1	1	1	2	20.56	14	2	3.81	3.81	48	9	426.863
813004267	3	4	1	2	1	1	1	20.56	14	2	3.17	3.17	48	9	426.863
813004267	3	5	1	2	1	1	1	20.56	14	2	3.81	3.81	48	9	426.863
813004268	2	1	1	1	1	1	1	17.22	12	2	3.17	3.17	48	9	688.372
813004268	2	2	1	1	1	1	1	20.56	14	2	2.54	2.54	48	9	688.372
813004268	2	3	1	1	1	1	1	20.56	14	2	2.54	2.54	48	9	688.372
813004268	2	4	1	2	1	1	1	20.56	14	2	3.81	3.81	48	9	688.372
813004268	2	5	1	2	1	1	1	20.56	14	2	3.81	3.81	48	9	688.372
813004269	2	1	1	1	1	1	2	17.22	12	2	1.9	3.81	48	9	426.863
813004269	2	2	1	1	1	1	2	20.56	14	2	3.17	3.17	48	9	426.863
813004269	2	3	1	1	1	1	2	20.56	14	2	4.44	4.44	48	9	426.863
813004269	2	4	1	2	0	0	2	20.56	14	2	3.17	3.17	48	9	426.863
813004269	2	5	1	2	0	0	2	20.56	14	2	3.17	3.17	48	9	426.863
813004346	2	1	1	1	1	1	2	17.22	12	2	9999	9999	48	9	197.543
813004346	2	2	1	1	1	1	2	20.56	14	2	3.17	3.17	48	9	197.543
813004346	2	3	1	1	1	1	2	20.56	14	2	3.81	3.81	48	9	197.543
813004346	2	4	1	2	1	1	2	20.56	14	2	4.44	4.44	48	9	197.543
813004346	2	5	1	2	1	1	2	20.56	14	2	5.08	4.44	48	9	197.543
813004386	1	1	1	1	1	1	99	9999	99	9	9999	9999	48	9	197.543
813004386	1	2	1	1	99	99	99	9999	99	9	9999	9999	48	9	197.543
813004386	1	3	1	1	99	99	99	9999	99	9	9999	9999	48	9	197.543
813004386	1	4	1	2	99	99	99	9999	99	9	9999	9999	48	9	197.543
813004386	1	5	1	2	99	99	99	9999	99	9	9999	9999	48	9	197.543
813004406	2	1	1	1	0	0	1	17.22	12	2	5.08	5.08	48	9	426.863
813004406	2	2	1	1	0	0	1	20.56	14	2	3.81	2.54	48	9	426.863
813004406	2	3	1	1	0	0	1	20.56	14	2	2.54	2.22	48	9	426.863
813004406	2	4	1	2	0	0	1	20.56	14	2	1.91	1.91	48	9	426.863
813004406	2	5	1	2	0	0	1	20.56	14	2	2.54	3.18	48	9	426.863
813004446	2	1	1	1	0	0	99	9999	99	9	9994	9994	48	9	426.863
813004446	2	2	1	1	0	0	99	9999	99	9	9994	9994	48	9	426.863
813004446	2	3	1	1	0	0	99	9999	99	9	9994	9994	48	9	426.863
813004446	2	4	1	2	1	1	99	9999	99	9	9994	9994	48	9	426.863
813004446	2	5	1	2	1	1	99	9999	99	9	9994	9994	48	9	426.863
813004466	2	1	1	1	1	1	2	17.22	12	2	3.17	3.17	48	9	197.543
813004466	2	2	1	1	1	1	2	20.56	14	2	4.44	4.44	48	9	197.543
813004466	2	3	1	1	1	1	2	20.56	14	2	4.76	5.08	48	9	197.543
813004466	2	4	1	2	0	0	2	20.56	14	2	3.17	3.17	48	9	197.543
813004466	2	5	1	2	0	0	2	20.56	14	2	3.17	3.81	48	9	197.543
813004526	1	1	1	1	0	99	1	17.22	12	2	3.81	3.81	48	9	426.863
813004526	1	2	1	1	0	99	1	20.56	14	2	1.27	1.3	48	9	426.863
813004526	1	3	1	1	0	99	1	20.56	14	2	3.81	3.81	48	9	426.863
813004526	1	4	1	2	0	99	1	20.56	14	2	5.08	6.35	48	9	426.863
813004526	1	5	1	2	0	99	1	20.56	14	2	6.35	5.39	48	9	426.863
813004546	1	1	1	1	1	1	2	17.22	12	2	9992	9992	48	9	426.863
813004546	1	2	1	1	1	1	2	20.56	14	2	3.18	2.86	48	9	426.863
813004546	1	3	1	1	1	1	2	20.56	14	2	3.18	3.18	48	9	426.863
813004546	1	4	1	2	1	1	2	20.56	14	2	3.81	3.81	48	9	426.863
813004546	1	5	1	2	1	1	2	20.56	14	2	3.81	3.49	48	9	426.863
813004666	2	1	1	1	1	99	2	18.34	13	2	3.81	3.81	48	9	426.863
813004666	2	2	1	1	1	99	2	20.56	14	2	3.17	3.17	48	9	426.863
813004666	2	3	3	2	0	99	99	8887	18	9	8887	8887	48	9	426.863
813004666	2	4	3	2	0	99	99	8887	18	9	8887	8887	48	9	426.863
813004666	2	5	3	2	0	99	99	8887	18	9	8887	8887	48	9	426.863
813004666	2	6	3	2	0	99	99	8887	18	9	8887	8887	48	9	426.863
813004667	1	1	1	1	1	1	2	18.34	13	2	2.54	1.91	48	9	426.863
813004667	1	2	1	1	99	99	2	20.56	14	2	1.9	1.9	48	9	426.863
813004667	1	3	1	1	99	99	2	20.56	14	2	2.54	1.9	48	9	426.863
813004667	1	4	1	2	1	1	2	20.56	14	2	3.81	3.81	48	9	426.863
813004667	1	5	1	2	1	1	2	20.56	14	2	3.18	3.18	48	9	426.863
813004726	2	1	1	1	0	0	1	17.22	12	2	2.54	2.54	48	9	426.863
813004726	2	2	1	1	0	0	1	20.56	14	2	2.54	3.17	48	9	426.863
813004726	2	3	1	1	0	0	1	20.56	14	2	2.86	2.54	48	9	426.863
813004726	2	4	1	2	0	0	1	20.56	14	2	4.44	3.81	48	9	426.863
813004726	2	5	1	2	0	0	1	20.56	14	2	1.9	2.54	48	9	426.863
813004726	3	1	1	1	0	0	2	17.22	12	2	2.54	2.54	48	9	426.863
813004726	3	2	1	1	0	0	2	20.56	14	2	4.44	4.44	48	9	426.863
813004726	3	3	1	1	0	0	2	20.56	14	2	3.81	4.44	48	9	426.863
813004726	3	4	1	2	0	0	2	20.56	14	2	3.17	4.12	48	9	426.863
813004726	3	5	1	2	0	0	2	20.56	14	2	3.17	3.17	48	9	426.863
813004769	1	1	1	1	0	0	99	18.34	13	9	1.9	1.9	48	9	426.863
813004769	1	2	1	1	0	0	99	20.56	14	9	1.9	3.81	48	9	426.863
813004769	1	3	1	1	0	0	99	20.56	14	9	3.81	1.9	48	9	426.863
813004906	2	1	1	1	0	1	2	9999	12	2	9994	9994	48	9	197.543
813004906	2	2	1	1	0	0	2	9999	14	2	9994	9994	48	9	197.543
813004906	3	1	1	1	1	1	2	40.64	13	2	3.17	4.13	48	9	197.543
813004906	3	2	1	1	99	99	2	45.72	14	2	4.44	4.44	48	9	197.543
813004906	3	3	1	1	1	1	2	45.7	14	2	4.44	4.44	48	9	197.543
813004906	3	4	1	2	0	99	2	45.7	14	2	3.81	4.44	48	9	197.543
813004906	3	5	1	2	0	99	2	45.7	14	2	4.44	3.81	48	9	197.543
813004966	1	1	1	1	1	99	2	17.22	12	2	3.17	3.17	48	9	426.863
813004966	1	2	1	1	99	99	2	20.56	14	2	3.17	3.49	48	9	426.863
813004966	1	3	1	1	1	99	2	20.56	14	2	3.17	5.08	48	9	426.863
813004966	1	4	1	2	99	99	2	20.56	14	2	3.18	2.54	48	9	426.863
813004966	1	5	1	2	1	99	2	20.56	14	2	3.17	2.86	48	9	426.863
813005046	2	1	1	1	0	99	99	9994	99	3	9994	9994	48	9	426.863
813005046	2	2	1	1	0	99	99	9994	99	3	9994	9994	48	9	426.863
813005046	2	3	1	1	0	99	99	9994	99	3	9994	9994	48	9	426.863
813005046	2	4	1	2	0	99	99	9994	99	3	9994	9994	48	9	426.863
813005046	2	5	1	2	0	99	99	9994	99	3	9994	9994	48	9	426.863
813005126	2	1	1	1	1	1	1	17.22	12	2	3.17	3.17	48	9	688.372
813005126	2	2	1	1	1	1	1	20.56	14	2	2.54	2.54	48	9	688.372
813005126	2	3	1	1	1	1	1	20.56	14	2	4.44	2.54	48	9	688.372
813005126	2	4	1	2	0	0	1	20.56	14	2	6.98	5.08	48	9	688.372
813005126	2	5	1	2	0	0	1	20.56	14	2	5.71	5.71	48	9	688.372
813005190	1	1	1	1	1	1	2	18.34	13	2	6.35	6.35	48	9	688.372
813005190	1	2	1	1	99	99	2	20.56	14	2	2.54	2.54	48	9	688.372
813005190	1	3	1	1	1	1	2	20.56	14	2	2.86	2.86	48	9	688.372
813005190	1	4	1	2	99	99	2	20.56	14	2	6.35	6.35	48	9	688.372
813005190	1	5	1	2	1	1	2	20.56	14	2	3.81	3.81	48	9	688.372
813005211	1	1	1	1	0	0	2	1.83	13	2	5.39	5.71	48	9	426.863
813005211	1	2	1	1	0	0	2	2.06	14	2	4.44	5.39	48	9	426.863
813005211	1	3	1	1	0	0	2	2.06	14	2	6.66	4.44	48	9	426.863
813005211	1	4	1	1	0	0	2	2.06	14	2	3.17	3.81	48	9	426.863
813005216	1	1	2	1	99	99	99	8887	19	3	8887	8887	48	9	426.863
813005216	1	2	2	1	99	99	99	8887	19	3	8887	8887	48	9	426.863
813005446	1	1	1	1	1	99	1	17.21	12	2	3.17	3.81	48	9	688.372
813005446	1	2	1	1	99	99	1	20.55	14	2	5.71	5.72	48	9	688.372
813005446	1	3	1	1	1	99	1	20.55	14	2	5.08	6.35	48	9	688.372
813005490	2	1	1	1	1	1	2	17.22	12	2	3.17	3.17	48	9	426.863
813005490	2	2	1	1	1	1	2	20.56	14	2	3.17	3.17	48	9	426.863
813005490	2	3	1	2	1	1	2	20.56	14	2	3.17	3.17	48	9	426.863
813005511	1	1	1	1	1	1	2	40.64	12	2	2.54	5.08	48	9	426.863
813005511	1	2	1	1	1	1	2	45.72	14	2	2.54	2.86	48	9	426.863
813005511	1	3	1	1	1	1	2	45.7	14	2	3.17	3.17	48	9	426.863
813005511	1	4	1	2	1	1	2	45.7	14	2	2.54	2.54	48	9	426.863
813005511	1	5	1	2	1	1	2	45.7	14	2	2.54	2.54	48	9	426.863
813005530	2	1	1	1	1	1	2	17.22	12	2	3.8	9999	48	9	197.543
813005530	2	2	1	1	99	99	2	20.56	14	2	1.27	2.54	48	9	197.543
813005530	2	3	1	1	1	1	2	20.56	14	2	2.54	2.54	48	9	197.543
813005530	2	4	1	2	99	99	2	20.56	14	2	9999	9999	48	9	197.543
813005530	2	5	1	2	1	1	2	20.56	14	2	9999	9999	48	9	197.543
813005546	2	1	1	1	0	0	2	17.22	12	2	2.54	1.27	48	9	688.372
813005546	2	2	1	1	0	0	2	20.56	14	2	3.81	3.17	48	9	688.372
813005546	2	3	1	1	0	0	2	20.56	14	2	3.85	2.54	48	9	688.372
813005546	2	4	1	2	0	0	2	20.56	14	2	5.08	6.35	48	9	688.372
813005546	2	5	1	2	0	0	2	20.56	14	2	2.54	2.54	48	9	688.372
813005606	2	1	1	1	0	99	1	17.22	12	2	2.54	2.54	48	9	688.372
813005606	2	2	1	1	0	99	1	20.56	14	2	3.81	5.71	48	9	688.372
813005606	2	3	1	1	0	99	1	20.56	14	2	3.17	3.17	48	9	688.372
813005606	2	4	1	2	0	99	1	20.56	14	2	3.81	3.17	48	9	688.372
813005606	2	5	1	2	0	99	1	20.56	14	2	3.81	3.81	48	9	688.372
813005611	3	1	1	1	99	99	99	9999	99	9	9994	9994	48	9	426.863
813005611	3	2	1	1	99	99	99	9999	99	9	9994	9994	48	9	426.863
813005611	3	3	1	1	99	99	99	9999	99	9	9994	9994	48	9	426.863
813005611	3	4	1	1	99	99	99	9999	99	9	9994	9994	48	9	426.863
813005626	1	1	1	1	0	0	1	16.19	11	2	2.54	2.22	48	9	688.372
813005626	1	2	1	1	0	0	1	20.56	14	2	3.17	3.17	48	9	688.372
813005626	1	3	1	1	0	0	1	20.56	14	2	9999	9999	48	9	688.372
813005626	1	4	1	2	0	0	1	20.56	14	2	2.54	3.17	48	9	688.372
813005626	1	5	1	2	0	0	1	20.56	14	2	3.18	6.35	48	9	688.372
813005655	1	1	1	1	1	1	2	17.22	12	2	1.91	1.27	48	9	426.863
813005655	1	2	1	1	0	0	2	20.56	14	2	3.49	1.59	48	9	426.863
813005655	1	3	1	1	1	1	2	20.56	14	2	3.81	1.27	48	9	426.863
813005655	1	4	1	2	0	0	2	20.56	14	2	2.54	.64	48	9	426.863
813005655	1	5	1	2	0	0	2	20.56	14	2	2.54	2.54	48	9	426.863
813005786	2	1	1	1	99	99	99	9994	99	3	9994	9994	48	9	426.863
813005786	2	2	1	1	99	99	99	9994	99	3	9994	9994	48	9	426.863
813005786	2	3	1	2	0	99	99	9994	99	3	9994	9994	48	9	426.863
813005786	2	4	1	2	0	99	99	9994	99	3	9994	9994	48	9	426.863
813005846	2	1	1	1	1	1	1	17.22	12	2	5.72	5.72	48	9	688.372
813005846	2	2	1	1	1	1	2	20.56	14	2	2.54	2.54	48	9	688.372
813005846	2	3	1	1	1	1	2	20.56	14	2	3.81	3.82	48	9	688.372
813005846	2	4	1	2	0	99	2	20.56	14	2	3.18	3.18	48	9	688.372
813005846	2	5	1	2	0	99	2	18.34	13	2	5.72	5.72	48	9	688.372
813005906	2	1	1	1	0	99	2	17.22	12	2	3.18	3.18	48	9	688.372
813005906	2	2	1	1	0	99	2	20.56	14	2	3.81	3.49	48	9	688.372
813005906	2	3	1	1	0	99	2	20.56	14	2	3.49	3.49	48	9	688.372
813005906	2	4	1	2	0	99	2	20.56	14	2	3.18	9994	48	9	688.372
813005906	2	5	1	2	0	99	2	20.56	14	2	4.45	3.18	48	9	688.372
813005971	2	1	1	1	1	99	2	17.2	12	2	1.27	3.2	48	9	688.372
813005971	2	2	1	1	99	99	2	20.6	14	2	9994	3.81	48	9	688.372
813005971	2	3	1	1	1	99	2	20.6	14	2	2.54	2.54	48	9	688.372
813005971	2	4	1	2	99	99	2	20.6	14	2	9994	9994	48	9	688.372
813005971	2	5	1	2	99	99	2	20.6	14	2	3.18	3.2	48	9	688.372
813005971	2	6	1	2	1	99	2	20.6	14	2	3.2	3.49	48	9	688.372
813006029	2	1	1	1	0	99	2	17.22	12	2	3.81	2.54	48	9	688.372
813006029	2	2	1	1	0	99	2	20.56	14	2	4.45	4.45	48	9	688.372
813006029	2	3	1	1	0	99	1	20.56	14	2	4.45	5.72	48	9	688.372
813006029	2	4	1	2	0	99	2	20.56	14	2	5.08	6.03	48	9	688.372
813006029	2	5	1	2	0	99	2	20.56	14	2	3.81	3.18	48	9	688.372
813006030	1	1	1	1	0	99	1	17.22	12	2	9994	9994	48	9	688.372
813006030	1	2	1	1	0	99	1	20.56	14	2	5.71	3.81	48	9	688.372
813006030	1	3	1	1	0	99	1	20.56	14	2	3.18	3.49	48	9	688.372
813006030	1	4	1	2	0	99	1	20.56	14	2	3.49	3.18	48	9	688.372
813006030	1	5	1	2	0	99	1	20.56	14	2	3.18	3.18	48	9	688.372
813006030	2	1	1	1	1	1	2	17.22	12	2	3.81	3.81	48	9	688.372
813006030	2	2	1	1	1	1	2	20.56	14	2	2.54	2.54	48	9	688.372
813006030	2	3	1	1	1	1	2	20.56	14	2	3.81	3.18	48	9	688.372
813006030	2	4	1	2	0	99	2	20.56	14	2	5.08	4.13	48	9	688.372
813006030	2	5	1	2	0	99	2	20.56	14	2	5.08	5.08	48	9	688.372
813006119	1	1	1	1	0	0	2	17.22	12	2	3.81	3.81	48	9	426.863
813006119	1	2	1	1	0	0	2	20.56	14	2	4.45	4.45	48	9	426.863
813006119	1	3	1	1	0	0	1	20.56	14	2	4.45	6.67	48	9	426.863
813006119	1	4	1	2	1	1	2	20.56	14	2	3.81	3.81	48	9	426.863
813006119	1	5	1	2	1	1	2	20.56	14	2	3.81	3.81	48	9	426.863
813006120	2	1	1	1	0	0	1	17.22	12	2	4.76	3.18	48	9	426.863
813006120	2	2	1	1	0	0	1	20.56	14	2	4.45	3.81	48	9	426.863
813006120	2	3	1	1	0	0	1	20.56	14	2	6.35	2.54	48	9	426.863
813006120	2	4	1	2	0	0	1	20.56	14	2	6.35	6.35	48	9	426.863
813006120	2	5	1	2	0	0	1	20.56	14	2	3.81	5.08	48	9	426.863
813006166	3	1	1	1	1	1	2	17.2	12	2	1.9	1.27	48	9	197.543
813006166	3	2	1	1	1	1	2	20.6	14	2	2.54	2.54	48	9	197.543
813006166	3	3	1	1	1	1	2	20.6	14	2	4.45	4.45	48	9	197.543
813006166	3	4	1	1	1	1	2	20.6	14	2	5.7	4.4	48	9	197.543
813006166	4	1	1	1	99	99	2	17.2	12	2	9999	4.45	48	9	197.543
813006166	4	2	1	1	99	99	2	18.4	22	1	4.76	3.81	48	9	197.543
813006166	4	3	1	1	99	99	2	20.6	14	2	5.4	5.4	48	9	197.543
813006166	4	4	1	1	99	99	2	20.6	14	2	4.45	3.81	48	9	197.543
813006166	5	1	1	1	1	99	2	17.2	12	2	2.54	3.81	48	9	197.543
813006166	5	2	1	1	1	99	2	20.6	24	1	3.81	3.18	48	9	197.543
813006166	5	3	1	1	1	99	2	20.6	24	1	3.18	3.18	48	9	197.543
813006166	5	4	1	2	1	99	2	20.6	14	2	3.81	3.2	48	9	197.543
813006166	5	5	1	2	1	99	2	20.6	14	2	3.18	3.49	48	9	197.543
813006166	6	1	1	1	99	99	2	17.2	12	2	3.18	3.81	48	9	197.543
813006166	6	2	1	1	99	99	2	20.6	14	2	2.86	3.18	48	9	197.543
813006166	6	3	1	1	99	99	2	20.6	14	2	2.54	2.86	48	9	197.543
813006166	6	4	1	2	99	99	2	20.6	14	2	4.45	4.45	48	9	197.543
813006166	6	5	1	2	99	99	2	20.6	14	2	5.4	4.76	48	9	197.543
813006166	7	1	1	1	1	1	2	17.2	12	2	3.49	3.81	48	9	197.543
813006166	7	2	1	1	1	1	2	20.6	24	1	2.86	3.81	48	9	197.543
813006166	7	3	1	1	1	1	2	20.6	24	1	3.18	3.18	48	9	197.543
813006166	7	4	1	2	1	1	2	20.6	24	1	3.18	2.86	48	9	197.543
813006166	7	5	1	2	1	1	2	20.6	24	1	3.18	3.49	48	9	197.543
813006250	4	1	1	1	0	0	1	17.2	12	2	5.71	5.71	48	9	426.863
813006250	4	2	1	1	0	0	1	20.6	14	2	5.39	6.35	48	9	426.863
813006250	4	3	1	1	0	0	1	20.6	14	2	5.71	5.71	48	9	426.863
813006250	5	1	1	1	0	0	2	17.2	12	2	2.86	2.86	48	9	426.863
813006250	5	2	1	1	0	0	2	20.6	14	2	4.45	3.81	48	9	426.863
813006250	6	1	2	1	1	99	99	8887	99	3	8887	8887	48	9	426.863
813006250	6	2	2	1	1	99	99	8887	99	3	8887	8887	48	9	426.863
813006250	6	3	9	2	99	99	99	9994	99	3	9994	9994	48	9	426.863
813006272	1	1	1	1	0	0	1	17.22	12	2	2.54	2.54	48	9	426.863
813006272	1	2	1	1	0	0	1	20.56	14	2	5.72	5.08	48	9	426.863
813006272	1	3	1	1	0	0	1	20.56	14	2	3.18	5.72	48	9	426.863
813006272	2	1	1	1	1	1	2	17.22	12	2	3.17	3.17	48	9	426.863
813006272	2	2	1	1	1	1	2	20.56	14	2	.64	.64	48	9	426.863
813006312	4	1	1	1	0	99	2	17.22	12	2	3.18	3.18	48	9	197.543
813006312	4	2	1	1	0	99	2	20.56	14	2	1.9	3.18	48	9	197.543
813006312	4	3	1	1	0	99	2	20.6	14	2	3.81	3.18	48	9	197.543
813006312	4	4	1	2	0	99	2	20.6	14	2	2.54	2.54	48	9	197.543
813006312	4	5	1	2	0	99	2	20.6	14	2	1.27	1.9	48	9	197.543
813006314	2	1	1	1	0	0	2	17.2	12	2	2.85	2.54	48	9	426.863
813006314	2	2	1	1	0	0	2	20.6	14	2	2.54	2.54	48	9	426.863
813006314	2	3	1	1	0	0	2	20.6	14	2	2.54	2.85	48	9	426.863
813006314	2	4	1	2	1	1	2	20.6	14	2	3.18	3.81	48	9	426.863
813006314	2	5	1	2	1	1	2	20.6	14	2	3.81	3.81	48	9	426.863
813006332	2	1	1	1	1	1	2	17.2	12	2	3.18	3.18	48	9	426.863
813006332	2	2	1	1	1	1	2	20.6	14	2	3.81	3.81	48	9	426.863
813006332	2	3	1	1	1	1	2	20.6	14	2	4.44	4.44	48	9	426.863
813006332	2	4	1	2	1	1	1	20.6	14	2	5.71	5.4	48	9	426.863
813006332	2	5	1	2	1	1	1	20.6	14	2	1.27	1.9	48	9	426.863
814000041	1	1	1	1	99	99	2	17.22	12	2	3.17	2.54	49	7	0
814000041	1	2	1	1	99	99	2	20.56	14	2	4.44	4.44	49	7	0
814000041	1	3	1	2	99	99	2	20.56	14	2	3.81	2.54	49	7	0
814000041	1	4	1	2	99	99	2	20.56	14	2	3.81	4.44	49	7	0
814000061	2	1	1	2	1	1	2	16.19	11	2	5.39	5.08	49	7	0
814000061	2	2	1	2	0	0	2	20.56	14	2	3.81	3.81	49	7	0
814000061	2	3	1	9	0	0	2	20.56	14	2	6.35	5.08	49	7	0
814000061	2	4	1	9	0	0	1	20.56	14	2	3.81	4.44	49	7	0
814000061	2	5	1	9	0	0	1	20.56	14	2	3.81	3.49	49	7	0
814000081	2	1	1	1	1	1	2	17.22	12	2	3.49	3.18	49	7	0
814000081	2	2	1	1	0	0	2	20.55	14	2	4.13	4.13	49	7	0
814000081	2	3	1	1	1	1	2	20.55	14	2	4.45	4.13	49	7	0
814000081	2	4	1	2	0	0	1	20.55	14	2	4.76	5.08	49	7	0
814000081	2	5	1	2	0	0	1	20.55	14	2	4.45	5.08	49	7	0
814000101	2	1	1	1	0	0	2	17.22	12	2	5.08	5.4	49	7	0
814000101	2	2	1	1	0	0	2	20.55	14	2	4.76	5.72	49	7	0
814000101	2	3	1	1	0	0	2	20.55	14	2	5.08	5.08	49	7	0
814000101	2	4	1	2	0	0	2	20.55	14	2	6.03	6.35	49	7	0
814000101	2	5	1	2	0	0	2	20.55	14	2	5.4	5.4	49	7	0
814000161	2	1	1	1	1	1	2	17.22	12	1	3.17	3.81	49	7	50.061
814000161	2	2	1	1	0	0	2	20.56	14	1	3.17	3.17	49	7	50.061
814000161	2	3	1	1	1	1	2	20.56	14	1	3.81	3.17	49	7	50.061
814000161	2	4	1	2	1	1	2	20.56	14	1	3.81	3.81	49	7	50.061
814000161	2	5	1	2	1	1	2	20.56	14	1	4.12	4.44	49	7	50.061
814000181	1	1	1	1	0	0	1	17.22	12	2	1.91	2.22	49	7	23.167
814000181	1	2	1	1	0	0	2	20.56	14	2	3.49	3.18	49	7	23.167
814000181	1	3	1	1	0	0	2	20.56	14	2	3.18	3.18	49	7	23.167
814000181	1	4	1	2	1	1	1	20.56	14	2	3.18	3.49	49	7	23.167
814000181	1	5	1	2	0	0	1	20.56	14	2	2.86	3.49	49	7	23.167
814000201	2	1	1	1	1	99	1	17.22	12	2	0	0	49	7	50.061
814000201	2	2	1	1	1	99	1	20.6	16	2	4.45	5.08	49	7	50.061
814000201	2	3	1	2	1	99	1	20.56	14	2	5.72	5.08	49	7	50.061
814000201	2	4	1	2	1	99	1	20.56	14	2	4.45	5.08	49	7	50.061
814000221	1	1	1	1	0	99	99	17.22	12	2	9994	9994	49	7	23.167
814000221	1	2	1	1	0	99	2	20.56	14	2	2.54	4.45	49	7	23.167
814000221	1	3	1	1	1	99	2	20.56	14	2	4.45	5.08	49	7	23.167
814000221	1	4	1	2	1	99	2	20.56	14	2	4.76	9994	49	7	23.167
814000221	1	5	1	2	1	99	2	20.56	14	2	4.76	3.18	49	7	23.167
814000241	3	1	1	1	0	0	2	17.22	12	2	3.65	3.49	49	7	80.73
814000241	3	2	1	1	0	0	2	20.56	14	2	1.43	2.22	49	7	80.73
814000241	3	3	1	1	0	0	2	20.56	14	2	3.65	3.81	49	7	80.73
814000241	3	4	3	2	0	99	99	8887	18	3	8887	8887	49	7	80.73
814000241	3	5	3	2	0	99	99	8887	18	3	8887	8887	49	7	80.73
814000261	4	1	2	1	0	0	99	8887	19	3	8887	8887	49	7	50.061
814000261	4	2	2	1	0	0	99	8887	19	3	8887	8887	49	7	50.061
814000261	5	1	1	1	1	99	2	17.22	12	2	2.54	2.54	49	7	50.061
814000261	5	2	1	1	0	0	2	20.56	14	2	4.44	4.44	49	7	50.061
814000261	5	3	1	2	0	0	2	20.56	14	2	3.81	3.81	49	7	50.061
814000281	2	1	1	1	1	1	2	17.22	12	2	1.9	.63	49	7	0
814000281	2	2	1	1	1	1	2	20.56	14	2	2.54	.25	49	7	0
814000281	2	3	1	1	1	1	2	20.56	14	2	.25	2.54	49	7	0
814000281	2	4	1	2	1	1	1	20.56	14	2	2.22	2.22	49	7	0
814000281	2	5	1	2	1	1	1	20.56	14	2	2.54	2.22	49	7	0
814000301	2	1	1	1	0	0	1	17.22	12	2	4.44	4.44	49	7	23.167
814000301	2	2	1	1	0	0	1	20.56	14	2	4.76	5.08	49	7	23.167
814000301	2	3	1	1	0	0	1	20.56	14	2	5.08	6.35	49	7	23.167
814000301	2	4	1	2	0	0	1	20.56	14	2	6.03	7.61	49	7	23.167
814000301	2	5	1	2	0	0	1	20.56	14	2	6.35	6.35	49	7	23.167
814000301	3	1	1	1	1	99	2	17.22	12	1	3.81	3.81	49	7	23.167
814000301	3	2	1	1	0	0	2	20.56	14	1	4.44	4.44	49	7	23.167
814000301	3	3	1	1	1	99	2	20.56	14	1	5.08	4.76	49	7	23.167
814000301	3	4	1	2	0	0	2	20.56	14	2	3.17	3.81	49	7	23.167
814000301	3	5	1	2	0	0	2	20.56	14	2	4.44	5.08	49	7	23.167
814000321	2	1	1	1	1	99	2	17.22	12	2	3.01	1.9	49	7	80.73
814000321	2	2	1	1	0	99	2	20.56	14	2	4.44	4.44	49	7	80.73
814000321	2	3	1	1	1	99	2	20.56	14	2	3.97	4.12	49	7	80.73
814000321	2	4	1	2	0	99	2	20.56	14	2	4.12	3.81	49	7	80.73
814000321	2	5	1	2	0	99	2	20.56	14	2	4.12	3.81	49	7	80.73
814000341	2	1	1	1	99	99	1	18.34	13	9	9994	9994	49	7	50.061
814000341	2	2	1	1	0	99	1	20.56	14	2	5.39	6.35	49	7	50.061
814000341	2	3	1	2	0	99	2	20.56	14	2	4.13	3.18	49	7	50.061
814000341	2	4	1	2	0	99	2	20.56	14	2	3.17	3.17	49	7	50.061
814000361	1	1	1	1	1	99	2	17.22	12	2	1.43	1.43	49	7	23.167
814000361	1	2	1	1	1	99	2	20.56	14	2	2.54	3.81	49	7	23.167
814000361	1	3	1	1	0	99	2	20.56	14	2	3.81	3.81	49	7	23.167
814000361	1	4	1	2	1	99	2	20.56	14	2	4.13	3.97	49	7	23.167
814000361	1	5	1	2	0	99	2	20.56	14	2	3.81	3.81	49	7	23.167
814000381	2	1	1	1	1	99	2	17.22	12	2	3.97	4.13	49	7	23.167
