CaseID	VehicleNumber	Axle	BrakeType	BRAPosition	ABSInstalled	ABSFunctional	AdjustorType	ChamberSize	ChamberType	StrokeType	LeftLength	RightLength	PSU	PSUStrata	RATWeight
802005441	2	2	1	1	1	1	2	20.56	14	2	2.86	2.86	4	3	34.364
802005441	2	3	1	1	1	1	2	20.56	14	2	4.44	3.81	4	3	34.364
802005442	3	1	1	1	0	0	1	17.22	12	2	3.17	3.17	4	3	53.409
802005442	3	2	1	1	0	0	1	20.56	14	2	5.39	3.81	4	3	53.409
802005442	3	3	1	1	0	0	1	20.56	14	2	6.35	6.35	4	3	53.409
802005442	3	4	1	2	0	0	1	20.56	14	2	5.08	5.08	4	3	53.409
802005442	3	5	1	2	0	0	1	20.56	14	2	5.39	4.44	4	3	53.409
802005443	2	1	1	1	1	1	2	17.22	12	2	3.47	3.17	4	3	53.409
802005443	2	2	1	1	1	1	2	20.56	14	2	2.54	2.86	4	3	53.409
802005443	2	3	1	1	1	1	2	20.56	14	2	1.9	1.9	4	3	53.409
802005542	4	1	1	1	1	1	2	18.34	13	2	3.8	3.8	4	3	34.364
802005542	4	2	1	1	1	1	2	20.56	14	2	3.17	3.17	4	3	34.364
802005542	4	3	1	1	1	1	2	20.56	14	2	3.17	2.86	4	3	34.364
802005542	4	4	1	2	1	1	2	20.56	14	2	3.17	2.86	4	3	34.364
802005542	4	5	1	2	1	1	2	20.56	14	2	3.49	3.17	4	3	34.364
802005681	2	1	2	1	0	0	1	8887	19	3	8887	8887	4	3	34.364
802005681	2	2	2	1	0	0	1	8887	19	3	8887	8887	4	3	34.364
803003592	2	1	1	1	1	1	2	9999	99	9	3.18	4.45	72	4	0
803003592	2	2	1	1	1	1	2	9994	99	3	9994	9994	72	4	0
803003592	2	3	1	2	1	1	2	9994	99	3	9994	9994	72	4	0
803003592	2	4	1	2	1	1	2	9994	99	3	9994	9994	72	4	0
803003592	2	5	1	9	1	1	2	9994	99	3	9994	9994	72	4	0
803003592	3	1	1	1	1	1	2	9994	99	3	9994	9994	72	4	0
803003592	3	2	1	1	1	1	2	9994	99	3	9994	9994	72	4	0
803003592	3	3	1	1	1	1	2	9994	99	3	9994	9994	72	4	0
803003592	3	4	1	2	1	1	2	9994	99	3	9994	9994	72	4	0
803003592	3	5	1	2	1	1	2	9994	99	3	9994	9994	72	4	0
803003616	1	1	1	1	99	99	2	9999	99	9	9994	9994	72	4	0
803003616	1	2	1	1	99	99	2	9999	99	9	9994	9994	72	4	0
803003616	1	3	1	1	99	99	2	9999	99	9	9994	9994	72	4	0
803003616	1	4	1	2	99	99	2	9999	99	9	9994	9994	72	4	0
803003616	1	5	1	2	99	99	2	9999	99	9	9994	9994	72	4	0
803003617	2	1	1	1	1	1	99	9999	99	9	3.18	3.2	72	4	0
803003617	2	2	1	1	1	1	99	9999	99	9	3.2	3.2	72	4	0
803003617	2	3	1	1	1	1	99	9999	99	9	3.2	3.2	72	4	0
803003617	2	4	1	2	1	1	99	9999	99	9	3.81	3.8	72	4	0
803003617	2	5	1	2	1	1	99	9999	99	9	3.8	3.8	72	4	0
803003618	3	1	1	1	99	99	99	9994	99	3	9994	9994	72	4	0
803003618	3	2	1	1	99	99	99	9994	99	3	9994	9994	72	4	0
803003618	3	3	1	1	99	99	99	9994	99	3	9994	9994	72	4	0
803003618	3	4	1	2	99	99	99	9994	99	3	9994	9994	72	4	0
803003618	3	5	1	2	99	99	99	9994	99	3	9994	9994	72	4	0
803003952	2	1	1	1	1	99	2	9999	99	9	2.86	2.86	72	4	58.657
803003952	2	2	1	1	1	99	2	9999	99	9	1.91	1.91	72	4	58.657
803003952	2	3	1	1	1	99	2	9999	99	9	4.13	5.08	72	4	58.657
803003952	2	4	1	2	99	99	2	9999	99	9	4.13	3.18	72	4	58.657
803003952	2	5	1	2	99	99	2	9999	99	9	3.18	1.91	72	4	58.657
803003952	2	6	1	9	99	99	2	9999	99	9	2.54	3.81	72	4	58.657
803004276	1	1	1	1	99	99	99	9994	99	3	9994	9994	72	4	58.657
803004276	1	2	1	1	99	99	99	9994	99	3	9994	9994	72	4	58.657
803004276	1	3	1	1	99	99	99	9994	99	3	9994	9994	72	4	58.657
803004276	1	4	1	2	99	99	99	9994	99	3	9994	9994	72	4	58.657
803004276	1	5	1	2	99	99	99	9994	99	3	9994	9994	72	4	58.657
803004432	1	1	1	1	99	99	99	9994	99	3	9994	9994	72	4	58.657
803004432	1	2	1	1	99	99	99	9994	99	3	9994	9994	72	4	58.657
803004432	1	3	1	1	99	99	99	9994	99	3	9994	9994	72	4	58.657
803004432	1	4	1	2	99	99	99	9994	99	3	9994	9994	72	4	58.657
803004432	1	5	1	2	99	99	99	9994	99	3	9994	9994	72	4	58.657
803004432	2	1	2	1	99	99	99	8887	19	3	8887	8887	72	4	58.657
803004432	2	2	2	1	99	99	99	8887	19	3	8887	8887	72	4	58.657
803004433	3	1	1	1	99	99	99	9999	99	9	3.81	3.81	72	4	58.657
803004433	3	2	1	1	99	99	99	9999	99	9	5.39	3.81	72	4	58.657
803004433	3	3	1	1	99	99	99	9999	99	9	3.81	3.49	72	4	58.657
803004433	3	4	1	2	99	99	99	9999	99	9	4.44	4.12	72	4	58.657
803004433	3	5	1	2	99	99	99	9999	99	9	5.71	4.44	72	4	58.657
803004492	1	1	1	1	1	1	99	9999	99	9	2.54	2.54	72	4	32.201
803004492	1	2	1	1	1	1	99	9999	99	9	3.81	3.81	72	4	32.201
803004492	1	3	1	1	99	99	99	9999	99	9	3.81	3.81	72	4	32.201
803004492	1	4	1	2	0	0	99	9999	99	9	5.08	5.08	72	4	32.201
803004492	1	5	1	2	0	0	99	9999	99	9	4.44	4.44	72	4	32.201
803004572	1	1	1	1	0	0	99	9999	99	3	9994	9994	72	4	9.937
803004572	1	2	1	1	0	0	99	9999	99	3	9994	9994	72	4	9.937
803004572	1	3	1	1	0	0	99	9999	99	3	9994	9994	72	4	9.937
803004572	1	4	1	2	99	99	99	9999	99	3	9994	9994	72	4	9.937
803004572	1	5	1	2	99	99	99	9999	99	3	9994	9994	72	4	9.937
803004573	2	1	1	1	0	0	99	9999	99	3	9994	9994	72	4	9.937
803004573	2	2	1	1	0	0	99	9999	99	3	9994	9994	72	4	9.937
803004573	2	3	1	1	0	0	99	9999	99	3	9994	9994	72	4	9.937
803004573	2	4	1	2	0	0	99	9999	99	3	9994	9994	72	4	9.937
803004573	2	5	1	2	0	0	99	9999	99	3	9994	9994	72	4	9.937
803004652	1	1	1	1	99	99	2	9999	99	9	4.76	1	72	4	58.657
803004652	1	2	1	1	99	99	2	9999	99	9	2.54	2.22	72	4	58.657
803004652	1	3	1	1	99	99	2	9999	99	9	2.54	2.54	72	4	58.657
803004652	1	4	1	2	99	99	99	9999	99	9	3.17	3.17	72	4	58.657
803004652	1	5	1	2	99	99	99	9999	99	9	3.17	3.17	72	4	58.657
803004653	4	1	1	1	99	99	99	9999	99	9	3.81	4.13	72	4	58.657
803004653	4	2	1	1	99	99	99	9999	99	9	3.81	3.81	72	4	58.657
803004653	4	3	1	1	99	99	99	9999	99	9	3.49	3.81	72	4	58.657
803004653	4	4	1	2	99	99	99	9999	99	9	3.81	3.81	72	4	58.657
803004653	4	5	1	2	99	99	99	9999	99	9	3.49	3.81	72	4	58.657
803004794	2	1	1	1	99	99	99	9999	99	3	9994	9994	72	4	9.937
803004794	2	2	1	1	99	99	99	9999	99	3	9994	9994	72	4	9.937
803004794	2	3	1	1	99	99	99	9999	99	3	9994	9994	72	4	9.937
803004794	2	4	1	2	99	99	99	9999	99	3	9994	9994	72	4	9.937
803004794	2	5	1	2	99	99	99	9999	99	3	9994	9994	72	4	9.937
803004794	4	1	1	1	99	99	99	9999	99	9	4.44	4.76	72	4	9.937
803004794	4	2	1	1	99	99	99	9999	99	9	4.44	4.44	72	4	9.937
803004794	4	3	1	1	99	99	99	9999	99	9	4.44	4.12	72	4	9.937
803004794	4	4	1	2	99	99	99	9999	99	9	3.49	3.81	72	4	9.937
803004794	4	5	1	2	99	99	99	9999	99	9	3.81	3.17	72	4	9.937
803004875	2	1	1	1	99	99	99	9999	99	9	2.86	2.54	72	4	32.201
803004875	2	2	1	1	99	99	99	9999	99	9	9999	9999	72	4	32.201
803004875	2	3	1	1	99	99	99	9999	99	9	3.49	3.81	72	4	32.201
803004875	2	4	1	2	99	99	99	9999	99	9	6.66	6.35	72	4	32.201
803004875	2	5	1	2	99	99	99	9999	99	9	6.35	6.03	72	4	32.201
803004876	3	1	1	1	1	99	99	9999	99	9	3.17	2.54	72	4	58.657
803004876	3	2	1	1	1	99	99	9999	99	9	3.81	3.17	72	4	58.657
803004876	3	3	1	1	1	99	99	9999	99	9	4.44	4.44	72	4	58.657
803004876	3	4	1	2	99	99	99	9999	99	9	3.17	2.86	72	4	58.657
803004876	3	5	1	2	99	99	99	9999	99	9	2.54	2.86	72	4	58.657
803004932	4	1	1	1	99	99	99	18.34	13	2	3.18	2.86	72	4	9.937
803004932	4	2	1	1	99	99	99	20.56	14	2	3.49	3.81	72	4	9.937
803004932	4	3	1	1	99	99	99	20.56	14	2	4.13	3.81	72	4	9.937
803004952	3	1	1	1	0	0	99	17.22	12	9	6.35	5.71	72	4	32.201
803004952	3	2	1	1	0	0	99	20.56	14	9	4.12	2.22	72	4	32.201
803004952	3	3	1	1	0	0	99	20.56	14	9	3.17	4.76	72	4	32.201
803004952	3	4	1	2	0	0	99	20.56	14	9	3.81	3.81	72	4	32.201
803004952	3	5	1	2	0	0	99	20.56	14	9	4.44	5.08	72	4	32.201
803004952	4	1	1	1	99	99	99	17.22	12	9	2.54	1.9	72	4	32.201
803004952	4	2	1	1	99	99	99	20.56	14	9	2.54	2.54	72	4	32.201
803004952	4	3	1	1	99	99	99	20.56	14	9	3.17	3.17	72	4	32.201
803004952	4	4	1	2	99	99	99	20.56	14	9	3.49	3.49	72	4	32.201
803004952	4	5	1	2	99	99	99	20.56	14	9	3.81	3.81	72	4	32.201
803005012	2	1	1	1	99	99	99	9999	99	9	3.81	2.54	72	4	58.657
803005012	2	2	1	1	99	99	99	9999	99	9	3.17	3.17	72	4	58.657
803005012	2	3	1	1	99	99	99	9999	99	9	2.54	2.54	72	4	58.657
803005012	2	4	1	2	99	99	99	9999	99	9	3.17	3.81	72	4	58.657
803005012	2	5	1	2	99	99	99	9999	99	9	3.81	3.81	72	4	58.657
803005012	3	1	1	1	1	99	99	9999	99	9	1.91	1.9	72	4	58.657
803005012	3	2	1	1	1	99	99	9999	99	9	2.54	2.54	72	4	58.657
803005012	3	3	1	1	0	0	99	9999	99	9	2.54	2.54	72	4	58.657
803005012	3	4	1	2	0	0	99	9999	99	9	3.17	3.17	72	4	58.657
803005012	3	5	1	2	0	0	99	9999	99	9	3.17	3.17	72	4	58.657
803005052	3	1	1	1	1	99	99	17.22	12	2	2.54	2.54	72	4	58.657
803005052	3	2	1	1	99	99	99	20.56	14	2	3.17	2.86	72	4	58.657
803005052	3	3	1	1	1	99	99	20.56	14	2	3.17	3.17	72	4	58.657
803005052	3	4	1	2	0	0	99	20.56	14	2	5.71	4.44	72	4	58.657
803005052	3	5	1	2	0	0	99	20.56	14	2	3.81	6.35	72	4	58.657
803005076	6	1	1	1	0	0	99	9994	99	3	9992	9992	72	4	58.657
803005076	6	2	1	1	0	0	99	9994	99	3	9992	9992	72	4	58.657
803005076	6	3	1	1	0	0	99	9994	99	3	9992	9992	72	4	58.657
803005076	6	4	1	2	0	0	99	20.56	14	2	4.44	4.12	72	4	58.657
803005076	6	5	1	2	0	0	99	20.56	14	2	4.76	4.76	72	4	58.657
803005172	3	1	1	1	1	99	99	9999	99	9	2.54	2.54	72	4	32.201
803005172	3	2	1	1	99	99	99	9999	99	9	3.18	2.54	72	4	32.201
803005172	3	3	1	1	1	99	99	9999	99	9	2.54	3.49	72	4	32.201
803005172	3	4	1	9	99	99	99	9999	99	9	9992	9992	72	4	32.201
803005172	3	5	1	9	1	99	99	9999	99	9	9992	9992	72	4	32.201
803005173	2	1	1	1	1	99	2	9999	99	2	1.91	1.91	72	4	58.657
803005173	2	2	1	1	1	99	2	9999	99	2	2.86	2.54	72	4	58.657
803005173	2	3	1	1	1	99	2	9999	99	2	2.22	1.91	72	4	58.657
803005174	4	1	2	1	99	99	99	8887	88	3	8887	8887	72	4	9.937
803005174	4	2	2	1	99	99	99	8887	88	3	8887	8887	72	4	9.937
803005175	2	1	1	1	99	99	99	9999	99	9	1.27	1.27	72	4	9.937
803005175	2	2	1	1	99	99	99	9999	99	9	2.54	3.18	72	4	9.937
803005175	3	1	9	1	0	0	99	9999	99	9	8887	8887	72	4	9.937
803005175	3	2	1	1	0	0	99	9999	99	9	4.45	4.45	72	4	9.937
803005175	3	3	1	1	0	0	99	9999	99	9	3.81	3.81	72	4	9.937
803005232	3	1	1	1	1	99	2	11.43	8	9	3.17	3.17	72	4	32.201
803005232	3	2	1	1	99	99	2	20.56	14	9	3.81	3.81	72	4	32.201
803005232	3	3	1	1	99	99	2	20.56	14	9	2.54	2.54	72	4	32.201
803005232	3	4	1	2	99	99	99	20.56	14	9	.13	3.17	72	4	32.201
803005232	3	5	1	2	99	99	99	20.56	14	9	3.81	3.81	72	4	32.201
803005295	3	1	2	1	0	0	99	8887	19	9	8887	8887	72	4	32.201
803005295	3	2	2	1	0	0	99	8887	19	9	8887	8887	72	4	32.201
803005295	3	3	3	2	0	0	99	8887	18	9	8887	8887	72	4	32.201
803005295	4	1	1	1	1	99	2	9999	99	2	3.81	5.39	72	4	32.201
803005295	4	2	1	1	99	99	2	9999	99	2	5.08	6.35	72	4	32.201
803005295	4	3	1	1	1	99	2	9999	99	2	5.08	5.08	72	4	32.201
803005295	4	4	1	2	0	0	99	9999	99	2	3.81	4.13	72	4	32.201
803005295	4	5	1	2	0	0	99	9999	99	2	5.71	5.71	72	4	32.201
803005332	1	1	1	1	1	99	2	9999	99	9	9994	9994	72	4	9.937
803005332	1	2	1	1	99	99	2	9999	99	9	9994	9994	72	4	9.937
803005332	1	3	1	1	1	99	2	9999	99	9	9994	9994	72	4	9.937
803005332	1	4	1	2	99	99	2	9999	99	9	9994	9994	72	4	9.937
803005332	1	5	1	2	1	99	2	9999	99	9	9994	9994	72	4	9.937
803005332	2	1	1	1	99	99	2	9999	99	3	9994	9994	72	4	9.937
803005332	2	2	1	1	99	99	2	9999	99	3	9994	9994	72	4	9.937
803005332	2	3	1	1	99	99	2	9999	99	3	9994	9994	72	4	9.937
803005332	2	4	1	2	99	99	2	9999	99	3	9994	9994	72	4	9.937
803005332	2	5	1	2	1	99	2	9999	99	3	9994	9994	72	4	9.937
803005332	3	1	1	1	1	99	2	9999	99	9	3.18	3.18	72	4	9.937
803005332	3	2	1	1	99	99	2	9999	99	9	2.86	2.86	72	4	9.937
803005332	3	3	1	1	1	99	2	9999	99	9	3.18	3.49	72	4	9.937
803005332	3	4	1	2	99	99	99	9999	99	9	5.4	5.08	72	4	9.937
803005332	3	5	1	2	99	99	99	9999	99	9	2.86	1.88	72	4	9.937
803005377	4	1	1	1	99	99	99	9994	99	3	9994	9994	72	4	32.201
803005377	4	2	1	1	99	99	99	9994	99	3	9994	9994	72	4	32.201
803005377	4	3	1	1	99	99	99	9994	99	3	9994	9994	72	4	32.201
803005377	4	4	1	2	99	99	99	9994	99	3	9994	9994	72	4	32.201
803005377	4	5	1	2	99	99	99	9994	99	3	9994	9994	72	4	32.201
803005392	1	1	2	1	0	0	99	8887	88	9	8887	8887	72	4	58.657
803005392	1	2	2	1	0	0	99	8887	88	9	8887	8887	72	4	58.657
803005392	2	1	2	1	0	0	2	8887	19	3	8887	8887	72	4	58.657
803005392	2	2	2	1	0	0	2	8887	19	3	8887	8887	72	4	58.657
803005393	3	1	1	1	99	99	99	9999	99	9	2.54	2.54	72	4	58.657
803005393	3	2	1	1	99	99	99	9999	99	9	3.18	3.81	72	4	58.657
803005393	3	3	1	1	99	99	99	9999	99	9	4.45	4.45	72	4	58.657
803005393	3	4	1	2	99	99	2	9999	99	9	4.13	3.81	72	4	58.657
803005393	3	5	1	2	1	99	2	9999	99	9	3.81	3.18	72	4	58.657
803005412	2	1	9	1	99	99	99	9994	99	3	9994	9994	72	4	58.657
803005412	2	2	9	1	99	99	99	9994	99	3	9994	9994	72	4	58.657
803005413	2	1	1	1	99	99	99	9999	99	9	3.8	3.81	72	4	58.657
803005413	2	2	1	1	99	99	99	9999	99	9	2.54	2.54	72	4	58.657
803005413	2	3	1	1	99	99	99	9999	99	9	3.18	1.91	72	4	58.657
803005413	2	4	1	2	99	99	99	9999	99	9	3.81	3.81	72	4	58.657
803005413	2	5	1	2	99	99	99	9999	99	9	5.4	3.81	72	4	58.657
803005413	3	1	1	1	1	99	2	9999	99	9	1.9	1.91	72	4	58.657
803005413	3	2	1	1	99	99	2	9999	99	9	1.9	1.9	72	4	58.657
803005413	3	3	1	1	1	99	2	9999	99	9	1.9	1.9	72	4	58.657
803005413	3	4	1	2	99	99	2	9999	99	9	4.4	4.45	72	4	58.657
803005413	3	5	1	2	1	99	2	9999	99	9	4.4	4.45	72	4	58.657
803005612	2	1	1	1	0	0	99	9994	99	3	9994	9994	72	4	32.201
803005612	2	2	1	1	0	0	99	9994	99	3	9994	9994	72	4	32.201
803005612	2	3	1	1	0	0	99	9994	99	3	9994	9994	72	4	32.201
803005612	2	4	1	2	0	0	99	9994	99	3	9994	9994	72	4	32.201
803005612	2	5	1	2	0	0	99	9994	99	3	9994	9994	72	4	32.201
803006053	1	1	1	1	99	99	99	9999	99	9	3.49	3.81	72	4	9.937
803006053	1	2	1	1	99	99	99	9999	99	9	4.44	3.81	72	4	9.937
803006053	1	3	1	1	99	99	99	9999	99	9	3.17	3.17	72	4	9.937
803006053	1	4	1	2	99	99	2	20.56	14	9	3.81	3.17	72	4	9.937
803006053	1	5	1	2	99	99	2	20.56	14	9	3.81	3.17	72	4	9.937
803006432	3	1	1	1	1	1	2	17.2	12	2	2.54	3.18	72	4	58.657
803006432	3	2	1	1	1	1	2	20.6	14	2	3.81	4.45	72	4	58.657
803006432	4	1	1	1	0	0	1	17.2	12	2	1.27	1.27	72	4	58.657
803006432	4	2	1	1	0	0	1	20.6	14	2	3.81	9992	72	4	58.657
803006432	4	3	1	1	0	0	1	20.6	14	2	3.81	3.81	72	4	58.657
803006432	4	4	1	2	0	0	1	20.6	14	2	9992	5.08	72	4	58.657
803006432	4	5	1	2	0	0	1	20.6	14	2	6.35	6.35	72	4	58.657
803006512	3	1	1	1	1	99	2	17.2	12	2	3.81	3.8	72	4	32.201
803006512	3	2	1	1	99	99	2	20.6	14	2	3.8	3.5	72	4	32.201
803006512	3	3	1	1	1	99	2	20.6	14	2	3.49	3.18	72	4	32.201
803006512	3	4	1	2	99	99	2	20.6	14	2	6.35	5.72	72	4	32.201
803006512	3	5	1	2	99	99	2	20.6	14	2	6.03	5.7	72	4	32.201
803006532	2	1	1	1	0	0	99	16.19	11	2	5.08	5.72	72	4	0
803006532	2	2	1	1	0	0	99	18.34	13	2	3.81	5.4	72	4	0
803006532	2	3	1	1	0	0	99	20.56	14	2	6.99	4.45	72	4	0
803006532	2	4	1	2	0	0	99	20.56	14	2	3.18	2.54	72	4	0
803006532	2	5	1	2	0	0	99	20.56	14	2	3.81	3.81	72	4	0
804003948	2	1	1	1	0	0	2	16.19	11	2	3.49	2.54	6	1	29.901
804003948	2	2	1	1	0	0	2	20.56	14	2	5.71	6.35	6	1	29.901
804003948	2	3	1	2	0	0	1	20.56	14	2	3.17	3.17	6	1	29.901
804003948	2	4	1	2	0	0	1	20.56	14	2	3.81	4.13	6	1	29.901
804003987	1	1	1	9	1	1	1	17.22	12	2	3.17	3.17	6	1	29.901
804003987	1	2	1	9	1	1	1	20.56	14	2	5.08	6.03	6	1	29.901
804003987	1	3	1	9	1	1	1	20.56	14	2	4.44	5.71	6	1	29.901
805004211	2	1	1	1	99	99	99	18.34	13	9	5.08	3.49	8	2	206.963
805004211	2	2	1	1	99	99	99	20.56	14	9	6.35	4.76	8	2	206.963
805004211	2	3	1	1	99	99	99	9994	99	3	9994	9994	8	2	206.963
805004211	2	4	1	1	99	99	99	20.56	14	9	9999	4.45	8	2	206.963
805004212	3	1	1	1	99	99	99	9999	99	9	9994	9994	8	2	0
805004212	3	2	1	1	99	99	99	9999	99	9	9994	9994	8	2	0
805004212	3	3	1	1	99	99	99	9999	99	9	9994	9994	8	2	0
805004212	3	4	1	1	99	99	99	9999	99	9	9994	9994	8	2	0
805004831	2	1	1	1	99	99	99	9999	99	9	9999	9999	8	2	0
805004831	2	2	1	1	99	99	99	9999	99	9	9999	9999	8	2	0
805004831	2	3	1	1	99	99	99	9999	99	9	9999	9999	8	2	0
805004831	2	4	1	1	99	99	99	9999	99	9	9999	9999	8	2	0
805004931	1	1	1	1	0	0	99	16.19	11	2	3.49	3.81	8	2	0
805004931	1	2	1	1	0	0	99	20.56	14	2	3.81	3.81	8	2	0
805004931	1	3	1	1	0	0	99	20.56	14	2	3.81	4.44	8	2	0
805004931	1	4	1	2	0	0	99	20.56	14	2	3.81	3.81	8	2	0
805004931	1	5	1	2	0	0	99	20.56	14	2	3.81	3.81	8	2	0
805004956	4	1	1	1	0	0	99	16.19	11	2	3.81	3.81	8	2	321.67
805004956	4	2	1	1	0	0	99	20.56	14	2	4.44	4.76	8	2	321.67
805004956	4	3	1	1	0	0	99	20.56	14	2	2.86	4.44	8	2	321.67
805004956	4	4	1	2	0	0	99	20.56	14	2	4.12	3.81	8	2	321.67
805004956	4	5	1	2	0	0	99	20.56	14	2	4.12	3.81	8	2	321.67
805005055	1	1	1	1	0	0	99	9994	99	3	9994	9994	8	2	206.963
805005055	1	2	1	1	0	0	99	9994	99	3	9994	9994	8	2	206.963
805005055	1	3	1	1	0	0	99	9994	99	3	9994	9994	8	2	206.963
805005055	1	4	1	2	0	0	99	9994	99	3	9994	9994	8	2	206.963
805005055	1	5	1	2	0	0	99	9994	99	3	9994	9994	8	2	206.963
805005276	1	1	2	1	0	0	99	8887	19	3	8887	8887	8	2	321.67
805005276	1	2	2	1	0	0	99	8887	19	3	8887	8887	8	2	321.67
805005515	2	1	1	1	0	0	99	16.19	11	2	2.86	4.76	8	2	321.67
805005515	2	2	1	1	0	0	99	9994	99	3	9994	9994	8	2	321.67
805005515	2	3	1	1	0	0	99	18.34	13	2	3.81	3.49	8	2	321.67
805005515	2	4	1	1	0	0	99	18.34	13	2	3.17	2.86	8	2	321.67
805005951	2	1	1	1	0	0	99	9999	99	9	2.54	.29	8	2	206.963
805005951	2	2	1	1	0	0	99	9999	99	9	.19	.01	8	2	206.963
805005951	2	3	1	1	0	0	99	9999	99	9	4.44	5.08	8	2	206.963
805005951	2	4	1	1	0	0	99	9999	99	9	3.17	3.81	8	2	206.963
806003634	1	1	1	9	1	99	2	18.34	13	2	4.45	4.45	9	8	0
806003634	1	2	1	9	1	99	2	20.56	14	2	3.18	3.81	9	8	0
806003634	1	3	1	9	1	99	2	20.56	14	2	3.81	4.45	9	8	0
806003634	1	4	1	9	1	99	2	20.56	14	2	3.81	3.81	9	8	0
806003634	1	5	1	9	1	99	2	20.56	14	2	4.45	4.76	9	8	0
806003794	2	1	1	1	0	0	2	17.22	12	2	2.22	.13	9	8	216.96
806003794	2	2	1	1	0	0	2	18.34	13	2	1.9	1.9	9	8	216.96
806003794	2	3	1	1	0	0	2	18.34	13	2	2.54	2.54	9	8	216.96
806003794	2	4	1	2	0	0	2	20.56	14	2	2.54	2.54	9	8	216.96
806003794	2	5	1	2	0	0	2	20.56	14	2	2.54	2.54	9	8	216.96
806004155	3	1	9	9	99	99	99	9999	99	9	9994	9994	9	8	468.821
806004155	3	2	9	9	99	99	99	9999	99	9	9994	9994	9	8	468.821
806004155	3	3	9	9	99	99	99	9999	99	9	9994	9994	9	8	468.821
806004155	3	4	9	9	99	99	99	9999	99	9	9994	9994	9	8	468.821
806004155	3	5	9	9	99	99	99	9999	99	9	9994	9994	9	8	468.821
806004294	2	1	9	9	99	99	99	9999	99	9	9999	9999	9	8	756.035
806004294	2	2	9	9	99	99	99	9999	99	9	9999	9999	9	8	756.035
806004294	2	3	9	9	99	99	99	9999	99	9	9999	9999	9	8	756.035
806004734	2	1	1	1	1	99	2	18.34	13	1	3.49	2.54	9	8	216.96
806004734	2	2	1	1	1	99	2	20.56	14	1	2.54	3.17	9	8	216.96
806004734	2	3	1	1	1	99	2	20.56	14	1	2.54	2.54	9	8	216.96
806004734	2	4	1	2	1	99	2	20.56	14	1	2.54	2.54	9	8	216.96
806004734	2	5	1	2	1	99	2	20.56	14	1	2.22	2.22	9	8	216.96
806004774	3	1	1	2	0	0	2	18.34	13	2	2.86	3.18	9	8	0
806004774	3	2	1	2	0	0	2	20.56	14	2	2.86	3.18	9	8	0
806004774	3	3	1	9	0	0	2	20.56	14	2	2.86	3.81	9	8	0
806004774	3	4	1	9	0	0	2	20.56	14	2	3.81	2.86	9	8	0
806004774	3	5	1	9	0	0	2	20.56	14	2	3.81	3.18	9	8	0
806005559	4	1	2	1	99	99	99	8887	19	9	8887	8887	9	8	468.821
806005559	4	2	2	1	99	99	99	8887	19	9	8887	8887	9	8	468.821
806005559	5	1	2	1	0	0	99	8887	19	9	8887	8887	9	8	468.821
806005559	5	2	2	1	0	0	99	8887	19	9	8887	8887	9	8	468.821
806005615	4	1	1	1	99	99	99	17.22	12	2	2.54	3.18	9	8	756.035
806005615	4	2	1	1	99	99	99	20.56	14	2	3.81	2.54	9	8	756.035
806005615	4	3	1	1	99	99	99	20.56	14	2	2.54	2.54	9	8	756.035
806005615	4	4	1	2	99	99	99	20.56	14	2	4.45	3.81	9	8	756.035
806005615	4	5	1	2	99	99	99	20.56	14	2	3.81	3.81	9	8	756.035
806005694	2	1	1	1	0	0	99	9999	99	9	9994	9994	9	8	756.035
806005694	2	2	1	1	0	0	99	9999	99	9	3.5	3.8	9	8	756.035
806005694	2	3	1	1	0	0	99	9999	99	9	3.18	4.13	9	8	756.035
806005694	2	4	1	2	0	0	99	9999	99	9	5.08	4.76	9	8	756.035
806005694	2	5	1	2	0	0	99	9999	99	9	5.4	5.08	9	8	756.035
806005695	2	1	1	1	99	99	99	18.34	13	2	9994	9994	9	8	216.96
806005695	2	2	1	1	99	99	99	20.55	14	2	2.86	4.44	9	8	216.96
806005695	2	3	1	1	99	99	99	20.55	14	2	3.81	3.17	9	8	216.96
806005695	2	4	1	2	99	99	99	20.55	14	2	2.54	2.54	9	8	216.96
806005695	2	5	1	2	99	99	99	20.55	14	2	2.54	2.54	9	8	216.96
806005720	2	1	1	1	0	0	99	18.34	13	2	3.81	5.71	9	8	756.035
806005720	2	2	1	1	0	0	99	20.55	14	2	6.66	5.71	9	8	756.035
806005720	2	3	1	1	0	0	99	20.55	14	2	6.03	3.17	9	8	756.035
806005734	1	1	1	1	99	99	99	17.21	12	2	2.86	1.9	9	8	756.035
806005734	1	2	1	1	99	99	99	20.55	14	2	3.17	2.54	9	8	756.035
806005734	1	3	1	1	99	99	99	20.55	14	2	4.12	3.17	9	8	756.035
806005734	1	4	1	2	99	99	99	20.55	14	2	4.44	5.08	9	8	756.035
806005734	1	5	1	2	99	99	99	20.55	14	2	3.81	3.17	9	8	756.035
806005814	2	1	1	1	0	0	99	20.56	14	2	3.18	2.54	9	8	468.821
806005814	2	2	1	1	0	0	99	20.56	24	1	4.13	3.18	9	8	468.821
806005814	2	3	1	1	0	0	99	20.56	24	1	2.86	4.45	9	8	468.821
806005814	2	4	1	2	0	0	99	20.56	24	1	5.08	4.45	9	8	468.821
806005814	2	5	1	2	0	0	99	20.56	24	1	3.81	3.81	9	8	468.821
806005814	3	1	1	1	0	0	99	13.34	9	2	.32	2.22	9	8	468.821
