CaseID	VehicleNumber	AirbagNumber	OccupantNumber	SeatRow1	SeatLocation1	SeatRow2	SeatLocation2	AirbagLocation	AirbagStatus	AirbagType	Depowered	Deployment	AirbagFailure	SwitchType	SwitchStatus	FlapsOpen	FlapsDamaged	AirbagDamage	DamageSource	PriorCrashes	PriorMaintenance	CDC	ContactOther	PSU	PSUStrata	RATWeight
803004794	1	1	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	72	4	9.937
803004794	1	2	99	1	3	9	9	3	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	72	4	9.937
803004875	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	72	4	32.201
803004876	2	1	2	1	3	9	9	3	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	72	4	58.657
803004876	2	2	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	72	4	58.657
803004932	1	1	1	1	1	9	9	1	1	4	1	1	0	0	7	1	0	0	50	9	9	99	0	72	4	9.937
803004932	1	2	99	1	3	9	9	2	1	4	1	1	0	0	7	1	0	0	50	9	9	99	0	72	4	9.937
803004952	1	1	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	2	0	72	4	32.201
803005012	1	1	2	1	3	9	9	3	1	4	1	1	0	0	7	1	0	0	50	9	9	1	0	72	4	58.657
803005012	1	2	1	1	1	9	9	1	1	4	1	1	0	0	7	1	0	0	50	9	9	1	0	72	4	58.657
803005052	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	72	4	58.657
803005076	2	1	2	1	3	9	9	3	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	72	4	58.657
803005076	2	2	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	72	4	58.657
803005076	4	1	2	1	3	9	9	2	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	72	4	58.657
803005076	4	2	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	72	4	58.657
803005173	1	1	1	1	1	9	9	1	1	4	1	1	0	0	7	1	0	0	50	9	9	2	0	72	4	58.657
803005174	1	1	1	1	1	9	9	1	1	1	0	99	99	0	7	99	99	69	69	9	9	69	99	72	4	9.937
803005174	1	2	99	1	3	9	9	3	1	1	0	99	99	0	7	99	99	69	69	9	9	69	99	72	4	9.937
803005174	2	1	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	72	4	9.937
803005174	2	2	1	1	1	9	9	5	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	72	4	9.937
803005174	2	3	99	1	3	9	9	2	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	72	4	9.937
803005174	2	4	99	1	3	9	9	5	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	72	4	9.937
803005174	3	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	72	4	9.937
803005174	3	2	99	1	3	9	9	3	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	72	4	9.937
803005175	1	1	1	1	1	9	9	1	1	4	1	1	0	0	7	1	0	0	50	9	9	99	0	72	4	9.937
803005232	2	1	1	1	1	9	9	1	9	4	0	7	0	0	7	60	60	60	60	9	9	60	60	72	4	32.201
803005295	1	1	2	1	3	9	9	2	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	72	4	32.201
803005295	1	2	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	72	4	32.201
803005377	1	1	1	1	1	9	9	1	1	4	1	1	0	0	7	1	0	0	50	9	9	99	0	72	4	32.201
803005612	1	1	1	1	1	9	9	1	1	4	1	1	99	0	7	99	99	99	59	9	9	1	0	72	4	32.201
803005612	1	2	99	1	3	9	9	2	1	4	1	1	99	9	8	99	99	99	59	9	9	99	99	72	4	32.201
803006432	1	1	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	72	4	58.657
803006432	2	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	1	9	60	60	72	4	58.657
803006512	2	1	2	1	3	9	9	2	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	72	4	32.201
803006512	2	2	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	72	4	32.201
803006532	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	72	4	0
804003948	1	1	1	1	1	9	9	99	9	4	99	99	99	0	7	69	69	69	69	9	9	69	69	6	1	29.901
805004211	1	1	2	1	3	9	9	2	1	4	1	7	0	9	8	60	60	60	60	9	9	60	60	8	2	206.963
805004211	1	2	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	8	2	206.963
805004212	1	1	2	1	3	9	9	99	1	4	1	7	0	9	8	60	60	60	60	9	9	60	60	8	2	0
805004212	1	2	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	8	2	0
805004212	1	3	2	1	3	9	9	5	1	4	1	7	0	9	8	60	60	60	60	9	9	60	60	8	2	0
805004212	1	4	1	1	1	9	9	5	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	8	2	0
805004831	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	8	2	0
805004956	1	1	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	8	2	321.67
805004956	3	1	99	1	3	9	9	2	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	8	2	321.67
805004956	3	2	1	1	1	9	9	1	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	8	2	321.67
805005951	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	8	2	206.963
806004734	1	1	99	1	3	9	9	2	1	4	99	1	0	0	7	1	0	0	50	9	9	99	0	9	8	216.96
806004734	1	2	1	1	1	9	9	1	1	4	99	1	1	0	7	1	0	2	99	9	9	1	0	9	8	216.96
806004774	1	1	99	1	3	9	9	3	1	4	0	1	0	0	7	1	0	0	50	9	9	99	0	9	8	0
806004774	1	2	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	9	8	0
806004774	2	1	1	1	1	9	9	1	1	4	2	1	0	0	7	1	0	0	50	9	9	1	1	9	8	0
806004774	2	2	2	1	3	9	9	2	1	4	2	1	0	0	7	99	1	0	50	9	9	1	0	9	8	0
806005615	2	1	1	1	1	9	9	1	1	4	99	7	0	0	7	60	60	60	60	9	9	60	60	9	8	756.035
806005615	2	2	99	1	3	9	9	2	1	4	99	7	0	0	7	60	60	60	60	9	9	60	60	9	8	756.035
806005615	3	1	1	1	1	9	9	1	1	1	0	7	99	0	7	60	60	60	60	9	9	60	60	9	8	756.035
806005874	1	1	1	1	1	9	9	1	1	4	99	7	0	0	7	60	60	60	60	9	9	60	60	9	8	216.96
806005874	1	2	99	1	3	9	9	3	1	4	99	7	0	0	7	60	60	60	60	9	9	60	60	9	8	216.96
806005874	2	1	1	1	1	9	9	1	1	4	0	1	99	0	7	99	99	99	59	9	9	1	0	9	8	216.96
806005874	2	2	99	1	3	9	9	2	1	4	1	1	99	0	7	99	99	99	99	9	9	99	99	9	8	216.96
806006134	1	1	1	1	1	9	9	1	1	1	99	1	0	0	7	1	0	0	50	1	9	1	0	9	8	756.035
807004390	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	1	0	1	0	11	6	21.198
807004589	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	1	0	1	0	11	6	125.127
807004589	2	1	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	11	6	125.127
807004589	3	1	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	11	6	125.127
807004645	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	1	0	1	0	11	6	68.691
807004685	1	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	11	6	125.127
807004809	1	1	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	11	6	68.691
807005027	1	1	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	11	6	0
807005027	1	2	99	1	3	9	9	2	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	11	6	0
807005165	1	1	99	1	3	9	9	3	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	11	6	21.198
807005165	1	2	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	11	6	21.198
807005185	1	1	99	1	3	9	9	2	1	4	1	1	0	0	7	1	0	0	50	9	9	99	0	11	6	125.127
807005185	1	2	1	1	1	9	9	1	1	4	1	1	0	0	7	1	0	0	50	9	9	1	0	11	6	125.127
807005329	1	1	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	99	60	11	6	21.198
807005329	1	2	1	1	1	9	9	5	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	11	6	21.198
807005329	1	3	99	1	3	9	9	2	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	11	6	21.198
807005329	1	4	99	1	3	9	9	5	1	4	0	7	0	0	7	60	60	60	60	9	9	99	60	11	6	21.198
807005330	1	1	1	1	1	9	9	1	1	4	1	1	0	0	7	1	0	0	50	9	9	1	0	11	6	21.198
807005330	1	2	2	1	3	9	9	3	1	4	1	1	1	0	7	1	0	3	7	9	9	1	0	11	6	21.198
807005465	1	1	1	1	1	9	9	99	9	9	99	99	99	9	9	99	99	99	99	9	9	99	99	11	6	68.691
807005649	1	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	0	50	1	0	1	0	11	6	68.691
807005713	1	1	1	1	1	9	9	99	9	9	99	99	99	9	9	99	99	99	99	9	9	99	99	11	6	125.127
807005714	1	1	1	1	1	9	9	1	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	11	6	125.127
807005831	1	1	1	1	1	9	9	1	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	11	6	125.127
807005946	1	1	1	1	1	9	9	99	9	9	99	99	99	9	9	99	99	99	99	9	9	99	99	11	6	125.127
807005947	1	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	0	50	1	0	1	0	11	6	68.691
807006248	2	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	11	6	125.127
807006248	2	2	99	1	3	9	9	3	1	1	1	7	0	1	0	60	60	60	60	9	9	60	60	11	6	125.127
807006265	2	1	1	1	1	9	9	99	9	9	99	99	99	9	9	99	99	99	99	9	9	99	99	11	6	68.691
807006325	1	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	11	6	125.127
808004227	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	9	9	1	0	12	5	160.472
808004228	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	1	0	2	0	12	5	292.312
808004361	1	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	12	5	160.472
808004361	2	1	1	1	1	9	9	1	1	1	1	4	1	0	7	99	99	5	5	1	9	3	0	12	5	160.472
808004361	2	2	1	1	1	9	9	3	1	1	1	4	1	0	7	99	99	99	99	1	9	99	99	12	5	160.472
808004521	1	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	0	50	1	0	1	0	12	5	0
808004725	1	1	1	1	1	9	9	1	1	4	99	7	0	0	7	60	60	60	60	9	9	60	60	12	5	160.472
808005785	2	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	12	5	49.52
808006085	1	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	0	50	1	0	1	0	12	5	160.472
808006085	1	2	99	1	3	9	9	3	1	1	1	1	0	0	7	1	0	0	50	9	9	99	0	12	5	160.472
808006241	1	1	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	12	5	160.472
808006265	2	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	1	0	60	60	12	5	0
808006301	1	1	1	1	1	9	9	1	1	4	2	7	0	9	8	60	60	60	60	9	9	60	60	12	5	160.472
808006445	1	1	1	1	1	9	9	1	1	4	0	1	99	0	7	79	99	99	59	9	9	1	0	12	5	160.472
808006445	2	1	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	12	5	160.472
808006445	2	2	1	1	1	9	9	5	1	4	1	1	0	0	7	1	0	0	50	9	9	1	0	12	5	160.472
808006445	3	1	1	1	1	9	9	1	1	1	2	1	0	9	8	1	0	0	50	1	0	1	0	12	5	160.472
808006445	3	2	1	1	1	9	9	5	1	1	0	7	0	0	7	60	60	60	60	1	0	60	60	12	5	160.472
809004346	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	1	9	1	0	13	6	41.321
810004122	1	1	1	1	1	9	9	1	1	4	1	1	0	0	7	0	0	0	50	9	9	1	0	41	7	69.365
810004122	2	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	1	0	1	0	41	7	69.365
810004262	1	1	1	1	1	9	9	1	1	4	1	1	0	0	7	1	0	0	50	1	0	1	0	41	7	111.86
810004522	1	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	0	50	1	0	1	0	41	7	69.365
810004522	1	2	1	1	1	9	9	2	1	1	1	1	0	0	7	1	0	0	50	1	0	1	0	41	7	69.365
810004522	1	3	1	1	1	9	9	98	1	1	1	1	0	0	7	1	1	0	50	1	0	1	0	41	7	69.365
810004723	1	1	1	1	3	9	9	2	1	4	0	1	0	0	7	1	0	0	50	9	9	1	99	41	7	111.86
810004723	1	2	99	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	99	99	41	7	111.86
810004723	2	1	2	1	3	9	9	2	1	4	1	1	0	0	7	1	0	0	50	9	9	2	0	41	7	111.86
810004723	2	2	1	1	1	9	9	1	1	4	1	1	0	0	7	1	0	0	50	9	9	2	99	41	7	111.86
810004848	1	1	1	1	1	9	9	1	1	4	99	1	0	0	7	1	0	0	50	9	9	1	0	41	7	32.101
810004944	1	1	2	1	3	9	9	2	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	41	7	69.365
810004944	1	2	1	1	1	9	9	1	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	41	7	69.365
810005107	1	1	1	1	1	9	9	1	1	1	1	1	0	0	7	99	99	99	59	1	0	99	0	41	7	32.101
810005107	1	2	99	1	3	9	9	3	1	1	0	1	0	0	7	99	99	99	59	9	9	99	99	41	7	32.101
810005122	1	1	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	41	7	32.101
810005304	2	1	1	1	1	9	9	1	1	4	0	1	0	0	7	1	99	99	59	9	9	1	0	41	7	69.365
810005422	1	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	0	50	1	0	1	0	41	7	69.365
810005467	1	1	1	1	1	9	9	5	1	1	1	1	0	0	7	1	0	0	50	1	0	1	0	41	7	111.86
810005502	1	1	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	41	7	111.86
810005562	1	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	41	7	69.365
810005562	1	2	99	1	3	9	9	2	1	1	1	7	0	1	0	60	60	60	60	9	9	60	60	41	7	69.365
810005942	1	1	1	1	1	9	9	1	1	1	1	1	99	0	7	99	99	99	59	1	0	99	0	41	7	111.86
810005942	1	2	99	1	3	9	9	2	1	1	1	1	99	0	7	99	99	99	59	9	9	99	0	41	7	111.86
811004002	1	1	1	1	1	9	9	1	1	4	99	7	99	9	8	60	60	60	60	9	9	60	60	43	9	0
811004206	2	1	1	1	1	9	9	1	1	4	99	1	0	0	7	1	0	99	59	9	9	1	0	43	9	0
811004542	1	1	1	1	1	9	9	1	1	4	99	7	0	0	7	60	60	60	60	9	9	60	60	43	9	127.503
811004542	2	1	1	1	1	9	9	1	1	4	99	7	0	0	7	60	60	60	60	9	9	60	60	43	9	127.503
811005022	1	1	1	1	1	9	9	1	1	4	99	3	0	0	7	0	0	0	50	9	9	1	0	43	9	127.503
811005663	1	1	1	1	1	9	9	1	1	4	99	1	0	0	7	1	0	0	50	9	9	1	0	43	9	127.503
811006282	2	1	1	1	1	9	9	1	1	1	1	7	0	0	7	99	99	99	99	9	9	99	99	43	9	127.503
811006302	1	1	1	1	1	9	9	1	1	1	0	7	0	0	7	99	99	99	99	9	9	99	99	43	9	127.503
811006762	1	1	1	1	1	9	9	1	1	4	0	1	0	0	7	99	99	0	50	9	9	1	0	43	9	205.616
811006962	1	1	2	1	3	9	9	2	1	1	1	1	0	0	7	1	0	0	50	1	0	1	0	43	9	59.006
811006962	1	2	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	0	50	1	0	1	0	43	9	59.006
812003756	2	1	1	1	1	9	9	1	3	8	70	70	70	0	7	70	70	70	70	9	9	70	70	45	8	131.148
812004011	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	1	0	1	0	45	8	131.148
812004112	1	1	1	1	1	9	9	1	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	131.148
812004271	1	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	45	8	131.148
812004311	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	211.494
812004451	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	211.494
812004451	2	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	0	50	1	0	2	0	45	8	211.494
812004471	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	131.148
812004472	2	1	2	1	3	9	9	2	1	4	0	99	99	0	7	99	99	69	69	9	9	69	99	45	8	60.692
812004472	2	2	1	1	1	9	9	1	1	4	0	99	99	0	7	99	99	69	69	9	9	69	99	45	8	60.692
812004472	2	3	1	1	1	9	9	1	1	4	0	99	99	0	7	99	99	69	69	9	9	69	99	45	8	60.692
812004635	1	1	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	45	8	211.494
812004651	1	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	45	8	131.148
812004771	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	211.494
812004772	1	1	2	1	3	9	9	2	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	131.148
812004772	1	2	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	131.148
812004773	1	1	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	45	8	131.148
812004811	1	1	1	1	1	9	9	1	1	4	0	1	0	0	7	0	0	2	99	9	9	1	0	45	8	0
812004812	1	1	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	3	7	9	9	2	0	45	8	60.692
812004812	1	2	99	1	3	9	9	2	1	1	0	1	0	0	7	1	0	3	7	9	9	99	1	45	8	60.692
812004851	1	1	99	1	3	9	9	3	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	211.494
812004851	1	2	1	1	1	9	9	1	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	211.494
812004892	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	211.494
812004915	1	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	45	8	131.148
812004916	1	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	0	50	1	0	2	0	45	8	211.494
812004916	2	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	211.494
812004917	1	1	1	1	1	9	9	1	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	211.494
812004991	1	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	45	8	131.148
812005111	1	1	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	45	8	131.148
812005151	1	1	1	1	1	9	9	1	1	4	0	1	99	0	7	1	0	5	5	9	9	99	99	45	8	60.692
812005171	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	99	60	45	8	131.148
812005331	1	1	1	1	1	9	9	1	1	1	2	7	0	0	7	99	99	99	99	9	9	99	99	45	8	131.148
812005471	1	1	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	2	0	45	8	211.494
812005531	1	1	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	45	8	211.494
812005531	1	2	2	1	3	9	9	2	1	4	1	7	0	0	7	99	99	99	99	9	9	99	99	45	8	211.494
812005571	1	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	0	50	1	0	1	0	45	8	131.148
812005771	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	131.148
812005911	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	211.494
812005915	1	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	45	8	211.494
812005916	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	45	8	60.692
812005931	1	1	2	1	3	9	9	2	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	45	8	0
812005931	1	2	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	45	8	0
813003466	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	9	9	1	0	48	9	0
813003706	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	9	9	99	0	48	9	197.543
813003706	1	2	99	1	3	9	9	3	1	1	0	1	0	0	7	99	99	3	88	9	9	99	99	48	9	197.543
813003706	2	1	2	1	3	9	9	3	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	48	9	197.543
813003706	2	2	1	1	1	9	9	1	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	48	9	197.543
813003826	1	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	0	50	9	9	99	0	48	9	426.863
813003827	1	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	0	50	1	0	1	0	48	9	197.543
813003827	1	2	99	1	3	9	9	3	1	1	1	1	0	0	7	1	0	0	50	9	9	99	0	48	9	197.543
813003906	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	9	9	1	0	48	9	688.372
813004190	1	1	2	1	3	9	9	3	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813004190	1	2	1	1	1	9	9	1	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813004267	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	9	9	2	0	48	9	426.863
813004267	2	1	1	1	1	9	9	1	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813004268	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	9	9	1	0	48	9	688.372
813004269	1	1	2	1	3	9	9	2	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813004269	1	2	1	1	1	9	9	1	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813004406	1	1	1	1	1	9	9	1	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813004446	1	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813004666	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	9	9	1	0	48	9	426.863
813004726	1	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	5	6	9	9	1	0	48	9	426.863
813005046	1	1	1	1	1	9	9	1	1	4	0	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813005126	1	1	99	1	3	9	9	3	1	1	0	1	0	0	7	1	0	0	50	9	9	99	0	48	9	688.372
813005126	1	2	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	1	0	1	0	48	9	688.372
813005511	1	1	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813005546	1	1	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	48	9	688.372
813005606	1	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	99	0	50	1	0	1	0	48	9	688.372
813005606	1	2	99	1	3	9	9	2	1	1	1	1	0	0	7	1	0	0	50	9	9	99	0	48	9	688.372
813005611	1	1	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813005611	2	1	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813005971	1	1	2	1	3	9	9	3	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	48	9	688.372
813005971	1	2	1	1	1	9	9	1	1	4	0	1	0	0	7	1	0	0	50	9	9	1	0	48	9	688.372
813006120	1	1	1	1	1	9	9	1	1	1	0	1	0	0	7	1	0	0	50	9	9	1	0	48	9	426.863
813006166	1	1	2	1	3	9	9	3	1	4	1	99	99	0	7	69	69	69	69	9	9	69	69	48	9	197.543
813006166	1	2	1	1	1	9	9	1	1	4	1	99	99	0	7	69	69	69	69	9	9	69	69	48	9	197.543
813006166	2	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	8	9	60	60	48	9	197.543
813006250	1	1	1	1	1	9	9	1	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813006250	1	2	1	1	1	9	9	5	1	1	1	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813006250	2	1	2	1	3	9	9	99	9	4	0	7	0	9	8	60	60	60	60	9	9	60	60	48	9	426.863
813006250	2	2	1	1	1	9	9	1	9	4	0	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813006250	3	1	1	1	1	9	9	1	1	1	1	1	0	0	7	1	0	0	50	9	9	99	79	48	9	426.863
813006312	1	1	1	1	1	9	9	1	1	1	2	1	0	0	7	1	0	0	50	2	0	1	0	48	9	197.543
813006312	1	2	1	1	1	9	9	5	1	1	0	7	0	0	7	60	60	60	60	2	0	60	60	48	9	197.543
813006312	1	3	99	1	3	9	9	5	1	1	0	7	0	0	7	60	60	60	60	9	9	60	60	48	9	197.543
813006312	1	4	99	1	3	9	9	3	1	1	2	1	0	0	7	1	0	0	50	9	9	99	0	48	9	197.543
813006312	2	1	1	1	1	9	9	1	1	4	1	1	0	0	7	1	0	1	88	9	9	1	0	48	9	197.543
813006312	2	2	99	1	3	9	9	2	1	1	1	1	0	0	7	1	0	0	50	9	9	99	1	48	9	197.543
813006314	1	1	2	1	3	9	9	3	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
813006314	1	2	1	1	1	9	9	1	1	4	1	7	0	0	7	60	60	60	60	9	9	60	60	48	9	426.863
814000081	1	1	1	1	1	9	9	1	1	4	99	1	0	0	7	99	99	99	59	9	9	1	0	49	7	0
814000081	1	2	99	1	3	9	9	3	1	4	0	1	0	9	8	99	99	99	59	9	9	99	0	49	7	0
